评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件
-1,刚买来，不知道啥原因，用着就发烫 但里面的功能还是比较好用的，电池也挺耐用 就除了个别时候会发烫而已，其余的还行 还是挺实用的,2026年2月22日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",刚买来不知道啥原因用着就发烫 但里面的功能还是比较好用的电池也挺耐用 就除了个别时候会发烫而已其余的还行 还是挺实用的,买来 知道 原因 发烫 里面 功能 还是 比较 好用 电池 耐用 除了 个别 时候 会发 而已 其余 还行 还是 实用,商品1.csv
1, 通信音质：清晰 显示效果：好 其他特色：正品很满意,2025年12月30日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",通信音质清晰 显示效果好 其他特色正品很满意,通信 音质 清晰 显示 效果 其他 特色 正品 满意,商品1.csv
1,从K40升级到K80 一直信赖小米 ,2025年12月30日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",从升级到 一直信赖小米,升级 一直 信赖 小米,商品1.csv
1,这款产品颜值爆表，质量上乘，发货速度快，非常满意,2025年12月29日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",这款产品颜值爆表质量上乘发货速度快非常满意,产品 颜值 爆表 质量上乘 发货 速度 非常 满意,商品1.csv
1,哈哈哈到第一张照片 这么大的摄像头没白长！ 我终于换掉我砖头一样重的小米10了 这个机身轻了不少，小拇指再也不容易被压弯了 ,2026年1月14日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",哈哈哈到第一张照片 这么大的摄像头没白长 我终于换掉我砖头一样重的小米了 这个机身轻了不少小拇指再也不容易被压弯了,哈哈哈 第一张 照片 这么 摄像头 没白长 终于 换掉 砖头 一样 小米 这个 机身 不少 小拇指 再也 容易 压弯,商品1.csv
1,这个价格比我们这边实体店便宜不少，体验感还不错，发货快，物流也快，次日就到了，好评,2026年2月12日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",这个价格比我们这边实体店便宜不少体验感还不错发货快物流也快次日就到了好评,这个 价格比 我们 这边 实体店 便宜 不少 体验 不错 发货 物流 次日 好评,商品1.csv
1,很好，手机很好看，打游戏很流畅，物流态度特别好，我地址填错了还给我打电话然后直接送到我家门口,2025年12月21日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",很好手机很好看打游戏很流畅物流态度特别好我地址填错了还给我打电话然后直接送到我家门口,手机 好看 打游戏 流畅 物流 态度 特别 地址 填错 还给 打电话 然后 直接 送到 家门口,商品1.csv
1,还不错，划算,2026年1月22日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",还不错划算,不错 划算,商品1.csv
1,非常好。这个手机我很满意。操作非常顺滑，系统人性化。尤其是触屏震动手感👍,2026年1月22日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",非常好这个手机我很满意操作非常顺滑系统人性化尤其是触屏震动手感,非常 这个 手机 满意 操作 非常 顺滑 系统 人性化 尤其 触屏 震动 手感,商品1.csv
1,刚到手就迫不及待试用了，速度非常快，宝贝非常好,2026年1月22日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",刚到手就迫不及待试用了速度非常快宝贝非常好,到手 迫不及待 试用 速度 非常 宝贝 非常,商品1.csv
1,给老妈买的新手机！颜色喜欢，性能够用，流畅度没得说！希望可以用好几年！,2026年1月2日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",给老妈买的新手机颜色喜欢性能够用流畅度没得说希望可以用好几年,老妈 新手机 颜色 喜欢 能够 流畅 没得说 希望 可以 好几年,商品1.csv
1,该用户未填写评价内容,2026年2月6日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",该用户未填写评价内容,用户 未填写 评价 内容,商品1.csv
1,拍摄用的，主拍 4k 视频，是我需要的，性价比高。,2026年1月20日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",拍摄用的主拍  视频是我需要的性价比高,拍摄 主拍 视频 需要 性价比,商品1.csv
1,小米手机买了好几个了 给家人换了新的 很亲民 小米继续加油！,2026年1月16日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",小米手机买了好几个了 给家人换了新的 很亲民 小米继续加油,小米 手机 好几个 家人 亲民 小米 继续 加油,商品1.csv
1,服务态度非常好，产品性价比高，购物体验愉快，值得推荐！ ,2026年3月5日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",服务态度非常好产品性价比高购物体验愉快值得推荐,服务态度 非常 产品 性价比 购物 体验 愉快 值得 推荐,商品1.csv
1,机器性能很满，对非重度使用者来说，四五年没问题,2026年3月3日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",机器性能很满对非重度使用者来说四五年没问题,机器 性能 很满 重度 使用者 来说 四五年 问题,商品1.csv
1,可以挺好的给爸爸买的电池大耐用,2026年3月1日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",可以挺好的给爸爸买的电池大耐用,可以 爸爸 电池 耐用,商品1.csv
1,质量很好💯，颜值也是蛮高的✨，非常不错。,2026年2月28日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",质量很好颜值也是蛮高的非常不错,质量 颜值 蛮高 非常 不错,商品1.csv
1,颜色好看，使用很流畅，性价比高,2026年2月27日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",颜色好看使用很流畅性价比高,颜色 好看 使用 流畅 性价比,商品1.csv
1,通信音质：可以  其他特色：流畅  显示效果：可以的,2026年2月26日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",通信音质可以  其他特色流畅  显示效果可以的,通信 音质 可以 其他 特色 流畅 显示 效果 可以,商品1.csv
1,用了几天，很好用啊，内存选歌大的，很不错，一直在用红米，好像从米一开始用的，电池真的是太抗用了，非常适合我，,2026年2月24日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",用了几天很好用啊内存选歌大的很不错一直在用红米好像从米一开始用的电池真的是太抗用了非常适合我,几天 内存 选歌 不错 一直 红米 好像 从米 开始 电池 真的 抗用 非常适合,商品1.csv
1,物流很快，1300公里48小时九到了 k80手感，外围配置也很强,2026年2月24日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",物流很快公里小时九到了 手感外围配置也很强,物流 很快 公里 小时 九到 手感 外围 配置,商品1.csv
1,好用价格划算性价比高不卡顿 颜色好看边框也好看,2026年1月5日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",好用价格划算性价比高不卡顿 颜色好看边框也好看,好用 价格 划算 性价比 高不卡顿 颜色 好看 边框 好看,商品1.csv
1,红米K80很好，去年买的被压变形了，Sim卡接触不太好，所以又买了这个，是全新未激活的，比实体店便宜不少，非常满意。,2025年12月28日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",红米很好去年买的被压变形了卡接触不太好所以又买了这个是全新未激活的比实体店便宜不少非常满意,红米 去年 变形 接触 不太好 所以 这个 全新 未激活 实体店 便宜 不少 非常 满意,商品1.csv
1,手机的手感非常好，用起来非常流畅，价格也很适宜。,2026年1月14日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机的手感非常好用起来非常流畅价格也很适宜,手机 手感 非常 好用 起来 非常 流畅 价格 适宜,商品1.csv
1,好用，一家人都用小米的手机，靠谱！,2026年1月26日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",好用一家人都用小米的手机靠谱,好用 一家人 小米 手机,商品1.csv
1,通信音质：好 其他特色：OK 显示效果：不错咯,2026年2月14日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",通信音质好 其他特色 显示效果不错咯,通信 音质 其他 特色 显示 效果 不错,商品1.csv
1,加上国补，史低价购买，手机性价比超高。 系统流畅好用，手机手感不错，电池大还轻薄。,2026年1月24日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",加上国补史低价购买手机性价比超高 系统流畅好用手机手感不错电池大还轻薄,加上 国补史 低价 购买 手机 性价比 超高 系统 流畅 好用 手机 手感 不错 电池 轻薄,商品1.csv
1,k40s退休，直接换到k80美滋滋，更流畅更好用了，点赞👍👍👍👍👍👍,2026年1月11日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",退休直接换到美滋滋更流畅更好用了点赞,退休 直接 美滋滋 流畅 更好 点赞,商品1.csv
1,挺好的，爸爸很满意。,2026年2月12日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",挺好的爸爸很满意,爸爸 满意,商品1.csv
1,这个价格还是很香的，手机性价比无敌，好评,2026年1月23日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",这个价格还是很香的手机性价比无敌好评,这个 价格 还是 很香 手机 性价比 无敌 好评,商品1.csv
1,东西挺好的，用了，是正品，牛*66666,2026年2月10日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",东西挺好的用了是正品牛,东西 正品,商品1.csv
1,物流很快，包装的很好，我妈还用的k70，两年了没啥问题，这次给我爸换了个k80，国补后挺划算的,2026年1月20日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",物流很快包装的很好我妈还用的两年了没啥问题这次给我爸换了个国补后挺划算的,物流 很快 包装 两年 问题 这次 爸换 国补后 划算,商品1.csv
1,买来给家里老人用的！流畅度和使用感反馈都很好，手机颜色也好看！,2026年2月6日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",买来给家里老人用的流畅度和使用感反馈都很好手机颜色也好看,买来 家里 老人 流畅 使用 反馈 手机 颜色 好看,商品1.csv
1,发货快，系统运行流畅，拍照也很清楚！,2025年12月23日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",发货快系统运行流畅拍照也很清楚,发货 系统 运行 流畅 拍照 清楚,商品1.csv
1,官方旗舰店买的还是很靠谱的。手机整体不错。512足够用了。正常使用用个几年不是问题,2026年1月31日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",官方旗舰店买的还是很靠谱的手机整体不错足够用了正常使用用个几年不是问题,官方 旗舰店 还是 手机 整体 不错 足够 正常 使用 用个 几年 不是 问题,商品1.csv
1,真不错，很好用！验机顺利，新手机上手很快,2026年1月15日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",真不错很好用验机顺利新手机上手很快,真不错 用验机 顺利 新手机 很快,商品1.csv
1,机身轻薄，功能使用。看了很多评价给老爸配置的，使用感受挺好！,2026年1月30日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",机身轻薄功能使用看了很多评价给老爸配置的使用感受挺好,机身 轻薄 功能 使用 很多 评价 老爸 配置 使用 感受,商品1.csv
1,画质很高，很好用的手机，非常好用,2026年1月30日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",画质很高很好用的手机非常好用,画质 手机 非常 好用,商品1.csv
1,目前用着还可以 给老父亲买的,2026年1月30日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",目前用着还可以 给老父亲买的,目前 可以 老父亲,商品1.csv
1,这次有国补，性价比就超高了,2026年1月30日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",这次有国补性价比就超高了,这次 有国补 性价比 超高,商品1.csv
1,非常迅速，全部都很满意。超级感谢客服和配送员。,2026年1月4日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",非常迅速全部都很满意超级感谢客服和配送员,非常 迅速 全部 满意 超级 感谢 客服 配送,商品1.csv
1,老人家用的话，字体调到最大还是很有点小，需要用第三方的软件，其他的都还可以。,2026年1月29日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",老人家用的话字体调到最大还是很有点小需要用第三方的软件其他的都还可以,老人家 的话 字体 最大 还是 有点 需要 第三方 软件 其他 可以,商品1.csv
1,目前很满意，特意用几天来评价，快递小哥态度也很好，开机验机流程很流畅！,2026年1月28日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",目前很满意特意用几天来评价快递小哥态度也很好开机验机流程很流畅,目前 满意 特意 几天 评价 快递 小哥 态度 开机 验机 流程 流畅,商品1.csv
1,还行吧，感觉和k60差不多，就是处理器是第三代，k60是第一代,2026年3月5日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",还行吧感觉和差不多就是处理器是第三代是第一代,还行 感觉 差不多 就是 处理器 第三代 第一代,商品1.csv
1,不是自用，收到的人说打游戏蛮流程的，也没有网上说的那么多问题，总体挺好的,2026年3月3日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",不是自用收到的人说打游戏蛮流程的也没有网上说的那么多问题总体挺好的,不是 自用 收到 打游戏 流程 没有 网上 那么 问题 总体,商品1.csv
0,物流很快 发的顺丰 昨晚刚收到 实物看起来还可以 等用段时间再评价,2026年1月27日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",物流很快 发的顺丰 昨晚刚收到 实物看起来还可以 等用段时间再评价,物流 很快 顺丰 昨晚 收到 实物 看起来 可以 段时间 评价,商品1.csv
1,买的是正品，激活日期是最新的，安全下车，使用感良好,2026年1月27日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",买的是正品激活日期是最新的安全下车使用感良好,正品 激活 日期 最新 安全 下车 使用 良好,商品1.csv
1,物流很快，派送也快，国补价格便宜实惠，收货简单拍拍拍完事了！,2026年2月27日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",物流很快派送也快国补价格便宜实惠收货简单拍拍拍完事了,物流 很快 派送 快国补 价格便宜 实惠 收货 简单 拍拍 完事,商品1.csv
1,给爸妈买的手机 一人一个 做了很多攻略感觉这个性价比不错,2026年2月26日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",给爸妈买的手机 一人一个 做了很多攻略感觉这个性价比不错,爸妈 手机 一人 一个 很多 攻略 感觉 这个 性价比 不错,商品1.csv
1,还行，就是玩游戏会发烫,2026年2月25日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",还行就是玩游戏会发烫,就是 玩游戏 会发,商品1.csv
1,不错，性价比很高。,2026年1月26日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",不错性价比很高,不错 性价比,商品1.csv
1,用起来很顺，操作无延迟。,2026年2月21日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",用起来很顺操作无延迟,起来 操作 延迟,商品1.csv
1,该用户觉得商品非常好，给出5星好评,2026年1月25日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",该用户觉得商品非常好给出星好评,用户 觉得 商品 非常 给出 好评,商品1.csv
1,国补价格真的很香 平时不打游戏 这款完全可以的   重量合适  手小的握着也可以 尺寸很合适  流畅度和按键也可   推荐,2026年1月10日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",国补价格真的很香 平时不打游戏 这款完全可以的   重量合适  手小的握着也可以 尺寸很合适  流畅度和按键也可   推荐,国补 价格 真的 很香 平时 打游戏 完全 可以 重量 合适 手小 可以 尺寸 合适 流畅 按键 推荐,商品1.csv
1,连手机壳都挺漂亮，大爱，很喜欢，物流也很快，,2025年12月6日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",连手机壳都挺漂亮大爱很喜欢物流也很快,手机 漂亮 大爱 喜欢 物流 很快,商品1.csv
1,性价比高，给父亲买的，父亲收到很高兴 ,2026年1月9日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",性价比高给父亲买的父亲收到很高兴,性价比 高给 父亲 父亲 收到 高兴,商品1.csv
1,加上国补，非常好,2026年1月9日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",加上国补非常好,加上 国补 非常,商品1.csv
1,商品质量上乘，服务态度极佳，购物体验非常满意，强烈推荐！ ,2026年1月22日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",商品质量上乘服务态度极佳购物体验非常满意强烈推荐,商品 质量上乘 服务态度 极佳 购物 体验 非常 满意 强烈推荐,商品1.csv
1,①外观看起来不错，但是送的手机壳是黑色的，套上就看不见手机后背漂亮的玻璃了，有点可惜。 ②性能还不错，目前日常办公没有卡顿，以后再测一下游戏性能。系统偶尔有点小bug，但不影响日常使用。某些如绿小鸟等等的app没法添加桌面组件，权限开了也不行，更新过app也不行，可能是兼容的问题。 ③充电很快，过程会有点微微发烫，电池容量也很大，但寿命怎样还未知。 ④前后置摄像头都中规中矩，相比其他机型和品牌不算太惊艳（也有可能是我没调校好），自带的图片编辑功能还是挺多的，比较方便。 别的用着还可以，目前还很正常，总结性价比还是非常不错的。,2025年12月1日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",外观看起来不错但是送的手机壳是黑色的套上就看不见手机后背漂亮的玻璃了有点可惜 性能还不错目前日常办公没有卡顿以后再测一下游戏性能系统偶尔有点小但不影响日常使用某些如绿小鸟等等的没法添加桌面组件权限开了也不行更新过也不行可能是兼容的问题 充电很快过程会有点微微发烫电池容量也很大但寿命怎样还未知 前后置摄像头都中规中矩相比其他机型和品牌不算太惊艳也有可能是我没调校好自带的图片编辑功能还是挺多的比较方便 别的用着还可以目前还很正常总结性价比还是非常不错的,外观 看起来 不错 但是 手机 黑色 看不见 手机 后背 漂亮 玻璃 有点 可惜 性能 不错 目前 日常 办公 没有 卡顿 以后 再测 一下 游戏 性能 系统 偶尔 有点 影响 日常 使用 某些 如绿 小鸟 等等 没法 添加 桌面 组件 权限 不行 更新 不行 可能 兼容 问题 充电 很快 过程 有点 微微 发烫 电池容量 很大 寿命 怎样 未知 前后 摄像头 中规中矩 相比 其他 机型 品牌 不算 惊艳 可能 调校 自带 图片 编辑 功能 还是 比较 方便 别的 可以 目前 正常 总结 性价比 还是 非常 不错,商品1.csv
1,收到货好几天了，今天刚开始用，还不错，还在摸索,2026年2月11日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",收到货好几天了今天刚开始用还不错还在摸索,收到 货好 几天 今天 开始 不错 摸索,商品1.csv
1,屏幕有时候会莫名其妙翻转。 无限暖暖2.0更新之后打这个游戏就会很烫。耗电也非常快。打三四个小时就要充两次。 其他游戏五六个小时都是可以从七十度电玩到二十。 值得一提的是充电速度非常快。 如果不打游戏。平时看看小说刷刷抖音用一天是没问题,2025年12月5日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",屏幕有时候会莫名其妙翻转 无限暖暖更新之后打这个游戏就会很烫耗电也非常快打三四个小时就要充两次 其他游戏五六个小时都是可以从七十度电玩到二十 值得一提的是充电速度非常快 如果不打游戏平时看看小说刷刷抖音用一天是没问题,屏幕 有时候 莫名其妙 翻转 无限 更新 之后 这个 游戏 耗电 非常 三四个 小时 就要 两次 其他 游戏 五六个 小时 可以 七十 电玩 二十 值得一提的是 充电 速度 非常 如果 打游戏 平时 看看 小说 刷刷 抖音 一天 问题,商品1.csv
1,手机很好，很棒，性价比很高，客服小姐姐很耐心，售后处理的非常棒，请务必给他加工资,2025年12月15日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '16GB+1024GB'}",手机很好很棒性价比很高客服小姐姐很耐心售后处理的非常棒请务必给他加工资,手机 很棒 性价比 客服 小姐姐 耐心 售后 处理 非常 务必 加工资,商品1.csv
1,非常顺滑好用，物美价廉，值得入手,2026年2月9日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",非常顺滑好用物美价廉值得入手,非常 顺滑 好用 物美价廉 值得 入手,商品1.csv
1,非常好用，国货之光，性价比之王,2026年2月9日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",非常好用国货之光性价比之王,非常 好用 国货 之光 性价比 之王,商品1.csv
1,物流很快，包装完整无破损，是正品有保证,2025年12月21日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",物流很快包装完整无破损是正品有保证,物流 很快 包装 完整 破损 正品 保证,商品1.csv
1,国补买手机就是方便。这个价格当个备用机确实不错,2026年2月8日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",国补买手机就是方便这个价格当个备用机确实不错,国补 买手机 就是 方便 这个 价格 备用机 确实 不错,商品1.csv
1,手机很漂亮，买给老婆的，老婆很喜欢,2025年12月20日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机很漂亮买给老婆的老婆很喜欢,手机 很漂亮 老婆 老婆 喜欢,商品1.csv
1,很丝滑，性能确实不错，价格现在加上国补和平台补贴确实性价比很高，值得买。,2026年2月5日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",很丝滑性能确实不错价格现在加上国补和平台补贴确实性价比很高值得买,很丝滑 性能 确实 不错 价格 现在 加上 国补 平台 补贴 确实 性价比 值得,商品1.csv
1,性价比无敌（1400入的）王者可以120帧。,2026年2月4日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",性价比无敌入的王者可以帧,性价比 无敌 王者 可以,商品1.csv
1,给小孩用的，还是挺流畅的，孩子玩游戏无障碍！,2026年2月4日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",给小孩用的还是挺流畅的孩子玩游戏无障碍,小孩 还是 流畅 孩子 玩游戏 无障碍,商品1.csv
1,红米K80手机流畅度不错，屏幕大小适中，偏小一点，不会厚重。 一些不足之处是：电池容量不太大，感觉也不太耐电；一些功能不太先进和完善，比如相册方面，视频没有截图功能，播放之后没有删除键，要退出返回才有；还有一些功能也比较落后；手机比较容易发烫，尤其是天气热的时候吧，但是我是普通使用，不玩游戏就还好。 手机上市后一年左右买的，价格比较便宜一点吧。,2025年12月3日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",红米手机流畅度不错屏幕大小适中偏小一点不会厚重 一些不足之处是电池容量不太大感觉也不太耐电一些功能不太先进和完善比如相册方面视频没有截图功能播放之后没有删除键要退出返回才有还有一些功能也比较落后手机比较容易发烫尤其是天气热的时候吧但是我是普通使用不玩游戏就还好 手机上市后一年左右买的价格比较便宜一点吧,红米 手机 流畅 不错 屏幕 大小 适中 偏小 一点 不会 厚重 一些 不足之处 电池容量 不太大 感觉 不太耐电 一些 功能 不太 先进 完善 比如 相册 方面 视频 没有 截图 功能 播放 之后 没有 删除 键要 退出 返回 还有 一些 功能 比较落后 手机 比较 容易 发烫 尤其 天气 时候 但是 普通 使用 玩游戏 还好 手机 上市 一年 左右 价格 比较 便宜 一点,商品1.csv
1,一直使用红米，国补后1千4百多，第三天就到了，价格便宜，性价比高。,2026年2月3日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",一直使用红米国补后千百多第三天就到了价格便宜性价比高,一直 使用 红米国 补后 千百 第三天 价格便宜 性价比,商品1.csv
1,一直用小米红米，还有前年买的红米note12t，家里人也在用,2026年2月2日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",一直用小米红米还有前年买的红米家里人也在用,一直 小米 红米 还有 前年 红米 家里人,商品1.csv
1,老妈用着还行，挺流畅的，希望能用个7-8年，不出问题就最好了。,2026年2月2日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",老妈用着还行挺流畅的希望能用个年不出问题就最好了,老妈 还行 流畅 希望 能用 不出 问题 最好,商品1.csv
1,手机很不错，很有分量，入手冰冰凉凉的。送的手机壳手感很不错，就是后摄像头太大了，感觉保护不了摄像头的玻璃。所以重新买了个手机壳。,2025年12月12日,"{'机身颜色': '山峦青', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机很不错很有分量入手冰冰凉凉的送的手机壳手感很不错就是后摄像头太大了感觉保护不了摄像头的玻璃所以重新买了个手机壳,手机 不错 分量 入手 冰冰凉凉 手机 手感 不错 就是 摄像头 太大 感觉 保护 不了 摄像头 玻璃 所以 重新 手机,商品1.csv
1,用了一个星期才来评价，目前没有什么问题，可能是没有试过大游戏，只是刷视频玩支付宝小程序游戏，没有卡顿现象，买回来先升级系统到3.0.4.0，没出现高温现象，没有对比性，不确定升级系统是不是越升越好用。目前看没有问题，给好评了。后面用段时间再追评吧！,2025年12月25日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",用了一个星期才来评价目前没有什么问题可能是没有试过大游戏只是刷视频玩支付宝小程序游戏没有卡顿现象买回来先升级系统到没出现高温现象没有对比性不确定升级系统是不是越升越好用目前看没有问题给好评了后面用段时间再追评吧,一个 星期 评价 目前 没有 什么 问题 可能 没有 试过 游戏 只是 视频 支付宝 程序 游戏 没有 卡顿 现象 买回来 升级 系统 出现 高温 现象 没有 对比性 确定 升级 系统 是不是 越升 目前 没有 问题 好评 后面 段时间 追评,商品1.csv
1,挺好的，买给老人家用，国补优惠些，好评,2026年1月1日,"{'机身颜色': '雪岩白', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",挺好的买给老人家用国补优惠些好评,老人家 用国补 优惠 好评,商品1.csv
1,手机外观好看，信号太好了，电池也非常经用,2026年1月1日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机外观好看信号太好了电池也非常经用,手机 外观 好看 信号 太好了 电池 非常 经用,商品1.csv
1,发货很快，昨天下单，今天就收到了，至于手机，使用一段时间再来评价,2026年1月12日,"{'机身颜色': '玄夜黑', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",发货很快昨天下单今天就收到了至于手机使用一段时间再来评价,发货 很快 昨天 下单 今天 收到 至于 手机 使用 一段时间 评价,商品1.csv
1,不愧销量这么高呀，裸机也挺好看的。玩光遇很流畅。音质一般，但是一千七我还要啥啊,2025年12月16日,"{'机身颜色': '汐月蓝', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",不愧销量这么高呀裸机也挺好看的玩光遇很流畅音质一般但是一千七我还要啥啊,不愧 销量 这么 裸机 好看 玩光遇 流畅 音质 一般 但是 一千 还要,商品1.csv
