评论,分数,产品,名字,评论ID,清洗后评论,分词后评论,来源文件
京东快递有保障，本地仓无货异地发货，包装完好无损，手机屏幕大配置高，系统操作流畅，手机挺重有份量，电池满电使用一天没问题，性价比很高。,5,已购 云杉绿 16GB+256GB,j***f,152,京东快递有保障本地仓无货异地发货包装完好无损手机屏幕大配置高系统操作流畅手机挺重有份量电池满电使用一天没问题性价比很高,京东 快递 保障 本地 无货 异地 发货 包装 完好无损 手机 屏幕 配置 系统 操作 流畅 手机 挺重 份量 电池 满电 使用 一天 问题 性价比,商品2.csv
这款手机真的是我的心头好，不仅外观时尚大气，而且功能强大。[ok]拍照清晰、通话流畅，让我随时随地都能保持联系。电池续航也很给力，出门在外再也不用担心没电了！总之，这是一款非常值得入手的手机，强烈推荐给大家哦~,5,已购 砂岩灰 12GB+512GB,水***月,153,这款手机真的是我的心头好不仅外观时尚大气而且功能强大拍照清晰通话流畅让我随时随地都能保持联系电池续航也很给力出门在外再也不用担心没电了总之这是一款非常值得入手的手机强烈推荐给大家哦,手机 真的 心头 不仅 外观 时尚 大气 而且 功能强大 拍照 清晰 通话 流畅 随时随地 保持联系 电池 续航 出门在外 再也 不用 担心 没电 总之 这是 一款 非常 值得 入手 手机 强烈推荐 大家,商品2.csv
"送给爸爸的使用最的很不错 使用灵敏反应快捷性价比是小米最有性价比之一
屏幕音效：拿着很舒服，使用非常不错非常好不错
推荐大家购买嗯",5,已购 砂岩灰 12GB+512GB,x***1,155,"送给爸爸的使用最的很不错 使用灵敏反应快捷性价比是小米最有性价比之一
屏幕音效拿着很舒服使用非常不错非常好不错
推荐大家购买嗯",送给 爸爸 使用 不错 使用 灵敏 反应 快捷 性价比 小米 最有 性价比 之一 屏幕 音效 舒服 使用 非常 不错 非常 不错 推荐 大家 购买,商品2.csv
"1. 颜值手感双在线，性能续航全拉满，千元/旗舰价位闭眼入！
2. 用着超丝滑，拍照清晰续航稳，日常使用零槽点，太值了！
3. 性价比天花板，大屏护眼还轻薄，全家都能用的宝藏手机！",5,已购 月岩白 12GB+256GB,藏杰布,156,"颜值手感双在线性能续航全拉满千元旗舰价位闭眼入
 用着超丝滑拍照清晰续航稳日常使用零槽点太值了
 性价比天花板大屏护眼还轻薄全家都能用的宝藏手机",颜值 手感 在线 性能 续航 全拉满 千元 旗舰 价位 闭眼 超丝滑 拍照 清晰 续航 日常 使用 零槽 点太值 性价比 天花板 大屏 护眼 轻薄 全家 宝藏 手机,商品2.csv
一直都是使用的小米手机，内存不够了只有换一个。这款型号性价比相对来说比较高，目前使用还不错，满意哈。,5,已购 月岩白 16GB+1T,0***g,158,一直都是使用的小米手机内存不够了只有换一个这款型号性价比相对来说比较高目前使用还不错满意哈,一直 使用 小米 手机 内存 不够 只有 一个 型号 性价比 相对来说 比较 目前 使用 不错 满意,商品2.csv
考虑了蛮久才买的，看了好几款最后选了这个，用了几天才评。系统流畅，用着感觉不错。。。。。。。。。。。。。。。。。。。。,5,已购 砂岩灰 12GB+512GB,n13z7f5u8v21yi,159,考虑了蛮久才买的看了好几款最后选了这个用了几天才评系统流畅用着感觉不错,考虑 几款 最后 这个 几天 系统 流畅 感觉 不错,商品2.csv
截止目前使用感非常好，手机非常不错性价比高，我很喜欢，下次还会光临价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～,5,已购 砂岩灰 12GB+256GB,坐标系xy,160,截止目前使用感非常好手机非常不错性价比高我很喜欢下次还会光临价格非常的美丽东西还是不错的会继续回购全五分奈斯奈斯,截止 目前 使用 非常 手机 非常 不错 性价比 喜欢 下次 还会 光临 价格 非常 美丽 东西 还是 不错 继续 回购 五分 奈斯 奈斯,商品2.csv
一直都是小米用户，前面的k50被车压了果断更新最新的k80，国补后的价格还是很划算的，电池容量和闪充还是一如既往的大和快，音响是上下双扬声器，音质挺好的，打王者也非常流畅，没有卡顿的现象,5,已购 月岩白 12GB+256GB,30133vpk7ejcej,161,一直都是小米用户前面的被车压了果断更新最新的国补后的价格还是很划算的电池容量和闪充还是一如既往的大和快音响是上下双扬声器音质挺好的打王者也非常流畅没有卡顿的现象,一直 小米 用户 前面 车压 果断 更新 最新 国补后 价格 还是 划算 电池容量 闪充 还是 一如既往 音响 上下 扬声器 音质 王者 非常 流畅 没有 卡顿 现象,商品2.csv
"手机屏幕很大，很清晰，家里长辈喜欢！
京东购买超级方便，还送货上门，物流速度很快，今天下单，第二天到了，活动力度很大，很划算，京东客服服务好。这个品牌不错，推荐！",5,已购 砂岩灰 12GB+256GB,c***y,163,"手机屏幕很大很清晰家里长辈喜欢
京东购买超级方便还送货上门物流速度很快今天下单第二天到了活动力度很大很划算京东客服服务好这个品牌不错推荐",手机 屏幕 很大 清晰 家里 长辈 喜欢 京东 购买 超级 方便 送货上门 物流 速度 很快 今天 下单 第二天 活动 力度 很大 划算 京东 客服 服务 这个 品牌 不错 推荐,商品2.csv
"性价比超高，好用。
3000这个价位能买到1t版本很少。性价比高的更少了。
电池，屏幕，手感这些都是很顶的。这是我推荐朋友买的地基，很多个手机了，我都推荐了K80至尊。我很喜欢",5,已购 砂岩灰 16GB+1T,电***9,164,"性价比超高好用
这个价位能买到版本很少性价比高的更少了
电池屏幕手感这些都是很顶的这是我推荐朋友买的地基很多个手机了我都推荐了至尊我很喜欢",性价比 超高 好用 这个 价位 版本 很少 性价比 电池 屏幕 手感 这些 推荐 朋友 地基 很多 手机 推荐 至尊 喜欢,商品2.csv
这款红米K80至尊版性价比超高，天玑9400处理器，12+512完全够用，再加上68防水等级，挺超值的。推荐入手。,5,已购 云杉绿 12GB+512GB,en637n11tpu9if,165,这款红米至尊版性价比超高天玑处理器完全够用再加上防水等级挺超值的推荐入手,这款 红米 至尊版 性价比 超高 天玑 处理器 完全 够用 加上 防水 等级 超值 推荐 入手,商品2.csv
小米手机收到了，这次买的这款是K80的至尊版，性能还是不错的。搭载的是天玑9400，性能强劲，做啥都不错，值得拥有的手机。,5,已购 月岩白 12GB+256GB,G***愿,166,小米手机收到了这次买的这款是的至尊版性能还是不错的搭载的是天玑性能强劲做啥都不错值得拥有的手机,小米 手机 收到 这次 这款 至尊版 性能 还是 不错 搭载 天玑 性能 强劲 不错 值得 拥有 手机,商品2.csv
k80手机的外观和手感都很棒，屏幕确实够大，看视频和玩游戏体验很流畅，系统反应一点都不卡顿!价格也很亲民!总体体验很满意!支持国产，代表了国产机最高水准，值得信赖。等了几个月等到了活动价，很划算，性价比爆表。外观大气时尚，用起来流畅顺手～手机十分漂亮，质量很好，运行十分快，五星好评!很好很喜欢!,5,已购 冰锋蓝 12GB+256GB,jd_1r9ie205mwdlgn,167,手机的外观和手感都很棒屏幕确实够大看视频和玩游戏体验很流畅系统反应一点都不卡顿价格也很亲民总体体验很满意支持国产代表了国产机最高水准值得信赖等了几个月等到了活动价很划算性价比爆表外观大气时尚用起来流畅顺手手机十分漂亮质量很好运行十分快五星好评很好很喜欢,手机 外观 手感 很棒 屏幕 确实 视频 玩游戏 体验 流畅 系统 反应 一点 不卡顿 价格 亲民 总体 体验 满意 支持 国产 代表 国产机 最高 水准 值得 信赖 几个 等到 活动 划算 性价比 爆表 外观 大气 时尚 起来 流畅 顺手 手机 十分 漂亮 质量 运行 十分 五星 好评 喜欢,商品2.csv
手机非常好用，外形外观很大气，屏幕音效也很好！特别突出的就是拍照效果，很清晰！是一款性价比很高的产品！,5,已购 云杉绿 12GB+256GB,u_jliht391lri7,168,手机非常好用外形外观很大气屏幕音效也很好特别突出的就是拍照效果很清晰是一款性价比很高的产品,手机 非常 好用 外形 外观 很大 屏幕 音效 特别 突出 就是 拍照 效果 清晰 一款 性价比 产品,商品2.csv
"作为2025年粮厂颜值最高的机型，同时又是性价比比较高的机型，总体来讲还是值得购买的！宣传的1115同轴对称式双扬声器，实际听感确实不错，耳朵像怀了孕；赛博超宽频马达也确实铿锵有力，震感舒适。天玑9400+功耗不错，7410毫安的大电池，确实是待机给力，出门一天没有用电压力，也没有电量告急。总算是没有用电焦虑了！机身发热不够明显，完全不能印证一为发烧而生了总体来讲这一代的天玑调的还是比较。
一天一个价，买完就降价，近两年来在京东买大件，件件被背刺！两天之内亏two百",5,已购 砂岩灰 16GB+1T,悠***8,170,"作为年粮厂颜值最高的机型同时又是性价比比较高的机型总体来讲还是值得购买的宣传的同轴对称式双扬声器实际听感确实不错耳朵像怀了孕赛博超宽频马达也确实铿锵有力震感舒适天玑功耗不错毫安的大电池确实是待机给力出门一天没有用电压力也没有电量告急总算是没有用电焦虑了机身发热不够明显完全不能印证一为发烧而生了总体来讲这一代的天玑调的还是比较
一天一个价买完就降价近两年来在京东买大件件件被背刺两天之内亏百",作为 粮厂 颜值 最高 机型 同时 性价比 比较 机型 总体 来讲 还是 值得 购买 宣传 轴对称 扬声器 实际 听感 确实 不错 耳朵 怀了孕 赛博超 宽频 马达 确实 铿锵有力 震感 舒适 天玑 功耗 不错 毫安 电池 确实 待机 给力 出门 一天 没有 用电 压力 没有 电量 告急 总算 没有 用电 焦虑 机身 发热 不够 明显 完全 不能 印证 一为 发烧 而生 总体 来讲 一代 天玑 还是 比较 一天 一个 价买 降价 近两年来 京东 大件 两天 之内 亏百,商品2.csv
k80手机包装很好无破损，物流也快，手机外观漂亮，款式好看，质量很好，正品，做工精致，屏幕细腻够大很清晰，色彩饱和度很不错，照相不错，很漂亮，音质也很棒，系统功能强大，运行速度很快，看电影听音乐都很给力，非常享受，操作简单，内存也足够，性价比蛮高的，而且价格还实惠便宜，很划算，支持，超喜欢。,5,已购 月岩白 12GB+256GB,jd_770304399,171,手机包装很好无破损物流也快手机外观漂亮款式好看质量很好正品做工精致屏幕细腻够大很清晰色彩饱和度很不错照相不错很漂亮音质也很棒系统功能强大运行速度很快看电影听音乐都很给力非常享受操作简单内存也足够性价比蛮高的而且价格还实惠便宜很划算支持超喜欢,手机 包装 破损 物流 手机 外观 漂亮 款式 好看 质量 正品 做工 精致 屏幕 细腻 清晰 色彩 饱和度 不错 照相 不错 很漂亮 音质 很棒 系统 功能强大 运行 速度 很快 电影 音乐 非常 享受 操作 简单 内存 足够 性价比 蛮高 而且 价格 实惠 便宜 划算 支持 喜欢,商品2.csv
内外包装都完好无损，物流非常给力，待机时间也可以，外观漂亮，非常不错了，活动价拍到的，很满意，老人用也很合适，屏幕清晰度高,5,已购 冰锋蓝 12GB+256GB,云***3,172,内外包装都完好无损物流非常给力待机时间也可以外观漂亮非常不错了活动价拍到的很满意老人用也很合适屏幕清晰度高,外包装 完好无损 物流 非常 给力 待机时间 可以 外观 漂亮 非常 不错 活动 价拍 满意 老人 合适 屏幕 清晰度,商品2.csv
还不错，性价比挺高，不过最近没有国补稍微贵点，目前没什么问题。觉得售后还不错，冲着售后又买了个小米手机,5,已购 冰锋蓝 12GB+256GB,乌***爷,173,还不错性价比挺高不过最近没有国补稍微贵点目前没什么问题觉得售后还不错冲着售后又买了个小米手机,不错 性价比 挺高 不过 最近 没有 国补 稍微 贵点 目前 没什么 问题 觉得 售后 不错 冲着 售后 小米 手机,商品2.csv
手机很不错，试着打了打游戏，不错，很流畅，手感很棒，很不错，有自带的手机壳，拍照不是很好，不过也很可以，电池容量很大，早上充的电，能用到第二天中午 收起,5,已购 月岩白 12GB+256GB,j***b,174,手机很不错试着打了打游戏不错很流畅手感很棒很不错有自带的手机壳拍照不是很好不过也很可以电池容量很大早上充的电能用到第二天中午 收起,手机 不错 试着 打游戏 不错 流畅 手感 很棒 不错 自带 手机 拍照 不是 不过 可以 电池容量 很大 早上 电能 用到 第二天 中午 收起,商品2.csv
"这款k80手机漂亮，与介绍的一样，照片超清晰，通话也很清楚。这款用着超级好，算是千元机里面我感觉最好的啦，不卡顿，看视频、玩游戏非常流畅，颜色鲜艳，喜欢喜欢特别喜欢，一直都是使用这个牌子手机。 
至尊版雄起！",5,已购 冰锋蓝 16GB+512GB,jd_835b6b6f7l23v7,176,"这款手机漂亮与介绍的一样照片超清晰通话也很清楚这款用着超级好算是千元机里面我感觉最好的啦不卡顿看视频玩游戏非常流畅颜色鲜艳喜欢喜欢特别喜欢一直都是使用这个牌子手机 
至尊版雄起",手机 漂亮 介绍 一样 照片 清晰 通话 清楚 这款 超级 算是 千元 里面 感觉 最好 不卡顿 视频 玩游戏 非常 流畅 颜色 鲜艳 喜欢 喜欢 特别 喜欢 一直 使用 这个 牌子 手机 至尊版 雄起,商品2.csv
小米红米系列一直都在用，但是游戏手机还是第一次用，听朋友介绍来的，体验下来感觉真的很棒，游戏体验感直接拉满，超高帧率，一点都不卡，手机外放音质也相当高，真的刷新了我对手机的认知哈哈,5,已购 月岩白 12GB+256GB,jd_5o381hhamu1d19,177,小米红米系列一直都在用但是游戏手机还是第一次用听朋友介绍来的体验下来感觉真的很棒游戏体验感直接拉满超高帧率一点都不卡手机外放音质也相当高真的刷新了我对手机的认知哈哈,小米 红米 系列 一直 但是 游戏 手机 还是 第一次 朋友 介绍 体验 下来 感觉 真的 很棒 游戏 体验 直接 拉满 超高 一点 不卡 手机 外放 音质 相当 真的 刷新 手机 认知 哈哈,商品2.csv
使用起来非常不错，价格也还可以，,3,已购 砂岩灰 16GB+512GB,丁老师的JD,178,使用起来非常不错价格也还可以,使用 起来 非常 不错 价格 可以,商品2.csv
手机包装很好无破损，物流也快，手机外观漂亮，款式好看，质量很好，正品，做工精致，屏幕细腻够大很清晰，色彩饱和度很不错，照相不错，很漂亮，音质也很棒，系统功能强大，运行速度很快，看电影听音乐都很给力，非常享受，操作简单，内存也足够，性价比蛮高的，而且价格还实惠便宜，很划算，支持，超喜欢。,5,已购 月岩白 12GB+256GB,jd_tprbyg88iw268h,179,手机包装很好无破损物流也快手机外观漂亮款式好看质量很好正品做工精致屏幕细腻够大很清晰色彩饱和度很不错照相不错很漂亮音质也很棒系统功能强大运行速度很快看电影听音乐都很给力非常享受操作简单内存也足够性价比蛮高的而且价格还实惠便宜很划算支持超喜欢,手机 包装 破损 物流 手机 外观 漂亮 款式 好看 质量 正品 做工 精致 屏幕 细腻 清晰 色彩 饱和度 不错 照相 不错 很漂亮 音质 很棒 系统 功能强大 运行 速度 很快 电影 音乐 非常 享受 操作 简单 内存 足够 性价比 蛮高 而且 价格 实惠 便宜 划算 支持 喜欢,商品2.csv
这次购物非常满意，商品性价比高，质量可靠。物流高效，商家服务周到，售后完善。外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！实用性和颜值都非常的赞，我很喜欢，还会再来买的,5,已购 砂岩灰 12GB+512GB,jd_177648yvt,180,这次购物非常满意商品性价比高质量可靠物流高效商家服务周到售后完善外观干净漂亮做工很不错没发现什么瑕疵个人感觉大小也挺合适找了很久选的这款大爱实用性和颜值都非常的赞我很喜欢还会再来买的,这次 购物 非常 满意 商品 性价比 高质量 可靠 物流 高效 商家 服务周到 售后 完善 外观 干净 漂亮 做工 不错 发现 什么 瑕疵 个人感觉 大小 合适 很久选 这款 大爱 实用性 颜值 非常 喜欢 还会,商品2.csv
京东物流转天就到了，快递小哥服务态度很好送货上门，到手红米k80至尊版，体验超出预期的好，整体外观很有质感，金属边框，云杉绿也很好看，手感舒适，但有些偏重，无论是新品，电池，充电都没有短板，运行流畅，拍照也不错，这个价位的水桶机，叠加国补，性价比很高,5,已购 月岩白 12GB+256GB,妒意然,181,京东物流转天就到了快递小哥服务态度很好送货上门到手红米至尊版体验超出预期的好整体外观很有质感金属边框云杉绿也很好看手感舒适但有些偏重无论是新品电池充电都没有短板运行流畅拍照也不错这个价位的水桶机叠加国补性价比很高,京东 物流 转天 快递 小哥 服务态度 送货上门 到手 红米 至尊版 体验 超出 预期 整体 外观 质感 金属 边框 云杉 好看 手感 舒适 有些 偏重 无论是 新品 电池 充电 没有 短板 运行 流畅 拍照 不错 这个 价位 水桶 叠加 国补 性价比,商品2.csv
非常满意的一次购物，产品外观和质量都很棒，物流速度快，商家服务专业，且电池可以使用2天，十分适合我使用。,5,已购 冰锋蓝 12GB+512GB,不进不出,182,非常满意的一次购物产品外观和质量都很棒物流速度快商家服务专业且电池可以使用天十分适合我使用,非常 满意 一次 购物 产品 外观 质量 很棒 物流 速度 商家 服务 专业 电池 可以 使用 十分 适合 使用,商品2.csv
这个颜色的颜值很好看!磨砂背板不沾指纹，带点灰调低调感拉满，试了一下玩游戏蛮流畅的，电量的话玩了一天下来还有余电，充电速度也很快，日常用完全够用~喜欢喜欢~,5,已购 砂岩灰 12GB+256GB,02ji1r51bcvkui,184,这个颜色的颜值很好看磨砂背板不沾指纹带点灰调低调感拉满试了一下玩游戏蛮流畅的电量的话玩了一天下来还有余电充电速度也很快日常用完全够用喜欢喜欢,这个 颜色 颜值 好看 磨砂 背板 指纹 带点 灰调 低调 感拉满试 一下 玩游戏 流畅 电量 的话 一天 下来 还有 余电 充电 速度 很快 日常 完全 够用 喜欢 喜欢,商品2.csv
自动调光，阳光下也能看的清楚，待机两天了，还剩百分之55。自拍很清楚，软件启动快。这是我买的第二部手机，物美价廉，有需要的可以入手。,5,已购 月岩白 16GB+256GB,jd_186372oeo,185,自动调光阳光下也能看的清楚待机两天了还剩百分之自拍很清楚软件启动快这是我买的第二部手机物美价廉有需要的可以入手,自动 调光 阳光 清楚 待机 两天 百分之 自拍 清楚 软件 启动 第二部 手机 物美价廉 需要 可以 入手,商品2.csv
京东物流转天就到了，快递小哥服务态度很好送货上门，到手红米k80至尊版，体验超出预期的好，整体外观很有质感，金属边框，云杉绿也很好看，手感舒适，但有些偏重，无论是新品，电池，充电都没有短板，运行流畅，拍照也不错，这个价位的水桶机，叠加国补，性价比很高 收起 收起,5,已购 冰锋蓝 16GB+256GB,Detective_Liu,186,京东物流转天就到了快递小哥服务态度很好送货上门到手红米至尊版体验超出预期的好整体外观很有质感金属边框云杉绿也很好看手感舒适但有些偏重无论是新品电池充电都没有短板运行流畅拍照也不错这个价位的水桶机叠加国补性价比很高 收起 收起,京东 物流 转天 快递 小哥 服务态度 送货上门 到手 红米 至尊版 体验 超出 预期 整体 外观 质感 金属 边框 云杉 好看 手感 舒适 有些 偏重 无论是 新品 电池 充电 没有 短板 运行 流畅 拍照 不错 这个 价位 水桶 叠加 国补 性价比 收起 收起,商品2.csv
"外形外观：漂亮大方
屏幕音效：清晰度高，音质一流
拍照效果：拍照虽不如苹果，但是国产手机的佼佼者
运行速度：运行速度快
待机时间：电池容量大，待机时间很长",5,已购 砂岩灰 16GB+512GB,c***7,188,"外形外观漂亮大方
屏幕音效清晰度高音质一流
拍照效果拍照虽不如苹果但是国产手机的佼佼者
运行速度运行速度快
待机时间电池容量大待机时间很长",外形 外观 漂亮 大方 屏幕 音效 清晰度 高音质 一流 拍照 效果 拍照 不如 苹果 但是 国产手机 佼佼者 运行 速度 运行 速度 待机时间 电池容量 待机时间 很长,商品2.csv
入手K80至尊不亏！超声波指纹解锁超灵敏，双扬声器音质绝了，大屏护眼还流畅，重度使用一天一充完全够用，旗舰配置千元价太值了！,5,已购 冰锋蓝 12GB+256GB,u***b,189,入手至尊不亏超声波指纹解锁超灵敏双扬声器音质绝了大屏护眼还流畅重度使用一天一充完全够用旗舰配置千元价太值了,入手 至尊 不亏 超声波 指纹 解锁 灵敏 扬声器 音质 大屏 护眼 流畅 重度 使用 一天 一充 完全 够用 旗舰 配置 千元 价太值,商品2.csv
性能机，拍照只能说过得去，但是其他都可以，什么这屏幕那屏幕的，这个价格买这手机肯定是物超所值，我是觉得挺不错玩游戏也没说发烫，电池可以两天充一次，挺舒服的,5,已购 砂岩灰 12GB+256GB,jd_5xv937x0pj1b6j,190,性能机拍照只能说过得去但是其他都可以什么这屏幕那屏幕的这个价格买这手机肯定是物超所值我是觉得挺不错玩游戏也没说发烫电池可以两天充一次挺舒服的,性能 拍照 只能 过得去 但是 其他 可以 什么 屏幕 屏幕 这个 价格 手机 肯定 物超所值 觉得 挺不错 玩游戏 发烫 电池 可以 两天 一次 挺舒服,商品2.csv
"手机到手了，
外形外观：设计简约
屏幕音效：屏幕显示清晰
拍照效果：拍照清晰
运行速度：运行速度流畅
待机时间：待机时间长",5,已购 月岩白 12GB+256GB,5096p6xwu0k321,0,"手机到手了
外形外观设计简约
屏幕音效屏幕显示清晰
拍照效果拍照清晰
运行速度运行速度流畅
待机时间待机时间长",手机 到手 外形 外观设计 简约 屏幕 音效 屏幕显示 清晰 拍照 效果 拍照 清晰 运行 速度 运行 速度 流畅 待机时间 待机时间,商品3.csv
双十一买的，第一次用红米，新机使用还不错，待机也可以，一天一夜充一次电，希望时间使用久点，还能待机这么久,5,已购 冰锋蓝 16GB+1T,泡***夏,1,双十一买的第一次用红米新机使用还不错待机也可以一天一夜充一次电希望时间使用久点还能待机这么久,双十 一买 第一次 用红米 新机 使用 不错 待机 可以 一天 一夜 一次 希望 时间 使用 久点 待机 这么久,商品3.csv
包装完美，原封机，质感特别好，音效和振动马达比之前用过的手机都要好，屏幕护眼性好，天玑9400+的处理器，在京东购买的，非常完美的一次购物体验。,5,已购 砂岩灰 16GB+256GB,阿拉雷蕾累,2,包装完美原封机质感特别好音效和振动马达比之前用过的手机都要好屏幕护眼性好天玑的处理器在京东购买的非常完美的一次购物体验,包装 完美 原封 质感 特别 音效 振动 马达 之前 用过 手机 屏幕 护眼 性好 天玑 处理器 京东 购买 非常 完美 一次 购物 体验,商品3.csv
元旦前一天买的，想作为新年礼物的，手机确实很漂亮，运行流畅，外放音乐大，快赶上电视音量了，总体满意。可惜第二天就可以国补了，多用小200块，好在送了个手环，聊做安慰吧。,5,已购 月岩白 12GB+256GB,jd_wjwj36,3,元旦前一天买的想作为新年礼物的手机确实很漂亮运行流畅外放音乐大快赶上电视音量了总体满意可惜第二天就可以国补了多用小块好在送了个手环聊做安慰吧,元旦 前一天 作为 新年礼物 手机 确实 很漂亮 运行 流畅 外放 音乐 大快 赶上 电视 音量 总体 满意 可惜 第二天 可以 国补 多用 小块 手环 安慰,商品3.csv
"外形外观：我觉得很好看
屏幕音效：放音乐的音效都很好
拍照效果：暂时看来特别清晰
待机时间：久
图片是我拿手机新拍的，很清晰",5,已购 月岩白 12GB+512GB,j***9,4,"外形外观我觉得很好看
屏幕音效放音乐的音效都很好
拍照效果暂时看来特别清晰
待机时间久
图片是我拿手机新拍的很清晰",外形 外观 觉得 好看 屏幕 音效 音乐 音效 拍照 效果 暂时 看来 特别 清晰 待机时间 图片 手机 清晰,商品3.csv
这款手机至尊版性能强劲，运行流畅，拍照效果出色📸✨，包装完好无损📦，物流速度快🚚，整体体验非常满意！！,5,已购 砂岩灰 16GB+512GB,j***d,5,这款手机至尊版性能强劲运行流畅拍照效果出色包装完好无损物流速度快整体体验非常满意,手机 至尊版 性能 强劲 运行 流畅 拍照 效果 出色 包装 完好无损 物流 速度 整体 体验 非常 满意,商品3.csv
运行快，好久没用过小米了，以前是米粉，现在也喜欢，不过就是怕会用久了卡，这台感觉和水果用着也啥分别，个别性能更好用,5,已购 云杉绿 16GB+512GB,j***n,6,运行快好久没用过小米了以前是米粉现在也喜欢不过就是怕会用久了卡这台感觉和水果用着也啥分别个别性能更好用,运行 好久 没用过 小米 以前 米粉 现在 喜欢 不过 就是 这台 感觉 水果 分别 个别 性能 更好,商品3.csv
入手的小米产品品质很不错，外观简约精致科技感足，性能稳定流畅，运行速度快，使用体验佳。而且价格实惠性价比高，售后到位，值得购买。,5,已购 冰锋蓝 12GB+512GB,jd_gesv6q6kn0g7z1,7,入手的小米产品品质很不错外观简约精致科技感足性能稳定流畅运行速度快使用体验佳而且价格实惠性价比高售后到位值得购买,入手 小米 产品品质 不错 外观 简约 精致 科技 感足 性能 稳定 流畅 运行 速度 使用 体验 而且 价格 实惠 性价比 售后 到位 值得 购买,商品3.csv
目前使用很流畅，性价比很高，这个价位已经非常好了，除了拍照一般，其他的都挺不错的，都说小米云控有点不做人，不知具体怎么样,5,已购 砂岩灰 16GB+256GB,j***9,8,目前使用很流畅性价比很高这个价位已经非常好了除了拍照一般其他的都挺不错的都说小米云控有点不做人不知具体怎么样,目前 使用 流畅 性价比 这个 价位 已经 非常 除了 拍照 一般 其他 挺不错 小米 云控 有点 做人 不知 具体 怎么样,商品3.csv
外观满分，非常喜欢这种风格、包装完好，快递速度也快。手机没有问题原封未拆的。  总体来说非常棒。体验非常好,5,已购 冰锋蓝 12GB+256GB,青椒不要辣,9,外观满分非常喜欢这种风格包装完好快递速度也快手机没有问题原封未拆的  总体来说非常棒体验非常好,外观 满分 非常 喜欢 这种 风格 包装 完好 快递 速度 手机 没有 问题 原封 总体 来说 非常 体验 非常,商品3.csv
"外形外观：漂亮(⁎⁍̴̛ᴗ⁍̴̛⁎)
屏幕音效：非常推荐
拍照效果：清晰
运行速度：很快
待机时间：待机时间长了
其他特色：性价比很高👍",5,已购 月岩白 12GB+256GB,m***4,10,"外形外观漂亮
屏幕音效非常推荐
拍照效果清晰
运行速度很快
待机时间待机时间长了
其他特色性价比很高",外形 外观 漂亮 屏幕 音效 非常 推荐 拍照 效果 清晰 运行 速度 很快 待机时间 待机时间 其他 特色 性价比,商品3.csv
外放声音还行，阳光下能看得清，操作很顺畅，自拍也还行，属大众水平。外观也不错。电池也够用。,5,已购 砂岩灰 12GB+256GB,股出神,11,外放声音还行阳光下能看得清操作很顺畅自拍也还行属大众水平外观也不错电池也够用,外放 声音 阳光 下能 看得清 操作 顺畅 自拍 行属 大众 水平 外观 不错 电池 够用,商品3.csv
手机待机时间长，操作很流畅，自拍很好看，120瓦的充电速度杠杠的。澎湃os3系统还不错。5星好评。,5,已购 砂岩灰 12GB+512GB,南***5,12,手机待机时间长操作很流畅自拍很好看瓦的充电速度杠杠的澎湃系统还不错星好评,手机 待机时间 操作 流畅 自拍 好看 充电 速度 杠杠 澎湃 系统 不错 好评,商品3.csv
手机质感杠杠的，至尊版比普通版质感强多了，手机用起来不卡，多个程序，玩王者都不卡。很不错！,5,已购 云杉绿 16GB+512GB,小晨晨你懂我,13,手机质感杠杠的至尊版比普通版质感强多了手机用起来不卡多个程序玩王者都不卡很不错,手机 质感 杠杠 至尊版 普通 质感 强多 手机 起来 不卡 多个 程序 王者 不卡 不错,商品3.csv
"终于换上新手机啦，很好用，刷刷的来！
红米k80至尊版性能就是顶呱呱
外形外观：时尚性能还好",5,已购 月岩白 12GB+256GB,jd_CtPDBLYWdFZl,14,"终于换上新手机啦很好用刷刷的来
红米至尊版性能就是顶呱呱
外形外观时尚性能还好",终于 换上 新手机 刷刷 红米 至尊版 性能 就是 顶呱呱 外形 外观 时尚 性能 还好,商品3.csv
电池容量大待机时间还可以，使用起来也很流畅。外观看着很舒服，手感很好。整体来说很满意。,5,已购 云杉绿 16GB+256GB,jd_570397593,15,电池容量大待机时间还可以使用起来也很流畅外观看着很舒服手感很好整体来说很满意,电池容量 待机时间 可以 使用 起来 流畅 外观 看着 舒服 手感 整体 来说 满意,商品3.csv
手机很漂亮，显示清晰，运行流畅，电池大充电速度很快，拍照也是很不错的，价钱很便宜，性价比很高啊。,5,已购 砂岩灰 12GB+256GB,m08b1v41bexp13,16,手机很漂亮显示清晰运行流畅电池大充电速度很快拍照也是很不错的价钱很便宜性价比很高啊,手机 很漂亮 显示 清晰 运行 流畅 电池 充电 速度 很快 拍照 不错 价钱 便宜 性价比,商品3.csv
四曲包裹金属中框，手感舒适抗造，系统运行流畅不卡顿，拍照效果很不错，夜景也很清晰。,5,已购 砂岩灰 12GB+256GB,春***1,17,四曲包裹金属中框手感舒适抗造系统运行流畅不卡顿拍照效果很不错夜景也很清晰,四曲 包裹 金属 中框 手感 舒适 抗造 系统 运行 流畅 不卡顿 拍照 效果 不错 夜景 清晰,商品3.csv
