评论ID,评论内容,商品名称,商品品牌,商品颜色规格,商品价格,平台,来源文件
2292812337641427215,性价比非常高,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+512G）,4999,未知平台,商品6.csv
2292799830772156781,运行顺畅，操作简便，用一段期时间再来评价。,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+1TB）,5499,未知平台,商品6.csv
2282816853526978582,凌云版的外壳好好看，实物比宣传图片还好看，儿子们选来专门玩游戏的，特别流畅。,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+512G）,4999,未知平台,商品6.csv
2326511607334570399,好用爱用，下次还用,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,传奇版（12+256G）,4199,未知平台,商品6.csv
2305907242030867087,待机时间长，外形简单大气，操作流畅，整理很不错,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+1TB）,5499,未知平台,商品6.csv
2305896219580308566,一个多月了，才发现这也是一部音乐手机。设置里面各种可设置音质，均衡器哈曼音可自己调。车载音质也好了,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,赛道版（16+256G）,4499,未知平台,商品6.csv
2295825712466106626,操作非常丝滑,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,传奇版（16+512G）,4999,未知平台,商品6.csv
2284994946194735440,手感好，个人觉得,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（12+512G）,4699,未知平台,商品6.csv
2317714253156456809,帮同事买的~很满意,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,赛道版（12+512G）,4699,未知平台,商品6.csv
2295813469762487845,性价比超高的一款手机,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,未知平台,商品7.csv
2292794137818169883,产品质量不错👍,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,未知平台,商品7.csv
2292794101210286299,产品质量不错👍,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB星辉白,1029,未知平台,商品7.csv
2286001873406139184,手机拍照技术可以,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,6GB+128GB天青蓝,969,未知平台,商品7.csv
2280636227864498781,操作简单明了,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB子夜黑,1389,未知平台,商品7.csv
2320801952390191366,不错正品保证,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,未知平台,商品7.csv
2303189708840110529,买给小孩的，觉得玩游戏运行流畅。不卡,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+256GB子夜黑,1199,未知平台,商品7.csv
2301686802685101086,收到了，非常好用，，，,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB天青蓝,1389,未知平台,商品7.csv
2298088299757045576,操作方便，运行流畅。,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB天青蓝,1389,未知平台,商品7.csv
2292813733208000748,非常满意了,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB子夜黑,1389,未知平台,商品7.csv
2295813469762487845,性价比超高的一款手机,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,未知平台,商品8.csv
2292794137818169883,产品质量不错👍,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,未知平台,商品8.csv
2292794101210286299,产品质量不错👍,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB星辉白,1029,未知平台,商品8.csv
2286001873406139184,手机拍照技术可以,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,6GB+128GB天青蓝,969,未知平台,商品8.csv
2280636227864498781,操作简单明了,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB子夜黑,1389,未知平台,商品8.csv
2320801952390191366,不错正品保证,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,未知平台,商品8.csv
2303189708840110529,买给小孩的，觉得玩游戏运行流畅。不卡,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+256GB子夜黑,1199,未知平台,商品8.csv
2301686802685101086,收到了，非常好用，，，,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB天青蓝,1389,未知平台,商品8.csv
2298088299757045576,操作方便，运行流畅。,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB天青蓝,1389,未知平台,商品8.csv
2292813733208000748,非常满意了,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB子夜黑,1389,未知平台,商品8.csv
2292799266009140316,"界面简洁流畅，操作顺滑  
整体体验超出预期，值得推荐",Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+1TB闪速黑,3899,未知平台,商品9.csv
2317714359242990003,唯品会第二次买手机了，很好，非常不错,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+512GB闪速黑,3399,未知平台,商品9.csv
2298088000665429424,刚收到，还未拆封,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+512GB闪速黑,3399,未知平台,商品9.csv
2316596668297905574,物流很快，操作方便，运行速度快，充电时发热，游戏性能可以。,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+512GB闪速黑,3399,未知平台,商品9.csv
2325543884156831972,很不错的手机 送给爸妈用非常好 可以的,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,12GB+256GB闪速黑,2599,未知平台,商品9.csv
2325696842861382986,操作流畅，电量足,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,12GB+256GB闪速黑,2599,未知平台,商品9.csv
2317704757092818266,官方看看这样的充电线多丑，就不能全用白色吗？盒子是红色就红色呗，充电线这样真的超级丑,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,12GB+256GB掠影绿,2599,未知平台,商品9.csv
