评论ID,评论内容,商品名称,商品品牌,商品颜色规格,商品价格,清洗后评论,分词后评论,来源文件
2303189938356621203,这个手机的背板看上去很舒服，我还是挺推荐这个手机的，作为一款具有性能又有颜值的手机，非常推荐购买。然后物流非常迅速，顺丰快递送货上门，价格给力，非常推荐购买,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,12GB+256GB原色沙丘,3899,这个手机的背板看上去很舒服我还是挺推荐这个手机的作为一款具有性能又有颜值的手机非常推荐购买然后物流非常迅速顺丰快递送货上门价格给力非常推荐购买,这个 手机 背板 看上去 舒服 还是 推荐 这个 手机 作为 一款 具有 性能 颜值 手机 非常 推荐 购买 然后 物流 非常 迅速 顺丰 快递 送货上门 价格 给力 非常 推荐 购买,商品10.csv
2292812385867539066,物流很快，物美价廉，唯品会绝绝子！,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+512GB黑色,4799,物流很快物美价廉唯品会绝绝子,物流 很快 物美价廉 唯品 会绝 绝子,商品10.csv
2317723461557952900,"颜值很高，而且摸起来很舒服触感很丝滑
运行速度我就不多说了，嘎嘎快，非常流畅",一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+512GB原色沙丘,4799,"颜值很高而且摸起来很舒服触感很丝滑
运行速度我就不多说了嘎嘎快非常流畅",颜值 而且 起来 舒服 触感 很丝滑 运行 速度 嘎嘎 非常 流畅,商品10.csv
2312172069019719826,手机很不错，是新品,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+512GB雾光紫,4799,手机很不错是新品,手机 不错 新品,商品10.csv
2298087904620056922,手机流畅不卡顿，外观设计非常好，买了绝对不后悔！,一加15 性能Ultra 超旗舰 第五代骁龙8风驰游戏内核手,一加,16GB+1TB黑色,5299,手机流畅不卡顿外观设计非常好买了绝对不后悔,手机 流畅 不卡顿 外观设计 非常 绝对 后悔,商品10.csv
2295813469762487845,性价比超高的一款手机,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,性价比超高的一款手机,性价比 超高 一款 手机,商品2.csv
2292794137818169883,产品质量不错👍,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,产品质量不错,产品质量 不错,商品2.csv
2286001873406139184,手机拍照技术可以,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,6GB+128GB天青蓝,969,手机拍照技术可以,手机 拍照 技术 可以,商品2.csv
2280636227864498781,操作简单明了,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB子夜黑,1389,操作简单明了,操作 简单明了,商品2.csv
2320801952390191366,不错正品保证,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+128GB子夜黑,1029,不错正品保证,不错 正品 保证,商品2.csv
2303189708840110529,买给小孩的，觉得玩游戏运行流畅。不卡,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,8GB+256GB子夜黑,1199,买给小孩的觉得玩游戏运行流畅不卡,小孩 觉得 玩游戏 运行 流畅 不卡,商品2.csv
2301686802685101086,收到了，非常好用，，，,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB天青蓝,1389,收到了非常好用,收到 非常 好用,商品2.csv
2298088299757045576,操作方便，运行流畅。,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB天青蓝,1389,操作方便运行流畅,操作 方便 运行 流畅,商品2.csv
2292813733208000748,非常满意了,小米红米Note15第三代骁龙6金刚品质大电量长续航抗摔,小米,12GB+256GB子夜黑,1389,非常满意了,非常 满意,商品2.csv
2295825572682537702,手机运行速度很快，手感也不错,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,赛道版（16+1TB）,5499,手机运行速度很快手感也不错,手机 运行 速度 很快 手感 不错,商品3.csv
2292812337641427215,性价比非常高,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+512G）,4999,性价比非常高,性价比 非常,商品3.csv
2292799830772156781,运行顺畅，操作简便，用一段期时间再来评价。,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+1TB）,5499,运行顺畅操作简便用一段期时间再来评价,运行 顺畅 操作 简便 一段 时间 评价,商品3.csv
2282816853526978582,凌云版的外壳好好看，实物比宣传图片还好看，儿子们选来专门玩游戏的，特别流畅。,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+512G）,4999,凌云版的外壳好好看实物比宣传图片还好看儿子们选来专门玩游戏的特别流畅,凌云 外壳 好好看 实物 宣传 图片 好看 儿子 选来 专门 玩游戏 特别 流畅,商品3.csv
2326511607334570399,好用爱用，下次还用,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,传奇版（12+256G）,4199,好用爱用下次还用,好用 爱用 下次,商品3.csv
2305907242030867087,待机时间长，外形简单大气，操作流畅，整理很不错,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（16+1TB）,5499,待机时间长外形简单大气操作流畅整理很不错,待机时间 外形 简单 大气 操作 流畅 整理 不错,商品3.csv
2305896219580308566,一个多月了，才发现这也是一部音乐手机。设置里面各种可设置音质，均衡器哈曼音可自己调。车载音质也好了,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,赛道版（16+256G）,4499,一个多月了才发现这也是一部音乐手机设置里面各种可设置音质均衡器哈曼音可自己调车载音质也好了,一个多月 发现 一部 音乐手机 设置 里面 各种 设置 音质 均衡器 哈曼 音可 自己 车载 音质 也好,商品3.csv
2295825712466106626,操作非常丝滑,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,传奇版（16+512G）,4999,操作非常丝滑,操作 非常 丝滑,商品3.csv
2284994946194735440,手感好，个人觉得,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,凌云（12+512G）,4699,手感好个人觉得,手感 个人 觉得,商品3.csv
2317714253156456809,帮同事买的~很满意,iQOO 15 100W闪充第五代骁龙8至尊版新款5G手机,iQOO,赛道版（12+512G）,4699,帮同事买的很满意,同事 满意,商品3.csv
2320722432408689837,快递速度很快，手机电量耐用操作方便,OPPO Reno15实况神机手机,OPPO,12GB+512GB极光蓝,3199,快递速度很快手机电量耐用操作方便,快递 速度 很快 手机 电量 耐用 操作 方便,商品4.csv
2317714583793441970,屏幕很大,OPPO Reno15实况神机手机,OPPO,12GB+256GB星星粉,2699,屏幕很大,屏幕 很大,商品4.csv
2292799285420361589,很好用的大气,OPPO Reno15实况神机手机,OPPO,12GB+256GB可露丽棕,2699,很好用的大气,大气,商品4.csv
2320739082767964692,产品满意，用后再追评,OPPO Reno15实况神机手机,OPPO,12GB+256GB星光蝴蝶结,2899,产品满意用后再追评,产品 满意 用后 追评,商品4.csv
2292799362620724246,快递员上门服务很好，颜色好像有点不一样。总体感受还是不错，价格还是比较合适的，唯品会体验还是不错的。,OPPO Reno15实况神机手机,OPPO,12GB+256GB可露丽棕,2699,快递员上门服务很好颜色好像有点不一样总体感受还是不错价格还是比较合适的唯品会体验还是不错的,快递 上门服务 颜色 好像 有点 一样 总体 感受 还是 不错 价格 还是 比较 合适 唯品 体验 还是 不错,商品4.csv
2312182813698299718,可以的嘛哈,OPPO Reno15实况神机手机,OPPO,12GB+256GB星光蝴蝶结,2899,可以的嘛哈,可以,商品4.csv
2292799266009140316,"界面简洁流畅，操作顺滑  
整体体验超出预期，值得推荐",Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+1TB闪速黑,3899,"界面简洁流畅操作顺滑  
整体体验超出预期值得推荐",界面 简洁 流畅 操作 顺滑 整体 体验 超出 预期 值得 推荐,商品9.csv
2317714359242990003,唯品会第二次买手机了，很好，非常不错,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+512GB闪速黑,3399,唯品会第二次买手机了很好非常不错,唯品 第二次 买手机 非常 不错,商品9.csv
2298088000665429424,刚收到，还未拆封,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+512GB闪速黑,3399,刚收到还未拆封,收到 拆封,商品9.csv
2316596668297905574,物流很快，操作方便，运行速度快，充电时发热，游戏性能可以。,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,16GB+512GB闪速黑,3399,物流很快操作方便运行速度快充电时发热游戏性能可以,物流 很快 操作 方便 运行 速度 充电 发热 游戏 性能 可以,商品9.csv
2325543884156831972,很不错的手机 送给爸妈用非常好 可以的,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,12GB+256GB闪速黑,2599,很不错的手机 送给爸妈用非常好 可以的,不错 手机 送给 爸妈 非常 可以,商品9.csv
2325696842861382986,操作流畅，电量足,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,12GB+256GB闪速黑,2599,操作流畅电量足,操作 流畅 电量,商品9.csv
2317704757092818266,官方看看这样的充电线多丑，就不能全用白色吗？盒子是红色就红色呗，充电线这样真的超级丑,Ace 6T 骁龙8旗舰芯165Hz高刷索尼主摄电竞5G手机,一加,12GB+256GB掠影绿,2599,官方看看这样的充电线多丑就不能全用白色吗盒子是红色就红色呗充电线这样真的超级丑,官方 看看 这样 充电 多丑 不能 全用 白色 盒子 红色 红色 充电 这样 真的 超级,商品9.csv
