评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件,情感分值,情感倾向
1,这是买了第二个IQOO手机了，玩王者荣耀简直起飞到不行不行的，太喜欢了，真心给大家推荐，就是没享受到国补，有些遗憾。,2025年11月28日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",这是买了第二个手机了玩王者荣耀简直起飞到不行不行的太喜欢了真心给大家推荐就是没享受到国补有些遗憾,第二个 手机 王者 荣耀 简直 起飞 不行 不行 喜欢 真心 大家 推荐 就是 享受 国补 有些 遗憾,商品3.csv,0.588,中性
1,一直用的是iqoo，非常喜欢15凌云，玩游戏非常丝滑,2025年12月12日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",一直用的是非常喜欢凌云玩游戏非常丝滑,一直 非常 喜欢 凌云 玩游戏 非常 丝滑,商品3.csv,0.9978,正向
1,买他家买了三部手机了，用着不错价格公道，还有小礼物,2026年2月1日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",买他家买了三部手机了用着不错价格公道还有小礼物,他家 部手机 不错 价格公道 还有 礼物,商品3.csv,0.9778,正向
1,从第一代开始，买了好几部了，相信IQOO手机，充电续航无焦虑，性价比高，耐用，,2026年1月31日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",从第一代开始买了好几部了相信手机充电续航无焦虑性价比高耐用,第一代 开始 好几部 相信 手机 充电 续航 焦虑 性价比 耐用,商品3.csv,0.9974,正向
1,收到货用了好几天才来评价的，目前最适合自己的梦中情机，从用了四年的小米12Pro手机换过来感觉各方面都得到了提升巨大，犹其是在玩游戏终于可以开高帧率高画质尽情畅快的玩耍了。屏幕观感好（但也要自己再适当调节下参数效果更佳）流畅度也很不错，音效的话很大声不算是很好但也不差，系统现在各家大差不差，希望iQOO能继续好好优化，取长补短完善此手机，也希望官方后续能带来更多更好的产品！后续如果有其他问题全会再来评价。,2025年11月17日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",收到货用了好几天才来评价的目前最适合自己的梦中情机从用了四年的小米手机换过来感觉各方面都得到了提升巨大犹其是在玩游戏终于可以开高帧率高画质尽情畅快的玩耍了屏幕观感好但也要自己再适当调节下参数效果更佳流畅度也很不错音效的话很大声不算是很好但也不差系统现在各家大差不差希望能继续好好优化取长补短完善此手机也希望官方后续能带来更多更好的产品后续如果有其他问题全会再来评价,收到 货用 几天 评价 目前 适合 自己 情机 四年 小米 手机 换过来 感觉 方面 得到 提升 巨大 犹其 玩游戏 终于 可以 开高 高画质 尽情 畅快 玩耍 屏幕 观感 自己 适当 调节 参数 效果 更佳 流畅 不错 音效 的话 大声 不算 不差 系统 现在 各家 差不差 希望 继续 好好 优化 取长补短 完善 手机 希望 官方 后续 带来 更多更好 产品 后续 如果 其他 问题 全会 评价,商品3.csv,1.0,正向
1,iQOO 15 是一款主打硬核体验的旗舰机型，核心优势集中在性能、屏幕与续航，同时存在符合产品定位的取舍，适合注重硬实力的用户。   性能上，第五代骁龙8至尊版+自研电竞芯片Q3的组合堪称“性能猛兽”，安兔兔跑分破400万，《原神》120帧稳定运行，搭配8K冰穹散热系统，长时间游戏仅微热。6.85英寸三星2K直屏+144Hz高刷+3200Hz触控采样率，视觉与操作流畅度拉满，直屏党狂喜。影像表现超出预期，后置三颗5000万像素索尼镜头，夜景噪点控制优秀，潜望长焦解析力亮眼。   续航是核心亮点，7000mAh蓝海半固态电池中度使用可撑一天半，重度游戏也能坚持8小时。充电方面，100W有线快充搭配大电池，完整充满约1小时，前30分钟可充至55%-62%，应急补能效率尚可。   短板同样明显，221g重量+8.28mm厚度让机身偏厚重，单手长时间握持易疲劳；外放音质中规中矩，低音缺乏厚度，氛围感不足。   整体来看，iQOO 15 以性能、续航和屏幕为核心竞争力，1小时左右的充电时长是大电池下的合理平衡。若你是游戏党或重度用户，对机身轻薄度要求不高，它是同价位极具性价比的选择,2025年11月17日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",是一款主打硬核体验的旗舰机型核心优势集中在性能屏幕与续航同时存在符合产品定位的取舍适合注重硬实力的用户   性能上第五代骁龙至尊版自研电竞芯片的组合堪称性能猛兽安兔兔跑分破万原神帧稳定运行搭配冰穹散热系统长时间游戏仅微热英寸三星直屏高刷触控采样率视觉与操作流畅度拉满直屏党狂喜影像表现超出预期后置三颗万像素索尼镜头夜景噪点控制优秀潜望长焦解析力亮眼   续航是核心亮点蓝海半固态电池中度使用可撑一天半重度游戏也能坚持小时充电方面有线快充搭配大电池完整充满约小时前分钟可充至应急补能效率尚可   短板同样明显重量厚度让机身偏厚重单手长时间握持易疲劳外放音质中规中矩低音缺乏厚度氛围感不足   整体来看  以性能续航和屏幕为核心竞争力小时左右的充电时长是大电池下的合理平衡若你是游戏党或重度用户对机身轻薄度要求不高它是同价位极具性价比的选择,一款 主打 硬核 体验 旗舰 机型 核心 优势 集中 性能 屏幕 续航 同时 存在 符合 产品 定位 取舍 适合 注重 实力 用户 性能 第五代 骁龙 至尊版 自研电 芯片 组合 堪称 性能 猛兽 安兔 分破 原神 稳定 运行 搭配 冰穹 散热 系统 长时间 游戏 微热 英寸 三星 直屏 高刷 触控 采样率 视觉 操作 流畅 度拉满 直屏 狂喜 影像 表现 超出 预期 后置 三颗 像素 索尼 镜头 夜景 噪点 控制 优秀 潜望 长焦 解析 亮眼 续航 核心 亮点 蓝海 固态 电池 中度 使用 可撑 一天 重度 游戏 坚持 小时 充电 方面 有线 快充 搭配 电池 完整 充满 小时 分钟 可充 应急 补能 效率 尚可 短板 同样 明显 重量 厚度 机身 厚重 单手 长时间 握持 疲劳 外放 音质 中规中矩 低音 缺乏 厚度 氛围 不足 整体 来看 性能 续航 屏幕 核心 竞争力 小时 左右 充电 时长 电池 合理 平衡 游戏 重度 用户 机身 轻薄 要求 不高 同价位 极具 性价比 选择,商品3.csv,1.0,正向
1,就是拍摄差了点，有点不如iqoo12，其他都是ok的，质感都堪比苹果的质感,2026年1月30日,"{'机身颜色': '旷野', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",就是拍摄差了点有点不如其他都是的质感都堪比苹果的质感,就是 拍摄 有点 不如 其他 质感 苹果 质感,商品3.csv,0.9447,正向
1,东西收到了，先夸夸外观，粉嫩嫩的真的太好看了吧🌸，而且还送了好多赠品🎁，性价比很高！,2025年12月11日,"{'机身颜色': '旷野', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",东西收到了先夸夸外观粉嫩嫩的真的太好看了吧而且还送了好多赠品性价比很高,东西 收到 夸夸 外观 嫩嫩的 真的 好看 而且 好多 赠品 性价比,商品3.csv,0.9922,正向
1,手机很好用，系统流畅，打游戏不卡顿，外观设计好看， 5星推荐购买。,2025年11月23日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",手机很好用系统流畅打游戏不卡顿外观设计好看 星推荐购买,手机 系统 流畅 打游戏 不卡顿 外观设计 好看 推荐 购买,商品3.csv,1.0,正向
1,以前用的IQOO 5活力版，这次升级一下，不错；屏幕看着跟iPhone没啥差别，功能强大，响应速度快！,2026年1月1日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",以前用的 活力版这次升级一下不错屏幕看着跟没啥差别功能强大响应速度快,以前 活力 这次 升级 一下 不错 屏幕 看着 差别 功能强大 响应速度,商品3.csv,0.9998,正向
1,OriginOS6系统流畅，光栅壁纸好评，打王者性能拉满发热有点烫，不过戴散热器温度就压下来了。,2025年11月6日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",系统流畅光栅壁纸好评打王者性能拉满发热有点烫不过戴散热器温度就压下来了,系统 流畅 光栅 壁纸 好评 王者 性能 拉满 发热 有点 不过 散热器 温度 压下来,商品3.csv,0.9684,正向
1,屏幕非常好，玩起游戏来也是得心应手，续航也很不错，非常棒的一款手机。,2026年1月12日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",屏幕非常好玩起游戏来也是得心应手续航也很不错非常棒的一款手机,屏幕 非常 好玩 游戏 得心应手 续航 不错 非常 一款 手机,商品3.csv,1.0,正向
1,特地用了一段时间才来评价，手机很流畅，拍照很清晰，很棒游戏什么的不会卡顿。,2025年12月10日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",特地用了一段时间才来评价手机很流畅拍照很清晰很棒游戏什么的不会卡顿,特地 一段时间 评价 手机 流畅 拍照 清晰 很棒 游戏 什么 不会 卡顿,商品3.csv,0.9995,正向
1,卖的1tb的，总体用下来挺好的，打游戏很丝滑，清晰度真的可以，超声波指纹解锁也很快，iq15可以的，还有这个凌云阳光下面真的很漂亮！！,2025年11月26日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",卖的的总体用下来挺好的打游戏很丝滑清晰度真的可以超声波指纹解锁也很快可以的还有这个凌云阳光下面真的很漂亮,总体 下来 打游戏 很丝滑 清晰度 真的 可以 超声波 指纹 解锁 很快 可以 还有 这个 凌云 阳光 下面 真的 很漂亮,商品3.csv,1.0,正向
1,这波iQOO 15直接戳中我心巴！KPL比赛机的实力果然没话说，到手这水墨质感的颜值直接赢麻了，拿在手里质感绝了~打游戏帧率稳得像焊在屏幕上，散热也完全不烫手，拍照色彩也超惊艳，这配置这体验，闭眼冲就完事儿,2025年11月26日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",这波 直接戳中我心巴比赛机的实力果然没话说到手这水墨质感的颜值直接赢麻了拿在手里质感绝了打游戏帧率稳得像焊在屏幕上散热也完全不烫手拍照色彩也超惊艳这配置这体验闭眼冲就完事儿,这波 直接 我心 比赛 实力 果然 没话说 到手 水墨 质感 颜值 直接 赢麻 手里 质感 打游戏 稳得 屏幕 散热 完全 烫手 拍照 色彩 惊艳 配置 体验 闭眼 事儿,商品3.csv,1.0,正向
1,看了很多的手机 觉得这款手机非常好用就直接下单了  颜色也很不错使用起来流畅 不错的选择 以后还会继续购买这款手机,2025年11月30日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",看了很多的手机 觉得这款手机非常好用就直接下单了  颜色也很不错使用起来流畅 不错的选择 以后还会继续购买这款手机,很多 手机 觉得 手机 非常 好用 直接 下单 颜色 不错 使用 起来 流畅 不错 选择 以后 还会 继续 购买 手机,商品3.csv,1.0,正向
1,物流很快前一天下单，第二天早上就到了,2026年1月10日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",物流很快前一天下单第二天早上就到了,物流 很快 前一天 下单 第二天 早上,商品3.csv,0.4214,中性
1,手机很不错，儿子很喜欢，晚上下单，第二天就到了，物流很快,2026年1月25日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手机很不错儿子很喜欢晚上下单第二天就到了物流很快,手机 不错 儿子 喜欢 晚上 下单 第二天 物流 很快,商品3.csv,0.9947,正向
1,给孩子买的，孩子说打游戏特别爽！  ,2026年3月1日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",给孩子买的孩子说打游戏特别爽,孩子 孩子 打游戏 特别,商品3.csv,0.9897,正向
1,iQOO 15表现出色，第五代骁龙 8 至尊版搭配 Monster 超核引擎，性能强劲，游戏顺畅。屏幕清晰、系统顺滑，后盖颜值高，通信音质清晰，确保交流无障碍。它还有丰富的特色功能，如电竞级体验优化。显示效果上屏幕清晰色彩准，结合强劲性能和高颜后盖，体验感极佳。,2025年11月15日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",表现出色第五代骁龙  至尊版搭配  超核引擎性能强劲游戏顺畅屏幕清晰系统顺滑后盖颜值高通信音质清晰确保交流无障碍它还有丰富的特色功能如电竞级体验优化显示效果上屏幕清晰色彩准结合强劲性能和高颜后盖体验感极佳,表现出色 第五代 骁龙 至尊版 搭配 超核 引擎 性能 强劲 游戏 顺畅 屏幕 清晰 系统 顺滑 后盖 颜值 通信 音质 清晰 确保 交流 无障碍 还有 丰富 特色 功能 如电 竞级 体验 优化 显示 效果 屏幕 清晰 色彩 结合 强劲 性能 高颜后 体验 极佳,商品3.csv,1.0,正向
1,IQOO15，直屏金属边框手感确实挺不错的，屏幕看着清晰舒服，打游戏全程丝滑不卡，狂暴双芯性能强悍，机身也不怎么烫，拍照不管白天晚上都好看。7000mAh电池超耐用，快充半小时就满电，日常用着完全没焦虑～,2025年11月15日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",直屏金属边框手感确实挺不错的屏幕看着清晰舒服打游戏全程丝滑不卡狂暴双芯性能强悍机身也不怎么烫拍照不管白天晚上都好看电池超耐用快充半小时就满电日常用着完全没焦虑,直屏 金属 边框 手感 确实 挺不错 屏幕 看着 清晰 舒服 打游戏 全程 丝滑 不卡 狂暴 双芯 性能 强悍 机身 不怎么 拍照 不管 白天 晚上 好看 电池 耐用 快充 半小时 满电 日常 完全 焦虑,商品3.csv,1.0,正向
1,确实是全新未拆封的，物流很快，棒棒哒！,2026年2月27日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",确实是全新未拆封的物流很快棒棒哒,确实 全新 拆封 物流 很快 棒棒,商品3.csv,0.8627,正向
1,太流畅了，原来的iqoo10跟这个比差很多。但是这个充电只有100w，充电相对来说慢一点。不过整体使用起来感觉比iqoo10好多了。,2025年11月18日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",太流畅了原来的跟这个比差很多但是这个充电只有充电相对来说慢一点不过整体使用起来感觉比好多了,流畅 原来 这个 比差 很多 但是 这个 充电 只有 充电 相对来说 一点 不过 整体 使用 起来 感觉 好多,商品3.csv,0.7284,中性
1,发货迅速 给老爸买的 他很喜欢 👍,2026年2月23日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",发货迅速 给老爸买的 他很喜欢,发货 迅速 老爸 喜欢,商品3.csv,0.9517,正向
1,用了几天？感觉不错，游戏体验嘎嘎好，不愧是性能之王,2025年12月8日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",用了几天感觉不错游戏体验嘎嘎好不愧是性能之王,几天 感觉 不错 游戏 体验 嘎嘎 不愧 性能 之王,商品3.csv,1.0,正向
1,从一代就开始用，非常顺手，颜值也高，虽然不太玩游戏，但是非常喜欢这个机子,2025年12月8日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",从一代就开始用非常顺手颜值也高虽然不太玩游戏但是非常喜欢这个机子,一代 开始 非常 顺手 颜值 虽然 不太 玩游戏 但是 非常 喜欢 这个 机子,商品3.csv,0.979,正向
1,手机很流畅，手感也很出色，非常推荐,2026年2月19日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手机很流畅手感也很出色非常推荐,手机 流畅 手感 出色 非常 推荐,商品3.csv,0.9991,正向
1,之前用的iqoo11pro感觉挺满意的。我主要打游戏加日常用。比较符合我的要求。系统bug很少。遇到问题反馈给官方基本两三天就解决了，对售后很满意。,2025年11月24日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",之前用的感觉挺满意的我主要打游戏加日常用比较符合我的要求系统很少遇到问题反馈给官方基本两三天就解决了对售后很满意,之前 感觉 满意 主要 打游戏 日常 比较 符合 要求 系统 很少 遇到 问题 反馈 官方 基本 两三天 解决 售后 满意,商品3.csv,0.9712,正向
1,手机收到用了段时间，玩游戏相当流畅，基本没什么卡顿，画质也很清晰，照相也不差，对于游戏党来说已经很好了，购机满意度还是很好的,2025年11月24日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",手机收到用了段时间玩游戏相当流畅基本没什么卡顿画质也很清晰照相也不差对于游戏党来说已经很好了购机满意度还是很好的,手机 收到 段时间 玩游戏 相当 流畅 基本 没什么 卡顿 画质 清晰 照相 不差 对于 游戏 来说 已经 购机 满意度 还是,商品3.csv,0.999,正向
1,体验非常好，现在全家人都是iqoo了,2026年2月18日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",体验非常好现在全家人都是了,体验 非常 现在 全家人,商品3.csv,0.9036,正向
1,很不错的手机，不愧是旗舰手机，而且打游戏毫无压力，非常丝滑，玩游戏太开心！看视频也是色彩分明，不错！,2025年11月17日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",很不错的手机不愧是旗舰手机而且打游戏毫无压力非常丝滑玩游戏太开心看视频也是色彩分明不错,不错 手机 不愧 旗舰 手机 而且 打游戏 毫无 压力 非常 丝滑 玩游戏 开心 视频 色彩 分明 不错,商品3.csv,1.0,正向
1,iQOO15的性能真的超乎想象，运行速度流畅无比，玩游戏一点不卡顿。电池续航力惊人，充电速度也很快。外观设计时尚，手感舒适，简直是科技与美学的完美结合。非常推荐给追求高性能手机的朋友们！,2025年11月17日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",的性能真的超乎想象运行速度流畅无比玩游戏一点不卡顿电池续航力惊人充电速度也很快外观设计时尚手感舒适简直是科技与美学的完美结合非常推荐给追求高性能手机的朋友们,性能 真的 超乎 想象 运行 速度 流畅 无比 玩游戏 一点 不卡顿 电池 续航力 惊人 充电 速度 很快 外观设计 时尚 手感 舒适 简直 科技 美学 完美 结合 非常 推荐 追求 高性能 手机 朋友,商品3.csv,1.0,正向
1,手机非常好用，iqoo老粉丝了，丝滑，打游戏一点都不烫，电池十分耐用，明年会继续支持。好用好用,2025年11月17日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",手机非常好用老粉丝了丝滑打游戏一点都不烫电池十分耐用明年会继续支持好用好用,手机 非常 好用 粉丝 打游戏 一点 电池 十分 耐用 明年 继续 支持 好用,商品3.csv,0.9985,正向
1,111到十五，舒服，很喜欢,2026年1月21日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",到十五舒服很喜欢,十五 舒服 喜欢,商品3.csv,0.9177,正向
1,非常喜欢vivo，iqoo的手机，家里人包括娃都是用的这个品牌的，没有买上x100U非常遗憾，知道听说iqoo15是三星屏后就坐等新机发售，本来想买旷野和凌云的，但是一直抢不到，怕9.9权益过期，就先去线下点看了当时店里只有传奇，感觉也很漂亮，二话不说立马下单。客服非常耐心热情，帮助解决问题非常棒！vivo，iqoo手机的售后非常棒。之前的iqoo7，WIFI用不了，送售后直接换新主板，安全放心，自己换了个电池，备用机也非常流畅。我一直给身边人都强推这个品牌的手机😀😀😀😀,2025年11月20日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",非常喜欢的手机家里人包括娃都是用的这个品牌的没有买上非常遗憾知道听说是三星屏后就坐等新机发售本来想买旷野和凌云的但是一直抢不到怕权益过期就先去线下点看了当时店里只有传奇感觉也很漂亮二话不说立马下单客服非常耐心热情帮助解决问题非常棒手机的售后非常棒之前的用不了送售后直接换新主板安全放心自己换了个电池备用机也非常流畅我一直给身边人都强推这个品牌的手机,非常 喜欢 手机 家里人 包括 这个 品牌 没有 非常 遗憾 知道 听说 三星 屏后 坐等 新机 发售 本来 旷野 凌云 但是 一直 不到 权益 过期 线下 当时 店里 只有 传奇 感觉 很漂亮 二话不说 立马 下单 客服 非常 耐心 热情帮助 解决问题 非常 手机 售后 非常 之前 不了 售后 直接 主板 安全 放心 自己 电池 备用机 非常 流畅 一直 身边 强推 这个 品牌 手机,商品3.csv,1.0,正向
1,外观很好看，很顺滑，颜值性能双在线，续航抗打操作顺滑。性能很好！王者满帧丝滑，可以开到144帧。而且还有国补优惠以及赠品,2025年11月27日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",外观很好看很顺滑颜值性能双在线续航抗打操作顺滑性能很好王者满帧丝滑可以开到帧而且还有国补优惠以及赠品,外观 好看 顺滑 颜值 性能 在线 续航 抗打 操作 顺滑 性能 王者 满帧 丝滑 可以 开到 而且 还有 国补 优惠 以及 赠品,商品3.csv,0.9999,正向
1,给儿子买的，儿子说打游戏超级好用，电池也很耐用，同学都很羡慕。,2025年12月6日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",给儿子买的儿子说打游戏超级好用电池也很耐用同学都很羡慕,儿子 儿子 打游戏 超级 好用 电池 耐用 同学 羡慕,商品3.csv,0.9999,正向
1,以前也是用的iqoo手机，觉得这个手机很好用，这次换了15发现系统真的特别的好，特别流畅，从来没有用过这么流畅的手机，指纹滑动反馈度非常好，外观皮肤也好看。,2025年12月1日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",以前也是用的手机觉得这个手机很好用这次换了发现系统真的特别的好特别流畅从来没有用过这么流畅的手机指纹滑动反馈度非常好外观皮肤也好看,以前 手机 觉得 这个 手机 这次 发现 系统 真的 特别 特别 流畅 从来 没有 用过 这么 流畅 手机 指纹 滑动 反馈 非常 外观 皮肤 好看,商品3.csv,0.9993,正向
1,凌云这个颜色还是很好看的   橘子6这个系统也还是很流畅的   电池晚上睡觉之前充满也够第二天使用刷刷视频打两把游戏的到晚上回家,2025年12月1日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",凌云这个颜色还是很好看的   橘子这个系统也还是很流畅的   电池晚上睡觉之前充满也够第二天使用刷刷视频打两把游戏的到晚上回家,凌云 这个 颜色 还是 好看 橘子 这个 系统 还是 流畅 电池 晚上 睡觉 之前 充满 第二天 使用 刷刷 视频 两把 游戏 晚上 回家,商品3.csv,0.9999,正向
1,首先吸引我的是后边的呼吸灯🤣然后通话音质没问题，颜值很高，方方面面没毛病，满意满意(≧ｗ≦),2025年12月1日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",首先吸引我的是后边的呼吸灯然后通话音质没问题颜值很高方方面面没毛病满意满意,首先 吸引 后边 呼吸 然后 通话音质 问题 颜值 方方面面 毛病 满意 满意,商品3.csv,0.9748,正向
1,没话说好吧  非常好用  打游戏必备 当主力机杠杠的  客服服务态度也很好 ，橘子6系统也很流畅！,2025年11月10日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",没话说好吧  非常好用  打游戏必备 当主力机杠杠的  客服服务态度也很好 橘子系统也很流畅,没话说 非常 好用 打游戏 必备 主力 杠杠 客服 服务态度 橘子 系统 流畅,商品3.csv,0.9134,正向
1,手机非常好！从iqoo5换过来的，使用竟能如此流畅，震撼古人，外形也非常好看！我就喜欢这种方方圆圆的转角_(:D)∠)_就是没抢到赠品好难受啊啊啊啊，想要充电宝和蓝牙耳机！！！！家人用的都是vivo，影音都五副了！！！,2025年11月19日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",手机非常好从换过来的使用竟能如此流畅震撼古人外形也非常好看我就喜欢这种方方圆圆的转角就是没抢到赠品好难受啊啊啊啊想要充电宝和蓝牙耳机家人用的都是影音都五副了,手机 非常 换过来 使用 竟能 如此 流畅 震撼 古人 外形 非常 好看 喜欢 这种 方方 圆圆的 转角 就是 赠品 难受 啊啊啊 想要 充电 蓝牙 耳机 家人 影音,商品3.csv,0.9998,正向
1,iQOO 15传奇版16+256太香了！双芯加持+超大内存，多开APP、玩大型游戏都秒开不卡顿，144Hz屏丝滑跟手。7000mAh大电池超耐用，100W快充回血快，散热也给力。影像清晰、系统流畅，日常使用和娱乐都能打，性价比拉满，闭眼入不亏～,2025年11月19日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",传奇版太香了双芯加持超大内存多开玩大型游戏都秒开不卡顿屏丝滑跟手大电池超耐用快充回血快散热也给力影像清晰系统流畅日常使用和娱乐都能打性价比拉满闭眼入不亏,传奇 版太香 双芯 加持 超大 内存 多开 大型 游戏 开不卡顿 屏丝 手大 电池 耐用 快充 回血快 散热 影像 清晰 系统 流畅 日常 使用 娱乐 性价比 拉满 闭眼 入不亏,商品3.csv,1.0,正向
1,用了这么几天来评价颜色我很喜欢时尚美观，摄像头拍照效果出色这是100拍摄下来的野鸡，续航时间长系统体验优秀，赠送的礼品也很丰富一个充电宝一个手环，,2025年11月26日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",用了这么几天来评价颜色我很喜欢时尚美观摄像头拍照效果出色这是拍摄下来的野鸡续航时间长系统体验优秀赠送的礼品也很丰富一个充电宝一个手环,这么 几天 评价 颜色 喜欢 时尚 美观 摄像头 拍照 效果 出色 这是 拍摄 下来 野鸡 续航 时间 系统 体验 优秀 赠送 礼品 丰富 一个 充电 一个 手环,商品3.csv,0.9999,正向
1,不错的手机，给读大学的儿子买的。没在直播间下单，啥都没送。昨天下午下单，今早就到了。,2026年2月9日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",不错的手机给读大学的儿子买的没在直播间下单啥都没送昨天下午下单今早就到了,不错 手机 大学 儿子 直播间 下单 昨天下午 下单 早就,商品3.csv,0.7361,中性
1,买了绿色，绿色真的特别美特别惊艳，感觉比宣传图还好看，而且还送了同色的手机壳，特别喜欢。目前使用两周左右，感觉还可以，iqoo15个人感觉打游戏真的很流畅滴。,2025年11月22日,"{'机身颜色': '旷野', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",买了绿色绿色真的特别美特别惊艳感觉比宣传图还好看而且还送了同色的手机壳特别喜欢目前使用两周左右感觉还可以个人感觉打游戏真的很流畅滴,绿色 绿色 真的 特别 特别 惊艳 感觉 宣传 好看 而且 同色 手机 特别 喜欢 目前 使用 两周 左右 感觉 可以 个人感觉 打游戏 真的 流畅,商品3.csv,0.9997,正向
1,蓝厂的老用户了，vivox的X系列就不提了，但就IQOO品牌，由最早的neo7竞速接触这个牌子，数字型再到neo系列换了不少，再到去年13换到Z10TUBRO+到Y500再到15，真的是老粉了。发布会的时候没觉着王者荣耀的好看，突然觉着好看就买了，背部的手感还真不错，与13比感知最大的就是摄像好多了，电池续航久点，我对屏幕不挑，新系统操作流程丝滑，没得说，发货快，送了几个赠品。好评。,2025年11月12日,"{'机身颜色': 'iQOO✖️王者荣耀十周年典藏版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",蓝厂的老用户了的系列就不提了但就品牌由最早的竞速接触这个牌子数字型再到系列换了不少再到去年换到到再到真的是老粉了发布会的时候没觉着王者荣耀的好看突然觉着好看就买了背部的手感还真不错与比感知最大的就是摄像好多了电池续航久点我对屏幕不挑新系统操作流程丝滑没得说发货快送了几个赠品好评,蓝厂 用户 系列 品牌 最早 竞速 接触 这个 牌子 数字型 系列 不少 去年 换到 真的 老粉 发布会 时候 觉着 王者 荣耀 好看 突然 觉着 好看 背部 手感 真不错 感知 最大 就是 摄像 好多 电池 续航 久点 屏幕 系统 操作 流程 丝滑 没得说 发货 几个 赠品 好评,商品3.csv,0.9996,正向
1,怎么说呢  这款手机除了打游戏很流畅  别的也很流畅  比较棒,2025年11月30日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",怎么说呢  这款手机除了打游戏很流畅  别的也很流畅  比较棒,怎么 手机 除了 打游戏 流畅 别的 流畅 比较,商品3.csv,1.0,正向
