评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件,情感分值,情感倾向
1,刚拿到一加Ace 6T，开箱第一眼就被颜值惊艳到了，机身质感超棒！开机后操作特别流畅，屏幕触控反应也快，新机上手的手感和流畅度都超出预期，太喜欢啦！,2025年12月30日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",刚拿到一加 开箱第一眼就被颜值惊艳到了机身质感超棒开机后操作特别流畅屏幕触控反应也快新机上手的手感和流畅度都超出预期太喜欢啦,拿到 一加 开箱 第一眼 颜值 惊艳 机身 质感 超棒 开机 操作 特别 流畅 屏幕 触控 反应 机上 手感 流畅 超出 预期 喜欢,商品9.csv,0.9999,正向
1,✨手机收到啦，包装完好没有破损呢～📱黑色机身很耐看，手感也不错，内存容量够用，日常使用很流畅～💯和描述的一样，没有差别，整体挺满意的！👍,2025年12月30日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",手机收到啦包装完好没有破损呢黑色机身很耐看手感也不错内存容量够用日常使用很流畅和描述的一样没有差别整体挺满意的,手机 收到 包装 完好 没有 破损 黑色 机身 耐看 手感 不错 内存容量 够用 日常 使用 流畅 描述 一样 没有 差别 整体 满意,商品9.csv,0.9999,正向
1, 性价比直接拉满的一款手机！颜值戳中审美，轻薄机身搭配好看的配色，拿在手里辨识度超高。屏幕护眼效果很棒，长时间刷手机眼睛,2025年12月30日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",性价比直接拉满的一款手机颜值戳中审美轻薄机身搭配好看的配色拿在手里辨识度超高屏幕护眼效果很棒长时间刷手机眼睛,性价比 直接 拉满 一款 手机 颜值 审美 轻薄 机身 搭配 好看 配色 手里 辨识 超高 屏幕 护眼 效果 很棒 长时间 手机 眼睛,商品9.csv,0.9999,正向
1,手机收到了，很开心，包装很好看，这是第二次买一加的手机了，很好用，经济实惠物超所值,2026年1月4日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",手机收到了很开心包装很好看这是第二次买一加的手机了很好用经济实惠物超所值,手机 收到 开心 包装 好看 这是 第二次 一加 手机 经济 实惠 物超所值,商品9.csv,0.9998,正向
1,手机使用起来很好，打游戏很流畅，画质很高，开165帧有次非常清晰，充电也很快，电池容量够大。很满意,2026年1月4日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",手机使用起来很好打游戏很流畅画质很高开帧有次非常清晰充电也很快电池容量够大很满意,手机 使用 起来 打游戏 流畅 画质 高开 有次 非常 清晰 充电 很快 电池容量 满意,商品9.csv,1.0,正向
1,入手了一加Ace6T基础版，在绿色和黑色之间犹豫，最后还是选了绿色，这个淡淡的绿质感确实不错，很内敛很纯粹。对比了Ace6，两款机器在外观上非常相似，背面最直接的区别就是Ace6T的Deco上没有Ace的标识，其他基本上没啥区别了，Ace6T的这个Deco是金属材质，边框也是金属材质，在2000出头的价位上，能做到这一点已经很好了。 一加Ace6T的配置也很顶，165Hz的高刷屏，第五代骁龙8处理器，8300mAh电池+100W超级闪充，超声波指纹解锁，满级防尘防水，2399元起的售价，如果能领到国补，到手的价格可以做到2100元出头，在内存芯片涨价这么厉害的情况下，这样的售价应该是很有诚意了。 手机到手还没有太深入的体验，现在给我最直观的感受就是电池真的耐用，从包装盒里拆出来，然后充满电，开始捣腾各种游戏和应用APP，20多个小时，电量还剩40%多，如果是一般强度的使用，这手机坚持两天应该是完全没有任何问题，出门可以不用带充电宝和充电器了。,2025年12月15日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",入手了一加基础版在绿色和黑色之间犹豫最后还是选了绿色这个淡淡的绿质感确实不错很内敛很纯粹对比了两款机器在外观上非常相似背面最直接的区别就是的上没有的标识其他基本上没啥区别了的这个是金属材质边框也是金属材质在出头的价位上能做到这一点已经很好了 一加的配置也很顶的高刷屏第五代骁龙处理器电池超级闪充超声波指纹解锁满级防尘防水元起的售价如果能领到国补到手的价格可以做到元出头在内存芯片涨价这么厉害的情况下这样的售价应该是很有诚意了 手机到手还没有太深入的体验现在给我最直观的感受就是电池真的耐用从包装盒里拆出来然后充满电开始捣腾各种游戏和应用多个小时电量还剩多如果是一般强度的使用这手机坚持两天应该是完全没有任何问题出门可以不用带充电宝和充电器了,入手 一加 基础 绿色 黑色 之间 犹豫 最后 还是 绿色 这个 淡淡的 质感 确实 不错 内敛 纯粹 对比 两款 机器 外观 非常 相似 背面 直接 区别 就是 没有 标识 其他 基本上 区别 这个 金属 材质 边框 金属 材质 出头 价位 上能 做到 一点 已经 一加 配置 刷屏 第五代 骁龙 处理器 电池 超级 闪充 超声波 指纹 解锁 满级 防尘 防水 元起 售价 如果 领到 国补 到手 价格 可以 做到 出头 内存 芯片 涨价 这么 厉害 情况 这样 售价 应该 诚意 手机 到手 没有 深入 体验 现在 直观 感受 就是 电池 真的 耐用 包装盒 拆出来 然后 充满 开始 捣腾 各种 游戏 应用 多个 小时 电量 剩多 如果 一般 强度 使用 手机 坚持 两天 应该 完全 没有 任何 问题 出门 可以 不用 充电 充电器,商品9.csv,1.0,正向
1,收到了快递速度快顺丰  通信音质：音质好，通话好，像素高，灵敏度高  显示效果：很好用的手机,2026年1月3日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",收到了快递速度快顺丰  通信音质音质好通话好像素高灵敏度高  显示效果很好用的手机,收到 快递 速度 快顺丰 通信 音质 音质 通话 好像 高灵敏度 显示 效果 手机,商品9.csv,0.7587,中性
1,微弧金属中框、弧度正合适，横握竖握都挺均衡、我手大，可以一手持握，低饱和度哑光设计、有点高级精致而且不易沾指纹，绿色很好看,2026年1月3日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",微弧金属中框弧度正合适横握竖握都挺均衡我手大可以一手持握低饱和度哑光设计有点高级精致而且不易沾指纹绿色很好看,微弧 金属 中框 弧度 正合适 横握 竖握 均衡 我手 可以 手持 握低 饱和度 哑光 设计 有点 高级 精致 而且 不易 指纹 绿色 好看,商品9.csv,0.9365,正向
1,系统丝滑，coloros名副其实的机圈德芙。电池大，非常耐电，两天一冲，打游戏也特别爽，帧率稳得很。,2026年1月3日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",系统丝滑名副其实的机圈德芙电池大非常耐电两天一冲打游戏也特别爽帧率稳得很,系统 丝滑 名副其实 机圈 德芙 电池 非常 耐电 两天 一冲 打游戏 特别 爽帧 稳得,商品9.csv,0.9945,正向
1, 一加ACE6T太香了！165Hz高刷屏丝滑大型游戏不在话下，8300mAh续航顶配上100w快充无敌，游戏办公都流畅，性价比拉满～,2026年1月3日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",一加太香了高刷屏丝滑大型游戏不在话下续航顶配上快充无敌游戏办公都流畅性价比拉满,一加 太香 刷屏 丝滑 大型 游戏 不在话下 续航 顶配 快充 无敌 游戏 办公 流畅 性价比 拉满,商品9.csv,1.0,正向
1,性价比之王，用来做备用机和游戏机确实不错！系统丝滑，电池还是能抗一天的！,2025年12月28日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",性价比之王用来做备用机和游戏机确实不错系统丝滑电池还是能抗一天的,性价比 之王 用来 备用机 游戏机 确实 不错 系统 丝滑 电池 还是 能抗 一天,商品9.csv,0.9914,正向
1,顺丰配送快捷上门真好，手机流畅丝滑，开机快网络也不卡非常好，和0PP0手机应用搬家好快，电池待机时间长不用担心出门手机电量不足，非常棒！,2025年12月28日,"{'机身颜色': '闪速黑', '存储容量': '16GB+1TB'}",顺丰配送快捷上门真好手机流畅丝滑开机快网络也不卡非常好和手机应用搬家好快电池待机时间长不用担心出门手机电量不足非常棒,顺丰 配送 快捷 上门 手机 流畅 丝滑 开机 网络 不卡 非常 手机 应用 搬家 好快 电池 待机时间 不用 担心 出门 手机 电量 不足 非常,商品9.csv,0.9969,正向
1,一加ACE6t值得选择，大电池可以续航两天，系统流程好用，颜值也是超级高，性价比之王值得拥有。,2025年12月28日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",一加值得选择大电池可以续航两天系统流程好用颜值也是超级高性价比之王值得拥有,一加 值得 选择 电池 可以 续航 两天 系统 流程 好用 颜值 超级 高性价比 之王 值得 拥有,商品9.csv,0.9988,正向
1,特意用了几天才来评价的，第一次用一加手机，特别棒，系统。电池  刷新率，非常好  王者全程144  好比开挂，太爽了,2026年1月18日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",特意用了几天才来评价的第一次用一加手机特别棒系统电池  刷新率非常好  王者全程  好比开挂太爽了,特意 几天 评价 第一次 一加 手机 特别 系统 电池 刷新率 非常 王者 全程 好比 开挂 太爽了,商品9.csv,0.0715,负向
1,被它的大容量电池吸引了。确实很给力 目前，正常使用，也没发现烫。 整体都很顺畅哦，,2025年12月18日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",被它的大容量电池吸引了确实很给力 目前正常使用也没发现烫 整体都很顺畅哦,大容量 电池 吸引 确实 目前 正常 使用 发现 整体 顺畅,商品9.csv,0.9514,正向
1,绿色的很好看，之所以选择这个主要是大电池和新系统，方便和果子互联，颜值也可以，12+256备用机妥妥的，唯一美中不足就是壳子不是透明的，耳机的话必须规定时间才有，抢到补贴绿色有货的时候都没有赠品,2025年12月18日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",绿色的很好看之所以选择这个主要是大电池和新系统方便和果子互联颜值也可以备用机妥妥的唯一美中不足就是壳子不是透明的耳机的话必须规定时间才有抢到补贴绿色有货的时候都没有赠品,绿色 好看 之所以 选择 这个 主要 电池 系统 方便 果子 互联 颜值 可以 备用机 妥妥 唯一 美中不足 就是 壳子 不是 透明 耳机 的话 必须 规定 时间 补贴 绿色 有货 时候 没有 赠品,商品9.csv,0.0067,负向
1,一加手机Ace6T，颜值手感双在线，性能强悍游戏流畅，快充续航超给力，拍照清晰，用着太舒心！,2026年1月2日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",一加手机颜值手感双在线性能强悍游戏流畅快充续航超给力拍照清晰用着太舒心,一加 手机 颜值 手感 在线 性能 强悍 游戏 流畅 快充 续航 超给力 拍照 清晰 舒心,商品9.csv,1.0,正向
1,质感有金属中框，丝绸玻璃工艺，都是旗舰机标配下放，3D超声波指纹，还有X轴线性马达，潮汐引擎+游戏电竞三芯，100w超级闪充，配合ColoOS16系统，甚至连旗舰级的IP69K防水也有了，总之这部手机一到手就给人一种货真价实的感觉。,2026年1月2日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",质感有金属中框丝绸玻璃工艺都是旗舰机标配下放超声波指纹还有轴线性马达潮汐引擎游戏电竞三芯超级闪充配合系统甚至连旗舰级的防水也有了总之这部手机一到手就给人一种货真价实的感觉,质感 金属 中框 丝绸 玻璃工艺 旗舰机 标配 下放 超声波 指纹 还有 轴线 马达 潮汐 引擎 游戏 竞三芯 超级 闪充 配合 系统 甚至 旗舰级 防水 总之 部手机 到手 一种 货真价实 感觉,商品9.csv,0.996,正向
1,手机颜值质感双在线，握感温润不硌手!运行流畅无卡顿，多APP切换丝滑，大电池续航超给力，重度使用一天无忧。拍照色彩真实清晰，快充速度快，性价比拉满，是闭眼入不踩雷的好机型~,2026年1月2日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",手机颜值质感双在线握感温润不硌手运行流畅无卡顿多切换丝滑大电池续航超给力重度使用一天无忧拍照色彩真实清晰快充速度快性价比拉满是闭眼入不踩雷的好机型,手机 颜值 质感 在线 握感 温润 运行 流畅 无卡顿 切换 丝滑大 电池 续航 超给力 重度 使用 一天 无忧 拍照 色彩 真实 清晰 快充 速度 性价比 拉满 闭眼 机型,商品9.csv,1.0,正向
1,老妈原来的手机太卡了，正好新出了个大电量的 手机买来试试，现在总的反馈是很不错的，也确实很省 电，主要就是希望能够多用几年，满意！ 显示效果：好,2026年1月2日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",老妈原来的手机太卡了正好新出了个大电量的 手机买来试试现在总的反馈是很不错的也确实很省 电主要就是希望能够多用几年满意 显示效果好,老妈 原来 手机 太卡 正好 新出 电量 手机 买来 试试 现在 反馈 不错 确实 很省 主要 就是 希望 能够 多用 几年 满意 显示 效果,商品9.csv,0.9847,正向
1,通信音质：通话质量很好，手机信号很不错 其他特色：游戏速度很快，刷新率很高，不会有卡顿 显示效果：手机屏幕像素好，显示效果好 ,2025年12月17日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",通信音质通话质量很好手机信号很不错 其他特色游戏速度很快刷新率很高不会有卡顿 显示效果手机屏幕像素好显示效果好,通信 音质 通话质量 手机信号 不错 其他 特色 游戏 速度 很快 刷新率 不会 有卡顿 显示 效果 手机 屏幕 像素 显示 效果,商品9.csv,0.9971,正向
1,屏幕大小合适，机身和送的保护壳都质感非常好。到手移机速度也很快🥰试了下暖5运行流畅画质比我想象得好很多，其他游戏应该也不在话下，之后如果再换机也会优先考虑一加。,2026年1月1日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",屏幕大小合适机身和送的保护壳都质感非常好到手移机速度也很快试了下暖运行流畅画质比我想象得好很多其他游戏应该也不在话下之后如果再换机也会优先考虑一加,屏幕 大小 合适 机身 保护 质感 非常 到手 移机 速度 很快 运行 流畅 画质 想象 很多 其他 游戏 应该 不在话下 之后 如果 换机 优先 考虑 一加,商品9.csv,1.0,正向
1,手机到了，质感很好，手机也挺流畅，特别是这个系统，一直都在用一加系列产品，真心不错，想入手的可以拍啦,2026年1月1日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",手机到了质感很好手机也挺流畅特别是这个系统一直都在用一加系列产品真心不错想入手的可以拍啦,手机 质感 手机 流畅 特别 这个 系统 一直 一加 系列产品 真心 不错 入手 可以,商品9.csv,1.0,正向
1,这款手机整体表现出色，外观简约时尚，手感舒适。屏下指纹解锁灵敏快速，体验很棒。运行流畅，电池续航也能满足日常使用，值得入手。，,2026年1月1日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",这款手机整体表现出色外观简约时尚手感舒适屏下指纹解锁灵敏快速体验很棒运行流畅电池续航也能满足日常使用值得入手,手机 整体 表现出色 外观 简约 时尚 手感 舒适 屏下 指纹 解锁 灵敏 快速 体验 很棒 运行 流畅 电池 续航 满足 日常 使用 值得 入手,商品9.csv,1.0,正向
1,廊坊发货，同省第二天就到了，买的绿色，颜色清新看着很舒服，系统丝滑，比我红米k70好多了,2026年1月1日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",廊坊发货同省第二天就到了买的绿色颜色清新看着很舒服系统丝滑比我红米好多了,廊坊 发货 第二天 绿色 颜色 清新 看着 舒服 系统 丝滑 红米 好多,商品9.csv,0.7498,中性
1,目前用着很流畅在进行游戏下载和更新（30g）时没有发烫迹象，反正用着还挺舒服的，可以购买,2026年1月1日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",目前用着很流畅在进行游戏下载和更新时没有发烫迹象反正用着还挺舒服的可以购买,目前 流畅 进行 游戏 下载 更新 没有 发烫 迹象 反正 挺舒服 可以 购买,商品9.csv,0.837,正向
1,刚刚入手的这部手机，性能爆表，外观炫酷，真心好评！ 2.手机用起来超级顺畅，外观设计也超有范儿，大爱这款神器！ 3.这款手机屏幕显示效果太惊艳了，色彩饱满，细节清晰可见。,2026年1月1日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",刚刚入手的这部手机性能爆表外观炫酷真心好评 手机用起来超级顺畅外观设计也超有范儿大爱这款神器 这款手机屏幕显示效果太惊艳了色彩饱满细节清晰可见,刚刚 入手 部手机 性能 爆表 外观 炫酷 真心 好评 手机 起来 超级 顺畅 外观设计 超有 范儿 大爱 这款 神器 手机 屏幕显示 效果 惊艳 色彩 饱满 细节 清晰可见,商品9.csv,1.0,正向
1,通信音质：杠杠的 其他特色：杠杠滴 显示效果：杠杠地 流畅效果：杠杠哒 手感效果：杠杠好,2026年1月1日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",通信音质杠杠的 其他特色杠杠滴 显示效果杠杠地 流畅效果杠杠哒 手感效果杠杠好,通信 音质 杠杠 其他 特色 杠杠 显示 效果 杠杠 流畅 效果 杠杠 手感 效果 杠杠,商品9.csv,0.9985,正向
1,一加ACE6T真的太香了！骁龙8gen5处理器320万分非常流畅，紫色淡紫色挺好看的，屏幕显示细腻，续航给力两天一充，性价比超高，强烈推荐,2026年1月1日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",一加真的太香了骁龙处理器万分非常流畅紫色淡紫色挺好看的屏幕显示细腻续航给力两天一充性价比超高强烈推荐,一加 真的 太香 骁龙 处理器 万分 非常 流畅 紫色 淡紫色 好看 屏幕显示 细腻 续航 给力 两天 一充 性价比 超高 强烈推荐,商品9.csv,1.0,正向
1,通信音质：可以很不错 其他特色：电池很耐用，能用一天多一冲 显示效果：不错不错不错不错不错不错😊,2025年12月26日,"{'机身颜色': '掠影绿', '存储容量': '12GB+512GB'}",通信音质可以很不错 其他特色电池很耐用能用一天多一冲 显示效果不错不错不错不错不错不错,通信 音质 可以 不错 其他 特色 电池 耐用 一天 多一冲 显示 效果 不错 不错 不错 不错 不错 不错,商品9.csv,1.0,正向
1,一加这个新款很好，使用一点不卡，主要看上了他的打游戏还有电池，续航能力太行了，出门不用带充电器！很好，送的手机壳质感也不错,2025年12月21日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",一加这个新款很好使用一点不卡主要看上了他的打游戏还有电池续航能力太行了出门不用带充电器很好送的手机壳质感也不错,一加 这个 新款 使用 一点 不卡 主要 看上 打游戏 还有 电池 续航 能力 太行 出门 不用 充电器 手机 质感 不错,商品9.csv,1.0,正向
1,一加Ace6T真的是同价位闭眼冲的性价比王者！骁龙8 Gen5+风驰游戏内核，《原神》满帧稳跑不卡顿，165Hz电竞直屏丝滑跟手。8300mAh巨电太顶了，重度使用全天无忧，100W闪充碎片时间就能满血。IP69K防水+护眼屏，日常耐用又贴心，拍照清晰满足社交分享，两千档能拿下这样的配置，闭眼入不亏！ ,2025年12月21日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",一加真的是同价位闭眼冲的性价比王者骁龙 风驰游戏内核原神满帧稳跑不卡顿电竞直屏丝滑跟手巨电太顶了重度使用全天无忧闪充碎片时间就能满血防水护眼屏日常耐用又贴心拍照清晰满足社交分享两千档能拿下这样的配置闭眼入不亏,一加 真的 同价位 闭眼 性价比 王者 骁龙 风驰 游戏 内核 原神满 稳跑 不卡顿 竞直 屏丝 巨电太顶 重度 使用 全天 无忧 闪充 碎片 时间 满血 防水 护眼 日常 耐用 贴心 拍照 清晰 满足 社交 分享 两千 档能 拿下 这样 配置 闭眼 入不亏,商品9.csv,1.0,正向
1,很不错的一款手机，反应很灵敏，电池也耐用，内存大喜欢的可以入手,2026年1月7日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",很不错的一款手机反应很灵敏电池也耐用内存大喜欢的可以入手,不错 一款 手机 反应 灵敏 电池 耐用 内存 喜欢 可以 入手,商品9.csv,0.9906,正向
1,买给爸爸用的很好很不错 还会再次回购的 国补完价格也很便宜,2026年1月25日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",买给爸爸用的很好很不错 还会再次回购的 国补完价格也很便宜,爸爸 不错 还会 再次 回购 补完 价格 便宜,商品9.csv,1.0,正向
1,手机刚拿到手就试了一下，绿色很漂亮 游戏很流畅拍照很清晰,2025年12月31日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",手机刚拿到手就试了一下绿色很漂亮 游戏很流畅拍照很清晰,手机 拿到 一下 绿色 很漂亮 游戏 流畅 拍照 清晰,商品9.csv,0.9999,正向
1,刚刚入手的这部手机，这款手机屏幕显示效果太惊艳了，续航强，这款手机简直就是为我量身定做的。好评👍,2025年12月31日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",刚刚入手的这部手机这款手机屏幕显示效果太惊艳了续航强这款手机简直就是为我量身定做的好评,刚刚 入手 部手机 手机 屏幕显示 效果 惊艳 续航 这款 手机 简直 就是 量身定做 好评,商品9.csv,0.9945,正向
1,紫色很漂亮，屏幕质感很好，不刺眼，电池给力，用了一下午一晚上，还剩一半电量,2025年12月31日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",紫色很漂亮屏幕质感很好不刺眼电池给力用了一下午一晚上还剩一半电量,紫色 很漂亮 屏幕 质感 刺眼 电池 给力 下午 晚上 一半 电量,商品9.csv,0.9277,正向
1,1. 第一次用一加手机，被Ace6T的续航惊到了！8300mAh大电池，我重度刷视频、玩2小时王者，到晚上还有30%电，彻底告别续航焦虑。第五代骁龙8的性能也够劲，王者120帧满跑不卡顿，冰河散热让手机久玩也只是温温的。唯一小缺点就是机身有点沉，但冲着续航和性能，这点完全能接受，2000多的价位真的太值了！,2025年12月31日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",第一次用一加手机被的续航惊到了大电池我重度刷视频玩小时王者到晚上还有电彻底告别续航焦虑第五代骁龙的性能也够劲王者帧满跑不卡顿冰河散热让手机久玩也只是温温的唯一小缺点就是机身有点沉但冲着续航和性能这点完全能接受多的价位真的太值了,第一次 一加 手机 续航 惊到 电池 重度 视频 小时 王者 晚上 还有 彻底 告别 续航 焦虑 第五代 骁龙 性能 够劲 王者 不卡顿 冰河 散热 手机 只是 温温的 唯一 缺点 就是 机身 有点 冲着 续航 性能 这点 完全 接受 价位 真的 太值,商品9.csv,1.0,正向
1,"最新 Coloros16系统搭配第5代骁龙八,操作流畅到飞起,加上8300mah大电池，一整天都用不完的电，告别充电宝，除了165的高刷，还有满级防尘防水，超声波指纹，买到就是赚到，太爱了",2025年12月12日,"{'机身颜色': '闪速黑', '存储容量': '16GB+1TB'}",最新 系统搭配第代骁龙八操作流畅到飞起加上大电池一整天都用不完的电告别充电宝除了的高刷还有满级防尘防水超声波指纹买到就是赚到太爱了,最新 系统 搭配 第代 骁龙八 操作 流畅 飞起 加上 电池 一整天 用不完 告别 充电 除了 高刷 还有 满级 防尘 防水 超声波 指纹 就是 赚到 太爱,商品9.csv,0.612,中性
1,好爱好爱 使用了8天 政府补贴 3329.1拿下的 没有踩雷 决定拿下了 🫰 我个人来说挺满意的 以前都是5000以上的 用点子品牌中端 感觉手机技术一点点在进步呢,2025年12月12日,"{'机身颜色': '掠影绿', '存储容量': '16GB+1TB'}",好爱好爱 使用了天 政府补贴 拿下的 没有踩雷 决定拿下了  我个人来说挺满意的 以前都是以上的 用点子品牌中端 感觉手机技术一点点在进步呢,爱好 使用 政府 补贴 拿下 没有 决定 拿下 个人 来说 满意 以前 以上 点子 品牌 中端 感觉 手机 技术 一点点 进步,商品9.csv,0.9662,正向
1,续航超长，运行流畅，不愧是一加👍🏻  ,2026年1月14日,"{'机身颜色': '闪速黑', '存储容量': '12GB+512GB'}",续航超长运行流畅不愧是一加,续航 超长 运行 流畅 不愧 一加,商品9.csv,0.9999,正向
1,手机非常漂亮  主要是手感  材质很好  屏幕效果还可以  打游戏非常流畅  王者144满 没有一点波动  电池巨巨巨巨耐用  不打游戏能用一周 我下班 打游戏两天一冲,2025年12月25日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",手机非常漂亮  主要是手感  材质很好  屏幕效果还可以  打游戏非常流畅  王者满 没有一点波动  电池巨巨巨巨耐用  不打游戏能用一周 我下班 打游戏两天一冲,手机 非常 漂亮 主要 手感 材质 屏幕 效果 可以 打游戏 非常 流畅 王者 没有 一点 波动 电池 巨巨 巨巨 耐用 打游戏 一周 下班 打游戏 两天 一冲,商品9.csv,0.9575,正向
1,同价位性能旗舰没跑了！骁龙 8 级芯片 + 旗舰散热，游戏狂魔表示很满意。屏幕护眼效果一流，晚上刷剧不刺眼，续航和快充组合拳太适合重度用户了！,2025年12月25日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",同价位性能旗舰没跑了骁龙  级芯片  旗舰散热游戏狂魔表示很满意屏幕护眼效果一流晚上刷剧不刺眼续航和快充组合拳太适合重度用户了,同价位 性能 旗舰 没跑 骁龙 芯片 旗舰 散热 游戏 狂魔 表示 满意 屏幕 护眼 效果 一流 晚上 刷剧 刺眼 续航 快充 组合拳 适合 重度 用户,商品9.csv,1.0,正向
1,很不错！做工精细，很耐看！金属边框，后盖磨砂细腻感！质感满满！屏幕很漂亮，画质细腻且不伤眼！电池很能打，8300毫安，早上100%出门，到晚上11点还有50%电，一直在使用中！,2025年12月25日,"{'机身颜色': '闪速黑', '存储容量': '12GB+256GB'}",很不错做工精细很耐看金属边框后盖磨砂细腻感质感满满屏幕很漂亮画质细腻且不伤眼电池很能打毫安早上出门到晚上点还有电一直在使用中,不错 做工 精细 耐看 金属 边框 后盖 磨砂 细腻 质感 满满 屏幕 很漂亮 画质 细腻 伤眼 电池 很能 毫安 早上 出门 晚上 还有 一直 使用,商品9.csv,1.0,正向
1,这次购物非常愉快😊！商品实惠好用，质量上乘🌟。物流迅速🚚，商家服务热情❤️，售后无忧。,2025年12月25日,"{'机身颜色': '闪速黑', '存储容量': '16GB+1TB'}",这次购物非常愉快商品实惠好用质量上乘物流迅速商家服务热情售后无忧,这次 购物 非常 愉快 商品 实惠 好用 质量上乘 物流 迅速 商家 服务 热情 售后 无忧,商品9.csv,0.9866,正向
1,手机质量没问题，反应速度也很快。性价比高很满意,2025年12月30日,"{'机身颜色': '掠影绿', '存储容量': '12GB+256GB'}",手机质量没问题反应速度也很快性价比高很满意,手机 质量 问题 反应速度 很快 性价比 满意,商品9.csv,0.982,正向
1,✨手机收到啦，外观和图片一样好看呢～💖开机很顺利，系统也很流畅，用起来很顺手～👍手感也不错，拿在手里大小合适～🥰整体很满意，性价比很高～🌟,2025年12月30日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",手机收到啦外观和图片一样好看呢开机很顺利系统也很流畅用起来很顺手手感也不错拿在手里大小合适整体很满意性价比很高,手机 收到 外观 图片 一样 好看 开机 顺利 系统 流畅 起来 顺手 手感 不错 手里 大小 合适 整体 满意 性价比,商品9.csv,1.0,正向
1,外观颜色不错，硬件配置满足日常需求，适合长辈使用，发货和包装也没问题。晚上下单第二天早上就送到了,2025年12月30日,"{'机身颜色': '电光紫', '存储容量': '12GB+256GB'}",外观颜色不错硬件配置满足日常需求适合长辈使用发货和包装也没问题晚上下单第二天早上就送到了,外观 颜色 不错 硬件 配置 满足 日常 需求 适合 长辈 使用 发货 包装 问题 晚上 下单 第二天 早上 送到,商品9.csv,0.9994,正向
