评论,分数,产品,名字,评论ID,清洗后评论,分词后评论,来源文件,情感分值,情感倾向
货很快收到，外观设计美观，外放声音够大，软件启动快，拍照效果好，图像清晰。超薄，便于携带，能护眼，光度很好，送外套，价格比高，值得购买！,5,已购 幻夜黑 8GB+128GB,虚无才是永恒,47,货很快收到外观设计美观外放声音够大软件启动快拍照效果好图像清晰超薄便于携带能护眼光度很好送外套价格比高值得购买,很快 收到 外观设计 美观 外放 声音 软件 启动 拍照 效果 图像 清晰 超薄 便于 携带 护眼 光度 外套 价格比 值得 购买,商品9.csv,1.0,正向
这款荣耀x70手机收到货了，立马体验，外观手感都很好，运行速度快，流畅，待机时间超长，充电速度超快，物美价廉,5,已购 竹韵青 8GB+128GB,j***7,48,这款荣耀手机收到货了立马体验外观手感都很好运行速度快流畅待机时间超长充电速度超快物美价廉,荣耀 手机 收到 立马 体验 外观 手感 运行 速度 流畅 待机时间 超长 充电 速度 超快 物美价廉,商品9.csv,1.0,正向
买给父母用的，他们都很喜欢，说颜色也特别漂亮，设计高端大气上档次，用起来也很顺畅，拍照出来也特别的清晰，物流也特别的快，价格亲民，值得购买,5,已购 朱砂红 12GB+256GB,米君晶,49,买给父母用的他们都很喜欢说颜色也特别漂亮设计高端大气上档次用起来也很顺畅拍照出来也特别的清晰物流也特别的快价格亲民值得购买,父母 他们 喜欢 颜色 特别 漂亮 设计 高端 大气 上档次 起来 顺畅 拍照 出来 特别 清晰 物流 特别 价格 亲民 值得 购买,商品9.csv,1.0,正向
"外形外观：外观好看，质量很好，
屏幕音效：屏幕很好，立体声的喇叭，声音也大。
拍照效果：很清晰。值得购买，会继续回购",5,已购 幻夜黑 8GB+128GB,越***发,50,"外形外观外观好看质量很好
屏幕音效屏幕很好立体声的喇叭声音也大
拍照效果很清晰值得购买会继续回购",外形 外观 外观 好看 质量 屏幕 音效 屏幕 立体声 喇叭 声音 拍照 效果 清晰 值得 购买 继续 回购,商品9.csv,1.0,正向
给爸爸买的这款手机用了段时间，效果超棒。电量十分耐用，开启简单模式后操作简便，特别适合长辈，而且性价比高，很值得入手。,5,已购 幻夜黑 12GB+512GB,阿吉159,51,给爸爸买的这款手机用了段时间效果超棒电量十分耐用开启简单模式后操作简便特别适合长辈而且性价比高很值得入手,爸爸 这款 手机 段时间 效果 超棒 电量 十分 耐用 开启 简单 模式 操作 简便 特别 适合 长辈 而且 性价比 值得 入手,商品9.csv,1.0,正向
家人手机不小心丢了，网上比较了一下，还是这款比较适合，外观看起来比较大气，家人用起来上手也比较快，遗憾的是没有抢上国补优惠券，总体评价8.5分（满分10分）。,5,已购 幻夜黑 12GB+512GB,G***x,52,家人手机不小心丢了网上比较了一下还是这款比较适合外观看起来比较大气家人用起来上手也比较快遗憾的是没有抢上国补优惠券总体评价分满分分,家人 手机 小心 网上 比较 一下 还是 比较 适合 外观 看起来 比较 大气 家人 起来 上手 比较 遗憾 没有 抢上 国补 优惠券 总体 评价 满分,商品9.csv,0.9982,正向
趁着国补有活动有名额购买，价格不错，机子整体来说还算流畅，因为是备用机，要求不高，待机时间很长，屏幕用起来很舒服，实体店对比了许多才选定这一部。,5,已购 月影白 12GB+512GB,h***w,53,趁着国补有活动有名额购买价格不错机子整体来说还算流畅因为是备用机要求不高待机时间很长屏幕用起来很舒服实体店对比了许多才选定这一部,趁着 国补 活动 名额 购买 价格 不错 机子 整体 来说 流畅 因为 备用机 要求 不高 待机时间 很长 屏幕 起来 舒服 实体店 对比 许多 选定 一部,商品9.csv,0.9993,正向
给爸爸买的，价格实惠，用着很流畅，手机反应速度快，80w充电也不慢，屏幕大，声音大还不错，从京东买过好几个手机了，值得信赖,5,已购 竹韵青 12GB+256GB,j***1,54,给爸爸买的价格实惠用着很流畅手机反应速度快充电也不慢屏幕大声音大还不错从京东买过好几个手机了值得信赖,爸爸 价格 实惠 流畅 手机 反应速度快 充电 不慢 屏幕 声音 不错 京东 买过 好几个 手机 值得 信赖,商品9.csv,1.0,正向
看过去还可以，质感一般般，给爸爸用的，，，，，，，，，，，，，,3,已购 幻夜黑 12GB+256GB,fl1cz92c87tzww,56,看过去还可以质感一般般给爸爸用的,过去 可以 质感 一般般 爸爸,商品9.csv,0.9819,正向
一直在用荣耀的手机，这台还是好多年前买的备用机，这次又换了x70，性价比非常高，手感很好，作为备用机完全够用，内存足也很流畅,5,已购 幻夜黑 8GB+256GB,g1x334hx3khmf,57,一直在用荣耀的手机这台还是好多年前买的备用机这次又换了性价比非常高手感很好作为备用机完全够用内存足也很流畅,一直 荣耀 手机 这台 还是 好多年 备用机 这次 性价比 非常 高手 作为 备用机 完全 够用 内存 流畅,商品9.csv,0.9673,正向
手机很漂亮，性价比很高，有国补真的好实惠。拍照特别清楚，阳光下拍照也很清晰，待机时间很长，用了3天才充电一次，操作也很顺畅，值得购买,5,已购 竹韵青 8GB+256GB,j***d,58,手机很漂亮性价比很高有国补真的好实惠拍照特别清楚阳光下拍照也很清晰待机时间很长用了天才充电一次操作也很顺畅值得购买,手机 很漂亮 性价比 高有 国补 真的 实惠 拍照 特别 清楚 阳光 拍照 清晰 待机时间 很长 天才 充电 一次 操作 顺畅 值得 购买,商品9.csv,1.0,正向
运行速度非常好，主要是用得久这个电池能用好几天非常适合老年人使用，而且功能也基本都有非常合适。如果有想下单的时候赶紧出手吧，我这个是买给老爸用的，非常非常满意。,5,已购 幻夜黑 8GB+256GB,卖豆豆的小男孩,59,运行速度非常好主要是用得久这个电池能用好几天非常适合老年人使用而且功能也基本都有非常合适如果有想下单的时候赶紧出手吧我这个是买给老爸用的非常非常满意,运行 速度 非常 主要 这个 电池 能用 几天 非常适合 老年人 使用 而且 功能 基本 非常 合适 如果 下单 时候 赶紧 出手 这个 老爸 非常 非常 满意,商品9.csv,0.9808,正向
这款荣耀X70太棒了。启动很快，护眼的屏幕比普通的手机温和不刺眼。下载速度快，运行速度也很快。外观设计很好看，手感不错。,5,已购 竹韵青 12GB+512GB,jd_米雪儿0,61,这款荣耀太棒了启动很快护眼的屏幕比普通的手机温和不刺眼下载速度快运行速度也很快外观设计很好看手感不错,荣耀 太棒了 启动 很快 护眼 屏幕 普通 手机 温和 刺眼 下载速度 运行 速度 很快 外观设计 好看 手感 不错,商品9.csv,1.0,正向
"超级不错，
外形外观：大摄像头
运行速度：手机很轻
拍照效果：更棒
待机时间：比之前手机待机时间长多了
其他特色：很轻，很轻，拿起来一点不累手",5,已购 幻夜黑 8GB+256GB,j***p,62,"超级不错
外形外观大摄像头
运行速度手机很轻
拍照效果更棒
待机时间比之前手机待机时间长多了
其他特色很轻很轻拿起来一点不累手",超级 不错 外形 外观 摄像头 运行 速度 手机 拍照 效果 更棒 待机时间 之前 手机 待机时间 长多 其他 特色 很轻 起来 一点 不累手,商品9.csv,1.0,正向
趁活动给家人换个手机，挑了好久，还是这款最中意，样式好看，内存大，拍照清晰，运行速度快，待机时间长，实用方便,5,已购 竹韵青 8GB+256GB,jd_180545txm,63,趁活动给家人换个手机挑了好久还是这款最中意样式好看内存大拍照清晰运行速度快待机时间长实用方便,活动 家人 换个 手机 好久 还是 这款 中意 样式 好看 内存 拍照 清晰 运行 速度 待机时间 实用 方便,商品9.csv,0.9999,正向
荣耀手机手感轻薄颜值高，屏幕护眼舒服，系统流畅不卡顿，拍照清晰自然，续航给力、充电快，整体体验超预期，性价比很高，值得入手！,5,已购 幻夜黑 8GB+128GB,爱笑的人才是真的幸福,65,荣耀手机手感轻薄颜值高屏幕护眼舒服系统流畅不卡顿拍照清晰自然续航给力充电快整体体验超预期性价比很高值得入手,荣耀 手机 手感 轻薄 颜值 屏幕 护眼 舒服 系统 流畅 不卡顿 拍照 清晰 自然 续航 给力 充电 整体 体验 预期 性价比 值得 入手,商品9.csv,1.0,正向
这是手机买的价格很好，嗯，价廉物美，京东搞的活动很优惠，然后上手嗯感觉也挺轻巧，没有想象中的那么重，嗯，充电很快，然后也很耐用，电视很够用,5,已购 竹韵青 8GB+256GB,jd_130163xft,66,这是手机买的价格很好嗯价廉物美京东搞的活动很优惠然后上手嗯感觉也挺轻巧没有想象中的那么重嗯充电很快然后也很耐用电视很够用,这是 手机 价格 价廉物美 京东 活动 优惠 然后 上手 感觉 轻巧 没有 想象 那么 充电 很快 然后 耐用 电视 够用,商品9.csv,1.0,正向
之前用小米，这次用过之后发现比小米好用多了，特别是外观设计特别的漂亮大气，还送了手机外壳和贴膜，充电器也是高功率的充电器，充电速度特别快。,5,已购 朱砂红 8GB+128GB,诸***荣,67,之前用小米这次用过之后发现比小米好用多了特别是外观设计特别的漂亮大气还送了手机外壳和贴膜充电器也是高功率的充电器充电速度特别快,之前 小米 这次 用过 之后 发现 小米 好用 特别 外观设计 特别 漂亮 大气 手机 外壳 贴膜 充电器 高功率 充电器 充电 速度 特别,商品9.csv,1.0,正向
给婆婆买的，用了一段时间感觉挺好的。。字体大小都可以自动设置成老人使用模式，声音也够大。。。而且像素也比想象中的要好，价格实惠，物有所值吧，后续有需要，还会回购。,5,已购 朱砂红 8GB+128GB,香xxbobo,68,给婆婆买的用了一段时间感觉挺好的字体大小都可以自动设置成老人使用模式声音也够大而且像素也比想象中的要好价格实惠物有所值吧后续有需要还会回购,婆婆 一段时间 感觉 字体大小 可以 自动 设置 老人 使用 模式 声音 而且 像素 想象 价格 实惠 物有所值 后续 需要 还会 回购,商品9.csv,0.9999,正向
无线充电太棒啦！！非常漂亮喜欢！电池太厉害了，续航能力强👍🏻👍🏻能玩很久手机都还有很多电，推荐推荐！,5,已购 竹韵青 12GB+512GB,j***u,70,无线充电太棒啦非常漂亮喜欢电池太厉害了续航能力强能玩很久手机都还有很多电推荐推荐,无线 充电 太棒 非常 漂亮 喜欢 电池 厉害 续航 能力 强能 手机 还有 很多 推荐 推荐,商品9.csv,0.9997,正向
手机很轻巧，价格也不贵，给父母买的，还可以吧。手机配了手机壳，贴膜已经贴好了，比较方便，不用自己贴。,5,已购 竹韵青 8GB+256GB,j***n,71,手机很轻巧价格也不贵给父母买的还可以吧手机配了手机壳贴膜已经贴好了比较方便不用自己贴,手机 轻巧 价格 不贵 父母 可以 手机 手机 贴膜 已经 比较 方便 不用 自己,商品9.csv,0.9637,正向
荣耀手机质量还不错 ，物美价廉， 震感上有国补 ，价钱很合适。屏幕色彩鲜艳 ，手感很舒适 。80瓦的快充充电速度也很快。,5,已购 月影白 8GB+256GB,r***a,73,荣耀手机质量还不错 物美价廉 震感上有国补 价钱很合适屏幕色彩鲜艳 手感很舒适 瓦的快充充电速度也很快,荣耀 手机 质量 不错 物美价廉 震感 国补 价钱 合适 屏幕 色彩鲜艳 手感 舒适 快充 充电 速度 很快,商品9.csv,1.0,正向
荣耀的这款手机非常丝滑，操作很流畅，关键是电池，真的很抗用，是我用过的所有手机里头，续航能力最好的一款手机，性价比很高，真不错。,5,已购 朱砂红 12GB+256GB,盒***驴,74,荣耀的这款手机非常丝滑操作很流畅关键是电池真的很抗用是我用过的所有手机里头续航能力最好的一款手机性价比很高真不错,荣耀 这款 手机 非常 丝滑 操作 流畅 关键 电池 真的 抗用 所有 手机 里头 续航 能力 最好 一款 手机 性价比 真不错,商品9.csv,1.0,正向
物流快。手机操作顺畅。支持5g网络（之前买华为畅享80pro，放卡后，不会显示5g）。挺好用的。有指纹解锁和人脸识别功能。,5,已购 竹韵青 12GB+512GB,j***x,76,物流快手机操作顺畅支持网络之前买华为畅享放卡后不会显示挺好用的有指纹解锁和人脸识别功能,物流 手机 操作 顺畅 支持 网络 之前 华为 畅享 放卡后 不会 显示 挺好用 指纹 解锁 人脸识别 功能,商品9.csv,0.2872,负向
物流真的太快了！下单第二天就收到货了，给快递小哥点赞。打开包裹，里面的商品包装得很严实，保护得非常好。东西质量很棒，做工精致，材质摸起来很有质感，完全对得起这个价格。卖家很诚信，实物与描述百分百相符。这个价格能买到这样的品质，真的很值，五星好评！,5,已购 幻夜黑 12GB+512GB,公子-不花,77,物流真的太快了下单第二天就收到货了给快递小哥点赞打开包裹里面的商品包装得很严实保护得非常好东西质量很棒做工精致材质摸起来很有质感完全对得起这个价格卖家很诚信实物与描述百分百相符这个价格能买到这样的品质真的很值五星好评,物流 真的 太快 下单 第二天 收到 快递 小哥 点赞 打开 包裹 里面 商品 包装 严实 保护 非常 东西 质量 很棒 做工 精致 材质 起来 质感 完全 对得起 这个 价格 卖家 诚信 实物 描述 百分百 相符 这个 价格 这样 品质 真的 很值 五星 好评,商品9.csv,1.0,正向
价格跟线下的差不多，京东自营比较有保障一点，参考了几款手机，感觉还是这款好一点，希望使用没有质量问题。,3,已购 幻夜黑 8GB+256GB,逆***明,78,价格跟线下的差不多京东自营比较有保障一点参考了几款手机感觉还是这款好一点希望使用没有质量问题,价格 线下 差不多 京东 自营 比较 保障 一点 参考 几款 手机 感觉 还是 这款 一点 希望 使用 没有 质量 问题,商品9.csv,0.8572,正向
手机超出预期，它的电池比较大，肯定待机时间长，屏幕色彩也很鲜艳。拍照效果也好，手感舒适，完全超出预期。,5,已购 朱砂红 8GB+128GB,jinxinjiao5415,79,手机超出预期它的电池比较大肯定待机时间长屏幕色彩也很鲜艳拍照效果也好手感舒适完全超出预期,手机 超出 预期 电池 比较 肯定 待机时间 屏幕 色彩 鲜艳 拍照 效果 也好 手感 舒适 完全 超出 预期,商品9.csv,0.9946,正向
婆婆来伺候月子觉得她很辛苦，立刻安排上新的手机让她看孩子的时候也能放松放松，屏幕很清晰，老人说一点也不伤眼睛，拿着也轻便，不累,5,已购 朱砂红 12GB+256GB,jd_186606kup,80,婆婆来伺候月子觉得她很辛苦立刻安排上新的手机让她看孩子的时候也能放松放松屏幕很清晰老人说一点也不伤眼睛拿着也轻便不累,婆婆 伺候 觉得 辛苦 立刻 安排 手机 孩子 时候 放松 放松 屏幕 清晰 老人 一点 不伤 眼睛 轻便,商品9.csv,0.9999,正向
一直用荣耀，性价比很高，存储空间和电池都够够的😘要是华为系统那就更好了，刚买的时候还有点纠结，咬咬牙买了，用起来挺不错的现在，拍到了可爱的微生物😂😂😂芯片上也拍的很清晰,5,已购 竹韵青 12GB+512GB,Mahurho,81,一直用荣耀性价比很高存储空间和电池都够够的要是华为系统那就更好了刚买的时候还有点纠结咬咬牙买了用起来挺不错的现在拍到了可爱的微生物芯片上也拍的很清晰,一直 荣耀 性价比 存储空间 电池 要是 华为 系统 更好 时候 有点 纠结 咬咬牙 起来 挺不错 现在 拍到 可爱 微生物 芯片 清晰,商品9.csv,1.0,正向
"京东看来看去，找的很久，选华为或者选荣耀。
最终还是选了这款，给老人用。
电池容量足够大，手机外壳也好看，适合老人使用。
已经使用中。",5,已购 竹韵青 8GB+256GB,zhaoqiang689,82,"京东看来看去找的很久选华为或者选荣耀
最终还是选了这款给老人用
电池容量足够大手机外壳也好看适合老人使用
已经使用中",京东 看来看去 很久选 华为 或者 荣耀 最终 还是 选了 这款 老人 电池容量 足够 手机 外壳 好看 适合 老人 使用 已经 使用,商品9.csv,0.9996,正向
软件响应快，使用流畅。拿在手里大小合适，分量还行，久握不觉得累，100%的电量刷刷视频玩玩游戏用一天没问题，充电速度也快,5,已购 竹韵青 8GB+128GB,u***1,83,软件响应快使用流畅拿在手里大小合适分量还行久握不觉得累的电量刷刷视频玩玩游戏用一天没问题充电速度也快,软件 响应 使用 流畅 手里 大小 合适 分量 行久握 觉得 电量 刷刷 视频 玩玩 游戏 一天 问题 充电 速度,商品9.csv,0.9999,正向
整体用力的效果好，待机电池也很差，用了2天多多，还有电，整体感觉都挺好。那这效果也不错，整体感觉不错,5,已购 月影白 12GB+256GB,小***诗,84,整体用力的效果好待机电池也很差用了天多多还有电整体感觉都挺好那这效果也不错整体感觉不错,整体 用力 效果 待机 电池 差用 多多 还有 整体 感觉 效果 不错 整体 感觉 不错,商品9.csv,0.9992,正向
新手机很好用，软件启动快，操作顺畅，手感也好，颜值更适合男士，给老公买的嘻嘻，价钱也不算太贵，用上3年没问题,5,已购 幻夜黑 12GB+256GB,u***d,85,新手机很好用软件启动快操作顺畅手感也好颜值更适合男士给老公买的嘻嘻价钱也不算太贵用上年没问题,新手机 软件 启动 操作 顺畅 手感 也好 颜值 适合 男士 老公 嘻嘻 价钱 不算 太贵 上年 问题,商品9.csv,0.9923,正向
"📱屏幕色彩超赞，画面清晰明亮✨
🎧外放音质洪亮，细节丰富🎶
⚡软件启动飞快，操作流畅无比🚀
🔋充电速度给力，续航表现优秀🔋
📦包装严实，物流迅速，服务贴心💖",5,已购 月影白 8GB+256GB,u_enw3995ihpv1,86,"屏幕色彩超赞画面清晰明亮
外放音质洪亮细节丰富
软件启动飞快操作流畅无比
充电速度给力续航表现优秀
包装严实物流迅速服务贴心",屏幕 色彩 超赞 画面 清晰 明亮 外放 音质 洪亮 细节 丰富 软件 启动 飞快 操作 流畅 无比 充电 速度 给力 续航 表现 优秀 包装 严实 物流 迅速 服务 贴心,商品9.csv,1.0,正向
刚收到新机，看外观感觉还不错，具体使用效果需要后面追评，目前觉得性价比不错，还有国补挺划算，手机配置给老爸正常社交刷一些视频足够用了。,5,已购 幻夜黑 8GB+256GB,黑色幽默0517,87,刚收到新机看外观感觉还不错具体使用效果需要后面追评目前觉得性价比不错还有国补挺划算手机配置给老爸正常社交刷一些视频足够用了,收到 新机 外观 感觉 不错 具体 使用 效果 需要 后面 追评 目前 觉得 性价比 不错 还有 国补 划算 手机 配置 老爸 正常 社交 一些 视频 足够,商品9.csv,1.0,正向
"手机外观很上档次，家人很喜欢。用完国补之后性价比特别高。
用起来非常流畅，觉特别好，屏幕显示效果也非常好",5,已购 幻夜黑 8GB+256GB,jd138111wuu,88,"手机外观很上档次家人很喜欢用完国补之后性价比特别高
用起来非常流畅觉特别好屏幕显示效果也非常好",手机 外观 上档次 家人 喜欢 完国补 之后 性价比 特别 起来 非常 流畅 特别 屏幕显示 效果 非常,商品9.csv,1.0,正向
外观大方，屏幕丝滑，拍照效果超级哇塞，速度也快，待机时间挺长的，这个颜色是我非常喜欢的颜色，喜欢红色的，大家喜欢的可以下单了,5,已购 朱砂红 12GB+512GB,jd_5tzo89lpl8j0z7,89,外观大方屏幕丝滑拍照效果超级哇塞速度也快待机时间挺长的这个颜色是我非常喜欢的颜色喜欢红色的大家喜欢的可以下单了,外观 大方 屏幕 丝滑 拍照 效果 超级 哇塞 速度 待机时间 挺长 这个 颜色 非常 喜欢 颜色 喜欢 红色 大家 喜欢 可以 下单,商品9.csv,1.0,正向
心心念念的X70终于到手了，拿到手后迫不及待打开了，屏幕清晰，尝试后各种功能都很好，外放的声音也很大，适合老年人使用,5,已购 幻夜黑 12GB+512GB,uren2222,90,心心念念的终于到手了拿到手后迫不及待打开了屏幕清晰尝试后各种功能都很好外放的声音也很大适合老年人使用,心心念念 终于 到手 拿到 手后 迫不及待 打开 屏幕 清晰 尝试 各种 功能 外放 声音 很大 适合 老年人 使用,商品9.csv,0.9999,正向
"外形外观：手感舒适，老人喜欢
屏幕音效：屏幕对老人来说，看着舒服，声音不刺耳
拍照效果：老人拍照够用了，不需要太专业
运行速度：速度流畅，不卡
待机时间：待机时间可以，不用老想着没电要充电",5,已购 幻夜黑 12GB+256GB,j***I,91,"外形外观手感舒适老人喜欢
屏幕音效屏幕对老人来说看着舒服声音不刺耳
拍照效果老人拍照够用了不需要太专业
运行速度速度流畅不卡
待机时间待机时间可以不用老想着没电要充电",外形 外观 手感 舒适 老人 喜欢 屏幕 音效 屏幕 老人 来说 看着 舒服 声音 刺耳 拍照 效果 老人 拍照 够用 需要 专业 运行 速度 速度 流畅 不卡 待机时间 待机时间 可以 不用 想着 没电要 充电,商品9.csv,1.0,正向
大品牌值得信赖，外观漂亮，屏幕清晰流畅，拍照效果不错，运行速度很快。待机时间长，手感舒服，做活动价格优惠，好评,5,已购 幻夜黑 12GB+512GB,8bc72pvjt2xdey,92,大品牌值得信赖外观漂亮屏幕清晰流畅拍照效果不错运行速度很快待机时间长手感舒服做活动价格优惠好评,品牌 值得 信赖 外观 漂亮 屏幕 清晰 流畅 拍照 效果 不错 运行 速度 很快 待机时间 手感 舒服 活动 价格 优惠 好评,商品9.csv,1.0,正向
特别好用的一款手机，第一次购买就被他的颜值吸引了，特别喜欢，家里人都说买的很好，朋友也吉利就推荐这一款手机，就是无敌性价比之王,5,已购 朱砂红 8GB+256GB,jd_bzrlou66j49c3q,93,特别好用的一款手机第一次购买就被他的颜值吸引了特别喜欢家里人都说买的很好朋友也吉利就推荐这一款手机就是无敌性价比之王,特别 好用 一款 手机 第一次 购买 颜值 吸引 特别 喜欢 家里人 朋友 吉利 推荐 一款 手机 就是 无敌 性价比 之王,商品9.csv,1.0,正向
快递很快，非常方便，手机很好，性价比很高，现在还有国补活动，给家里老人换个手机，非常方便。内存也大了很多，用起来很丝滑顺畅。,5,已购 幻夜黑 12GB+256GB,jd_156205epl,94,快递很快非常方便手机很好性价比很高现在还有国补活动给家里老人换个手机非常方便内存也大了很多用起来很丝滑顺畅,快递 很快 非常 方便 手机 性价比 现在 还有 国补 活动 家里 老人 换个 手机 非常 方便 内存 很多 起来 很丝滑 顺畅,商品9.csv,0.9999,正向
手机收到了，给妈妈买的。我也算荣耀的粉丝吧，已经用了5个荣耀的手机了，耐用实用好用。最重要是价格平民，一次满意的购物。等过两天去给妈妈送过去,5,已购 月影白 8GB+256GB,文仔001,95,手机收到了给妈妈买的我也算荣耀的粉丝吧已经用了个荣耀的手机了耐用实用好用最重要是价格平民一次满意的购物等过两天去给妈妈送过去,手机 收到 妈妈 荣耀 粉丝 已经 荣耀 手机 耐用 实用 好用 重要 价格 平民 一次 满意 购物 两天 妈妈 过去,商品9.csv,0.9997,正向
"首先：这款手机性价比非常高
其次：运行也非常流畅，一点都不卡顿
而且：颜值非常高
最后：大内存，再没有存储担心了
推荐购买！！！",5,已购 朱砂红 12GB+512GB,Ivan2025,96,"首先这款手机性价比非常高
其次运行也非常流畅一点都不卡顿
而且颜值非常高
最后大内存再没有存储担心了
推荐购买",首先 手机 性价比 非常 其次 运行 非常 流畅 一点 不卡顿 而且 颜值 非常 最后 内存 没有 存储 担心 推荐 购买,商品9.csv,0.9997,正向
这个手机买了一段时间了，待机是真的长，一整天玩手机不用充电是比较爽的。还有就是屏幕很大，我个人比较满意。,5,已购 幻夜黑 12GB+256GB,5xjlc80ij2fhlp,97,这个手机买了一段时间了待机是真的长一整天玩手机不用充电是比较爽的还有就是屏幕很大我个人比较满意,这个 手机 一段时间 待机 真的 一整天 手机 不用 充电 比较 还有 就是 屏幕 很大 个人 比较满意,商品9.csv,0.9992,正向
给家里老爸买的，网上看了很多人的手机评测，这个手机性价比贼高，并且屏幕护眼很好，电池也大非常适合给家里老人用。,5,已购 竹韵青 12GB+256GB,jdbeimih,98,给家里老爸买的网上看了很多人的手机评测这个手机性价比贼高并且屏幕护眼很好电池也大非常适合给家里老人用,家里 老爸 网上 很多 手机 评测 这个 手机 性价比 并且 屏幕 护眼 电池 非常适合 家里 老人,商品9.csv,1.0,正向
非常的好，性价比超高，给老爸尤其老年人有时候夜间玩手机所以选择了护眼功能还有超大的续航能力也是我比较喜欢的主要它是抗衰老年人可能一不小心有时候会掉地,5,已购 幻夜黑 12GB+512GB,武***o,99,非常的好性价比超高给老爸尤其老年人有时候夜间玩手机所以选择了护眼功能还有超大的续航能力也是我比较喜欢的主要它是抗衰老年人可能一不小心有时候会掉地,非常 性价比 超高 老爸 尤其 老年人 有时候 夜间 手机 所以 选择 护眼 功能 还有 超大 续航 能力 比较 喜欢 主要 抗衰老 可能 一不小心 有时候,商品9.csv,0.9999,正向
"买来给家里父母的
颜色是妈妈选的，很喜欢
待机时间很长，电池很大，爸妈出门玩不用老充电
拍照拍视频也很清晰",5,已购 竹韵青 12GB+512GB,jd_许小可加油,100,"买来给家里父母的
颜色是妈妈选的很喜欢
待机时间很长电池很大爸妈出门玩不用老充电
拍照拍视频也很清晰",买来 家里 父母 颜色 妈妈 喜欢 待机时间 很长 电池 很大 爸妈 出门 不用 充电 拍照 视频 清晰,商品9.csv,0.9999,正向
隔了5年再次买手机，结果发现进化了很多，好多功能根本不认识只能慢慢摸索。不过就常用的功能来说，顺滑感提升了很多，附送的外壳手感也挺不错，希望这次能多用一段。,5,已购 幻夜黑 12GB+512GB,jdsukerlje,101,隔了年再次买手机结果发现进化了很多好多功能根本不认识只能慢慢摸索不过就常用的功能来说顺滑感提升了很多附送的外壳手感也挺不错希望这次能多用一段,再次 买手机 结果 发现 进化 很多 多功能 根本 认识 只能 慢慢 摸索 不过 常用 功能 来说 顺滑 提升 很多 附送 外壳 手感 挺不错 希望 这次 多用 一段,商品9.csv,1.0,正向
待机时间真是非常给力，之前有个苹果，好几年了，根本离不开充电宝了，这个华为待机超长，有些适应不了了哈哈哈。,5,已购 竹韵青 12GB+256GB,jd186988adh,102,待机时间真是非常给力之前有个苹果好几年了根本离不开充电宝了这个华为待机超长有些适应不了了哈哈哈,待机时间 真是 非常 给力 之前 有个 苹果 好几年 根本 离不开 充电 这个 华为 待机 超长 有些 适应 不了 哈哈哈,商品9.csv,0.9552,正向
对比了好几款，最后选择了荣耀，给家人买的，想买个续航时间久，快充，屏大可以刷视频的手机，这款可以满足,5,已购 朱砂红 8GB+256GB,锦***我,103,对比了好几款最后选择了荣耀给家人买的想买个续航时间久快充屏大可以刷视频的手机这款可以满足,对比 几款 最后 选择 荣耀 家人 买个 续航 时间 久快 充屏 可以 视频 手机 可以 满足,商品9.csv,0.9894,正向
手机质感高级，屏幕刷新率高，滑动时跟手性很好。系统功能丰富且人性化，隐私保护到位。拍照清晰，视频防抖效果显著，续航能满足一天重度使用，售后也很贴心，整体非常满意！,5,已购 竹韵青 8GB+256GB,美食达芬奇_顺意x233,104,手机质感高级屏幕刷新率高滑动时跟手性很好系统功能丰富且人性化隐私保护到位拍照清晰视频防抖效果显著续航能满足一天重度使用售后也很贴心整体非常满意,手机 质感 高级 屏幕 刷新率 滑动 手性 系统 功能丰富 人性化 隐私 保护 到位 拍照 清晰 视频 防抖 效果显著 续航 满足 一天 重度 使用 售后 贴心 整体 非常 满意,商品9.csv,0.9997,正向
手机非常轻薄，然后也比较好用那个屏大小合适，然后照相的效果也不错，然后性价比真的比较高，速度用起来也比较快，不卡顿嗯，挺不错,5,已购 月影白 12GB+512GB,u_1iug6rmmwerx,105,手机非常轻薄然后也比较好用那个屏大小合适然后照相的效果也不错然后性价比真的比较高速度用起来也比较快不卡顿嗯挺不错,手机 非常 轻薄 然后 比较 好用 那个 大小 合适 然后 照相 效果 不错 然后 性价比 真的 比较 高速度 起来 比较 不卡顿 挺不错,商品9.csv,1.0,正向
荣耀X70确实不错，外观时尚，屏幕大而且🖥️清晰，拍照效果好，运行速度快，带电量时间长，老人用非常棒,5,已购 竹韵青 12GB+256GB,s***8,106,荣耀确实不错外观时尚屏幕大而且清晰拍照效果好运行速度快带电量时间长老人用非常棒,荣耀 确实 不错 外观 时尚 屏幕 而且 清晰 拍照 效果 运行 速度 带电 时间 长老 人用 非常,商品9.csv,1.0,正向
屏幕色彩鲜艳 操作很好拍照清晰  阳光下都看得到  电池却很耐用  性价比很高还会有，我们的目标是成为一个优秀的人和一个优秀而又优秀,5,已购 朱砂红 12GB+256GB,q***0,107,屏幕色彩鲜艳 操作很好拍照清晰  阳光下都看得到  电池却很耐用  性价比很高还会有我们的目标是成为一个优秀的人和一个优秀而又优秀,屏幕 色彩鲜艳 操作 拍照 清晰 阳光 得到 电池 耐用 性价比 我们 目标 成为 一个 优秀 一个 优秀 优秀,商品9.csv,1.0,正向
