商品ID,商品标题,价格,店铺名称,店铺标签,销量,产地,是否促销,秒杀信息,商品链接
808125448354,【官方旗舰16Promax】正品全新16G+512G超薄大屏电竞八核游戏智能手机安卓学生价便宜百元备用机5G全网通,290.00,星联星手机专营店,,400+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=VYZWV%2BIgLrQ064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhDnwmlAliT%2
974664762415,【12期免息】Apple/苹果 iPhone 17 Pro Max 手机 全网通 2025 新款 全新国行 正品保障 多仓速发,9999.00,Apple产品权益智选专营店,回头客1万,2000+人付款,浙江 杭州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=SZbGpvHHeNg064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhBaqDy1yICgB7G
886598941874,手机包女斜挎2025春夏新款韩版时尚小众纯色软皮超轻迷你小包包,39.60,西子兔女包,回头客3千,64人付款,广东 广州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=zeNEockKNKE064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhCnSvVqH3pXFxm
1009322116275,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1910.00,华科数码城,,94人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=2U%2FwxVzaP50064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhDzUZT1Oge4%
960645178998,Apple/苹果 iPhone 14苹果12/13/14 国行正品5G全网通双卡手机,1410.00,融辉数码科技,,500+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=loYLpvjCwVQ064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhCSWf4qQd7uyDE
1018789975242,简约波点凯蒂猫kitty适用苹果华为小米手机壳磁吸iPhone17promax新款16韩系15INS风14可爱小众13超好看手机壳,30.60,CASENIUNIU,回头客2千,3人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=frRlIXXWjCg064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhAm7fAjJg8rt8o
1019566903833,Clouds&Knock手机包女斜挎迷你小包高级感2026新款女士装手机的,116.00,CloudsKnock夏驰专卖店,,3人付款,广东 广州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=yC6OvRVZw3s064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhBmw%2B%2Bstvn
863996909780,日本精工女手机包女式散步放手机壳挂绳可触屏挂脖式斜挎迷你防水,24.60,日本进口荔春精品店,,10人付款,上海,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2125&e=DVY1bSBysOY064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhDl5HFzAIM8foz
735475698321,超萌可爱小碎花爱心兔~少女心爆棚适用iphone17promax光面全包16菲林华为p70nova13小米opporeno14手机壳女生,20.20,呦呦case设计室,回头客1千,200+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=Wrctdzf2D%2F4064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhBO99DrGbCtb
1026907784309,ins风花朵iphone17promax磁吸手机壳适用于苹果华为pura70pro保护套蓝棕波点16挂绳手提15带支架14小众新款女,18.40,Sunsetfoam日落泡沫,回头客1千,0人付款,广东 揭阳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=LwVQncTNG8A064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhB%2F0rZBixBJi
1025714273916,花朵kitty适用苹果17promax手机壳iPhone16磁吸女新款15卡通14可爱好看13/12简约潮流菲林二合一11防摔保护套,19.80,爱壳酱,回头客1千,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=kMNojzz8nxY064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhDEdQHQ%2B9NWI
993045491683,Apple/苹果 iPhone 15 Plus 苹果15 plus 原封 全新正品双卡 手机,3800.00,卓迪数码,,700+人付款,广东 汕头,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=7cUVxn7bBA4064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhCGPsF1yciFLFw
897489721899,虞书欣林一同款手机壳苹果16pro华为vivo飞天小女警iPhone15promax小米14嘘国王在冬眠OPPO小女警情侣x款适用,13.80,简星数码旗舰店,回头客7千,32人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=YRM6zWqMEK0064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhDuhC%2FaK17Ue
1000069757229,Apple/苹果 iPhone12promax苹果12双卡5G国行苹果12pro正品手机,1380.00,城市科技数码,,55人付款,广东 广州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=6Mmd3HFo%2BzU064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhBX9xUz8hiyR
1028068888733,莎头手机壳适用苹果17华为mate80孙颖莎iPhone16promax王楚钦vivo14大头OPPO小米15莎莎Pura70夺冠13冠军主题,14.80,羽潮旗舰店,回头客7千,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=x7X4188GSDE064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhCaw2BuweG4Z3%
638752306403,【政府补贴15% 晒单返30元】HONOR/荣耀Power2 手机10080mAh青海湖电池电梯信号王天玑8500Elite官方旗舰2127,2516.55,苏宁易购官方旗舰店,回头客1000万,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1777037286&clk1=338f7cca440c87847e0428fc08531923&k=2049&e=CuCbQHpAvp0064yuHwBg3xG5MCiVJnoXILbDTYKl0Q46id6029UidOBS%2BYyoKNGTiCZMWQpGMhBggSyu2tG15%2
979154582999,【旗舰新品 现货速发】威图VERTU纬图 AGENT Q奢品直面屏AI智能体手机  安全加密三系统 礼品送礼 24期免息,29502.00,VERTU纬图旗舰店,7年老店,30人付款,四川 成都,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=6Z8KySxnkIeAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dik9xdIZM
994160488413,【国家补贴至高省500元】vivo S50 学生拍照大电池大内存手机 vivo手机官方旗舰店正品官网新款s30,2609.10,vivo手机官方旗舰店,回头客30万,,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=NAEL%2FRF%2BtyiAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimw7
975622742895,新品上市OPPO Find X9旗舰正品新款4K超清实况照片天玑9500,3888.90,OPPO官方旗舰店,回头客40万,1万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2113&e=zYPR4DgfnbqAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinzaZg0G
972708634672,【享15%国补】vivo iQOO 15新品第五代骁龙8至尊版2K三星屏国补游戏手机iQOO官方旗舰店官网正品大内存iqoo15,4199.00,iQOO手机官方旗舰店,回头客30万,4万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=dlLL9DZnCzGAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinH1FCsa
988981343953,新品上市OPPOReno15正品新款学生智能宋雨琦精致小直屏2亿,2899.00,OPPO官方旗舰店,回头客40万,4万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2113&e=sMRjuiQ%2F142Ad3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimtgiB
1014320815912,终于找到了一款高性价比的手机，大屏幕，支持5G！,348.00,紫悦数码专营店,6年老店,200+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=WGT7EApT0NGAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimXfrGpI
863772049349,威图【女王节礼物 历史底价5折】VERTU 纬图META1双曲屏奢品双系统隐私安全加密AI智能体手机5G商务智能礼盒,10600.00,VERTU纬图旗舰店,7年老店,90人付款,四川 成都,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=24mlDV6VvxaAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dik9xdIZM
1021324474049,【新品上市 抢先付定】HONOR/荣耀Magic V6 折叠屏手机至臻黑钻屏 第五代骁龙8至尊  轻薄续航正品官方旗舰店,99999.00,荣耀官方旗舰店,回头客40万,,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2233&e=RvHsVQikbjSAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dil7%2BRD
984462513803,【24期分期】REDMI K90红米k90手机官方旗舰店游戏拍照学生旗舰智能手机小米手机红米手机redmik90,2521.03,机御旗舰店,回头客4万,800+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=Xphz9lVHUwKAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dil93m9Xa
978811354627,oneplusOPPO一加 15 新品上市第五代骁龙8至尊版性能旗舰手机游戏AI手,3674.00,一加官方旗舰店,回头客10万,2万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=3TY4uHl3iaeAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dikf8kb6%
1003961525741,【享15%国补】vivo iQOO Z11 Turbo新品上市第五代骁龙8国家补贴大电池手机iQOO官方旗舰店官网大内存,2499.00,iQOO手机官方旗舰店,回头客30万,,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=ElTNwy%2FzET%2BAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinH1
993016602639,OPPO 一加 Ace 6T 第五代骁龙 8 超高刷电竞屏游戏AI手机一加,2399.00,一加官方旗舰店,回头客10万,3万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2125&e=GUsOEOw%2BB0eAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilxUv0
1020481671313,【原封正品】2026全新智能手机16promax电竞游戏全网通大内存千百元学生价超薄6.5英寸大屏备用老人机旗舰店,343.00,嘉橙数码专营店,回头客1千,28人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=MvGImkvopBqAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dikm9DUQ0
993986586355,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1850.00,祥瑞数码城,,300+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=sJxwHbh0UDGAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dik%2BDBq
844758148374,【购机享3期免息】REDMI K80红米k80手机官方旗舰店游戏拍照学生国补智能手机小米手机红米手机redmik80,1999.00,小米官方旗舰店,回头客700万,30万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=ATEuGxXdSRiAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dikwxCVOH
1021739384303,暗黑风蝴蝶适用于苹果17promax手机壳复古简约iphoneair时尚15/14/13小众6/7/8plus时尚xs/xr女款12/11保护套,23.50,悠月旗舰店,回头客1万,9人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=4fQaa%2FAQRyGAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33diltq7M
1024242167418,满屏玫瑰小花适用苹果17promax手机壳iPhone16华为mate60pro新款Pura80可爱reno15女vivos50软x300小米17荣耀,7.80,智隶数码配件专营店,回头客2万,7人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=qr%2FPdezIO1WAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dik9MIP
968794543088,国行正品 Apple/苹果 iPhone 14/苹果14/13/12全网通手机三期免息,1709.00,宏图数码科技,,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=WO2X4Th5CfyAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dikAWg2tf
921797054553,手机政府补贴M60pro官方旗舰店2026全新正品全面屏双卡双待5G手机,458.00,5G数码严选店,,300+人付款,广东 深圳,是,直降450元,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=40MtRcc2KxmAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinGvbERV
1024626791557,满屏紫蓝碎花适用苹果17promax手机壳全包高级iPhone16pro新款15plus韩系14pro仙女13promax女电镀羊皮大视窗,19.90,光行者咦哟专卖店,,3人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=KS6BICokAPOAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilnORE5y
1025242171566,海鸥适用苹果17手机壳iphone14克莱因蓝opporeno15油画findx9小众vivos50高级感x300/iqooz11turbo/8一加ace6,17.40,凰族旗舰店,回头客2万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=Nih6KCePGhKAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilqSJUNN
962465307121,REDMI Note 15 5G手机红米note手机小米手机小米官方旗舰店官网新品小米note15,899.10,小米官方旗舰店,回头客700万,4万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=fmt4ZA%2B9X4eAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimJ%2B
960645178998,Apple/苹果 iPhone 14苹果12/13/14 国行正品5G全网通双卡手机,1410.00,融辉数码科技,,500+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=4RGCfQis%2BLaAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33din4UOo
1010788400668,【2026新款】华强北17mini迷你小手机智能便携小巧小尺寸小屏幕儿童学生专用游戏安卓超小型备用机网红黑科技,366.00,紫悦数码专营店,6年老店,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=tbEBC3YneqWAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilJqScQb
1027211789552,自嘲熊闹钟适用苹果17手机壳iphone14可爱opporeno15卡通findx9/vivos50/x300/iqooz11turbo/neo9一加ace6/13,12.10,凰族旗舰店,回头客2万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2265&e=uzVf0738NHWAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilqSJUNN
808125448354,【官方旗舰16Promax】正品全新16G+512G超薄大屏电竞八核游戏智能手机安卓学生价便宜百元备用机5G全网通,290.00,星联星手机专营店,,400+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=ztN5vhTw5t%2BAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimHI8e
978803213000,趣味比奇堡居民适用iPhone17手机壳15Promax苹果16小米14一加13情侣iQOO11丑鱼mate70华为p60红米k80男reno12,12.10,星鹏米鹃专卖店,回头客1万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=tCQxSTjJm3mAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimelu3mC
1025290250797,【新品上市】OPPO Find N6 oppofindn6新款折叠屏手机 oppo手机旗舰官网正品店 oppofindn5大折叠手机,999999.00,OPPO欧曙专卖店,12年老店,0人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=yESjyoisIbSAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimvoVAnx
1009322116275,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1910.00,华科数码城,,94人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=fkPYb3NhxMuAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dikDRhQ2B
1000341813964,Apple/苹果 iPhone 13 ProMax国行正品13pro苹果13手机双卡5G,1800.00,城市科技数码,,85人付款,广东 汕头,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=vHzHd%2FIY6sSAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilABR5
959877633644,华为正品5G手机！全国联保 1年免费换新,298.00,原装正品特卖店,,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2137&e=bSnKJNoKiJSAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dil5%2FhJ
975926041218,【品牌特卖 新品上市】原封正品便宜学生价AI语音红外摇控OTG大内存超薄大屏电竞游戏安卓备用全网通智能手机,358.20,深圳海创利华数码专营店,13年老店,100+人付款,广东 深圳,是,直降289.8元,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=Rvlf3wsDOCqAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinIySC3h
874131794019,华为HMS生态智能手机！512GB大内存！30天免费试用！,548.00,乐恒创数码专营店,回头客4千,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2093&e=zdv3yyiqEImAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilNIbTHi
1024397171305,官方正品5G大屏长续航学生智能手机1024GB大内存电竞游戏备用机,298.00,原装正品特卖店,,11人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=G3sz4uia%2BV6Ad3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinkYXK
1015973932181,马年卡通史努比适用苹果华为小米手机壳磁吸iPhone17promax新款16艺术简约15卡通14创意趣味13小众高级手机壳,26.90,CASENIUNIU,回头客2千,2人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=Va%2FztJMHeWWAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dikfUDZ
1000069757229,Apple/苹果 iPhone12promax苹果12双卡5G国行苹果12pro正品手机,1380.00,城市科技数码,,55人付款,广东 广州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=D5fh75782JyAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilNWvfFR
804248231371,华为HMS生态智能手机！512GB大内存！30天免费试用！,288.00,乐恒创数码专营店,回头客4千,3000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=KH0HQXyW13uAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dimiALEWJ
670081034773,有内鬼终止交易手机壳适用14苹果16/15诺基亚13华为mate60pro老人机iphone17套50大哥大max老年机p70小米vivo,9.50,帕沃森数码旗舰店,回头客10万,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=gh7fcGU%2FkJqAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dim9L4y
836064672367,2025年新款华为智选 Hi畅享80Pro 5G手机旗舰正品WIKO手机鸿蒙生态系统40W超级快充智能昆仑玻璃正品hi畅享80,759.00,幸运宝贝数码专营店,回头客2千,800+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=8Uo%2B%2FWZVgyeAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33diliq
895400542472,【二手】Apple/苹果 iPhone 12 mini全网通 无锁单卡小巧备用手机,948.00,机博士 真靠谱 认准老店,,48人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=ois9WgboqVmAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinxsn8ak
922363209569,朱志鑫同款手机壳适用苹果16华为mate60十字花iPhone17promax周边vivo14满印13OPPO小米15p明星Pura70联名12x,14.80,羽潮旗舰店,回头客7千,23人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=NOBaNlfGuPyAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dilyH4WsX
735475698321,超萌可爱小碎花爱心兔~少女心爆棚适用iphone17promax光面全包16菲林华为p70nova13小米opporeno14手机壳女生,20.20,呦呦case设计室,回头客1千,200+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1660560741&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=VoUs6l0TXbOAd3LzN4QRxC1IFxTG9%2BW%2BroxC7p1%2FxtP6va576o46tPEinGo3Z%2FTudT22qS33dinbHGlxX
