标题,原价,销量,店名,id,卖点,颜色,评论
华为新品5G手机 2025智选新机上市 80pro 24期免息 6100mAh长续航红外遥控昆仑玻璃华为补贴手机mate80 星空黑【24GB(12+12)+512GB】 24期白条| 365天只换不,3298.00,400+,德凯英顿手机专营店,10186192915517,"['昆仑玻璃', '巨鲸续航', '红外遥控', '快充技术']",星空黑【24GB(12+12)+512GB】,200+
荣耀WIN 16+512 指定赢 第五代骁龙8至尊版 荣耀东风涡轮散热 10000mAh电池 AI 游戏手机 国家补贴,4799.00,,荣耀京东自营旗舰店,100231090931,"['东风涡轮散热', '绿洲护眼电竞屏', '高效处理', '海量空间']",指定赢,2万+
华为 nova 15 256GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏华为手机【赠话费券】,2499.00,1万+,京东手机自营旗舰店,100310638736,"['轻薄设计', '鸿蒙AI', 'FHD+显示', '5000万像素']",幻夜黑,2000+
华为（HUAWEI）Mate 80 新品旗舰手机 第二代红枫影像鸿蒙AI 华为直屏鸿蒙手机 曜石黑 12GB+512GB 官方标配,5199.00,4000+,华为京臻选专卖店,10199756342670,"['第二代', '400+手机达人收藏', '拍尽明暗冷暖']",曜石黑,2000+
HUAWEI Pura 80 12GB+256GB 丝绒黑 丝绒直屏 红枫原色影像 全新鸿蒙AI 鸿蒙系统华为手机,4299.00,,华为京东自营旗舰店,100253433048,"['红枫原色', '丝绒直屏', '潜望长焦', '个性色卡']",丝绒黑,10万+
小米REDMI K90 骁龙®8至尊版 7100mAh大电池 青山护眼 黑色 12GB+256GB 红米5G手机国家补贴,2598.99,30万+,小米京东自营旗舰店,100287758128,"['防水防尘', '7100毫安电池', '骁龙8至尊版', '超清主摄']",黑色,20万+
荣耀Power2 12+512 旭日橙 10080mAh青海湖电池 电梯信号 5G AI 长续航手机【赠话费券】,2999.00,2000+,京东手机自营旗舰店,100314808810,"['高频调光', '长续航能力', '5G网络支持', 'AI大模型']",旭日橙,2000+
HUAWEI Mate 80 Pro 旗舰手机 第二代红枫影像鸿蒙AI直屏鸿蒙手机 华为mate80pro手机 官方正品 现货速发 曜石黑 12+512GB 全网通,6799.00,2000+,炜东电商旗舰店,10199737138325,"['现货速发', '50万+人浏览', '第二代', '700+人已买']",曜石黑,1000+
华为（HUAWEI）nova 15 12GB+512GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 臻彩OLED直屏鸿蒙智能手机 支架套装,2829.00,1000+,1号会员店,100232381111,"['臻彩OLED', '麒麟芯片', '红枫影像', '鸿蒙智能']",nova15,500+
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 天海清【8GB+128GB】[荣耀x60pro] 蓝牙,1757.00,300+,理妙实手机专营店,10206834951372,"['OLED曲面', 'AI影像', '大电池一亿像素', '十面抗摔防水']",天海清【8GB+128GB】[荣耀x60pro],200+
小米（MI）REDMI Note15 Pro 天玑7400-Ultra 7000mAh 龙晶玻璃十倍抗摔 IP68 8+256 天青蓝 红米 5G手机,1349.00,,小米京东自营旗舰店,100265421820,"['IP68防护', '超长续航', '天玑芯片', 'OLED直屏']",天青蓝,20万+
OPPO Find X9 旗舰手机 4K 超清实况照片 7025mAh 冰川电池 丹霞色彩还原镜头 国家补贴 大内存性价比 追光红 12GB+256GB,4399.00,,OPPO官方旗舰店,10183916572001,"['5万+店铺粉丝浏览', '国家补贴', '性价比']",追光红,5000+
荣耀Power2 12+256 旭日橙 10080mAh青海湖电池 天玑8500 Elite 电梯信号 5G AI 长续航手机,2699.00,6000+,荣耀通讯京东自营专区,100316982508,"['OLED屏', 'AI智能', '高频PWM', '防水防尘']",旭日橙,5000+
华为畅享 70X 尊享版 256GB 曜金黑 6100mAh华为巨鲸长续航 麒麟8000芯片鸿蒙系统华为手机,1699.00,,华为京东自营旗舰店,100300133968,"['OLED曲面', '麒麟8000芯片', '鸿蒙智能手机', '高像素摄']",曜金黑,5万+
荣耀500 Pro 肖战同款 12+256,3599.00,,荣耀京东自营旗舰店,100296990504,"['三防科技', '骁龙8至尊旗舰芯', '高频调光', 'FHD+屏']",月光银,2万+
甄选荣耀P80Pro手机1TB大内存7800mAh快充长续航骁龙8电竞学生原装 香颂绿 12G运行+128G内存 官方标配,1168.00,2万+,国货全网通经营部,10152206694263,,香颂绿,1万+
小米（MI）REDMI K80 至尊版 天玑9400+ 7410mAh大电池 月岩白 12GB+256GB 红米5G手机 国家补贴,2599.00,,小米京东自营旗舰店,100238569994,"['高存储空间', '大电池续航', '防水防尘', '高性能芯片']",月岩白,20万+
OPPO K13 Turbo Pro 16GB+512GB 骑士银 疾风散热引擎 第四代骁龙8s 5G防水游戏 OPPO手机 国家补贴,2699.00,10万+,OPPO京东自营旗舰店,100186787561,"['三防标准', '疾风散热引擎', '骁龙8s芯', '潮汐引擎']",骑士银,10万+
REDMI K80 16+1TB 玄夜黑,3199.00,100万+,小米京东自营旗舰店,100129016839,"['已售50w+', '累计加购百万', '快充技术', '超大电池']",玄夜黑,100万+
华为手机华为 2025新品旗舰上市手机活力版 70x 超清影像双五星超耐摔北斗巨鲸电池长续航店内Mate可选 512GB【曜金黑】 官方标配,2577.00,,京祥手机专营店,10204678838557,"['官方标配', '5千+手机达人浏览', '长续航']",512GB【曜金黑】,16
OPPO Reno15 12GB+512GB 可露丽棕 2亿像素 实况拼图 5G智能小直屏 学生游戏 AI拍照手机 新品国家补贴,3299.00,,OPPO京东自营旗舰店,100292355088,"['潜望长焦', '运动芭蕾美学', '大内存储', '防水防尘']",可露丽棕,10万+
小米（MI）REDMI K80 至尊版 天玑9400+ 7410mAh大电池 冰锋蓝 16GB+512GB 红米5G手机 国家补贴,3099.00,,小米京东自营旗舰店,100182833353,"['5000万像素', 'D2独显芯片', '大电池续航', 'IP69三防']",冰锋蓝,20万+
荣耀Power2 12+512 幻夜黑 10080mAh青海湖电池 天玑8500 Elite 电梯信号 5G AI 长续航手机,2999.00,,荣耀京东自营旗舰店,100232677443,"['荣耀鸿燕通信', '电梯信号强', '512GB存储', '高性能芯片']",幻夜黑,2万+
华为2026热销手机 鸿蒙新品70X 北斗卫星通信 支持NFC 玄甲机身抗跌耐摔 大电池长续航 地震预警 Mate 雪域白【512GB】 蓝牙套装版丨3年质保+180天只换不修+碎屏险,2999.00,9000+,品宴手机通讯专营店,10122791293737,"['长续航', '7万+人加购', '800+人收藏', '只换不修']",雪域白【512GB】,5000+
OPPO Reno15 12GB+256GB 星光蝴蝶结 2 亿像素超清影像 超出圈的实况神机 AI智能 5G拍照手机 国家补贴,2649.00,,OPPO京东自营专卖店,100294010406,"['游戏超帧超画', 'AI智能', '2亿超清影像', '高频PWM']",星光蝴蝶结,1万+
荣耀X70 12+512 月影白  金标十面抗摔 80W无线超级快充 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1999.00,90万+,荣耀京东自营旗舰店,100248102670,"['80W快充', '5000万像素', 'IP69防水', '绿洲护眼']",月影白,50万+
荣耀Power2 12+512 幻夜黑 10080mAh青海湖电池 电梯信号 5G AI 长续航手机【赠话费券】,2999.00,2000+,京东手机自营旗舰店,100235908603,"['高像素摄像', '超长续航', '大内存空间', '三防设计']",幻夜黑,2000+
华为手机华为70pro 择购H0N0R×70 5G新品旗舰 2025款上市  快充 硬核抗摔防水 支持NFC 红外遥控 幻夜黑12GB+512GB 蓝牙耳机版|送3年保修+180只换不修+碎屏保,2928.00,1000+,智果星手机专营店,10172489306018,,幻夜黑12GB+512GB,1000+
OPPO K13 Turbo Pro 16GB+512GB 黑武士 变频主动散热风扇 第四代骁龙8s 5G防水游戏OPPO手机 国家补贴,2699.00,10万+,OPPO京东自营旗舰店,100244498476,"['长续航电池', '疾风散热引擎', '第四代骁龙8s', 'OLED直屏']",黑武士,10万+
荣耀500 超级标准版 肖战同款 2亿人像全能实况 青海湖电池 5G AI 学生 新款拍照手机 12+512曜石黑,2999.00,,荣耀京东自营旗舰店,100222544127,"['高频PWM', '三防科技', '80-119W快充', 'AI大模型']",曜石黑,10万+
华为手机5G新品 畅享80 Pro【国家补贴】24期免息手机华为昆仑玻璃十倍耐摔OLED护眼屏 补贴mate80 24GB(12+12)+256GB 星海蓝 耳机套装【运费险+碎屏险+两年延保】,2381.35,3000+,福购手机专营店,10189949499006,"['华为新机上市', '昆仑抗摔玻璃', '华为巨鲸续航', 'IP64防护', '26-49W快充', '红外遥控', '十倍耐摔', '昆仑玻璃', 'OLED护眼']",24GB(12+12)+256GB 星海蓝,2000+
HUAWEI Mate X7 折叠屏手机 超可靠折叠玄武架构 华为折叠屏鸿蒙 华为matex7手机 官方正品 现货速发 曜石黑 12GB+512GB全网通,13999.00,1000+,炜东电商旗舰店,10200281263496,"['4千+店铺粉丝浏览', '超20万人店内购买']",曜石黑,1000+
小米REDMI K90 骁龙®8至尊版 7100mAh大电池 青山护眼 黑色 12GB+512GB 红米5G手机国家补贴,2899.00,30万+,小米京东自营旗舰店,100287792994,"['防水防尘', 'OLED直屏', '3D冰封散热', '青山护眼']",黑色,20万+
一加 Ace 6 12GB+256GB 闪白 oppo 骁龙 8 至尊版 165Hz 超高刷护眼电竞屏 游戏电竞5G手机 国家补贴,2599.00,,一加手机京东自营旗舰店,100285599282,"['护眼模式', '超高刷护眼屏', '风驰游戏内核', 'OLED直屏']",闪白,10万+
OPPO Reno15 12GB+512GB 星光蝴蝶结 2 亿像素超清影像 超出圈的实况神机 AI智能 5G拍照手机 国家补贴,2949.00,,OPPO京东自营专卖店,100220307323,"['游戏超帧超画', '出圈实况拼图', '2亿超清影像']",星光蝴蝶结,1万+
华为手机新品mate70pro上市,1488.00,1万+,卓选数码手机店,10163252658600,"['95万+人浏览', '20万+人加购', '近7日人气商品']",曜石黑 6GB+128GB,5000+
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星空黑【24G(12+12)+256GB】 12期免息【季度碎屏险+,2299.00,700+,德凯英顿手机专营店,10209823072244,"['昆仑玻璃耐摔', '柔光护眼屏', '智能红外遥控', '大电池续航', '快充技术', '红外遥控', '星空黑色', '昆仑玻璃', '轻薄设计', 'OLED护眼']",星空黑【24G(12+12)+256GB】,200+
小米（MI）REDMI Turbo 5 Max 天玑9500s 9000mAh大电池 1.5K阳光屏 12+256祥云白 小米红米5G手机,2199.00,,小米京东自营旗舰店,100316653558,"['1.5K阳光屏', 'Turbo系列', '新品上市', '天玑9500s']",祥云白,10万+
一加 Ace 6T 16GB+256GB 闪速黑 oppo 第五代骁龙 8 165Hz 超高刷电竞屏 学生游戏拍照手机 国家补贴,2899.00,,一加手机京东自营旗舰店,100298246492,"['冰川电池', '超高刷电竞屏', '第五代骁龙8', '红外遥控']",闪速黑,10万+
华为 HUAWEI Mate 70 Air 6.6mm薄长续航7英寸华为临境大屏红枫原色摄影鸿蒙手机 羽衣白 12GB+512GB 官方标配,4699.00,200+,华为手机专卖店,10197057690376,"['红枫原色影像', '2万+手机达人加购', '长续航']",羽衣白,200+
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 晨光白【24G(12+12)+256GB】 豪礼套装版【季度碎屏险+,2368.23,700+,德凯英顿手机专营店,10209823072246,"['智能红外遥控', '昆仑玻璃耐摔', '柔光护眼屏', '大电池续航', '防水防尘', 'OLED护眼', '轻薄设计', '红外遥控', '昆仑玻璃']",晨光白【24G(12+12)+256GB】,200+
荣耀X70 12+256 朱砂红  金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1799.00,90万+,荣耀京东自营旗舰店,100248102688,"['IP69防水', '荣耀绿洲屏', '简约大气', '十面抗摔']",朱砂红,50万+
【国家补贴】荣耀Play10T AI手机,999.00,10万+,荣耀京东自营旗舰店,100277046648,"['AI 一键直达', '超长续航', '抗摔防水', '超强防摔']",幻夜黑,5万+
华为手机华为 2025新品旗舰上市手机活力版 70x 超清影像双五星超耐摔北斗巨鲸电池长续航店内Mate可选 512GB【曜金黑】 官方标配,2577.00,,京祥手机专营店,10204678838557,"['官方标配', '5千+手机达人浏览', '长续航']",512GB【曜金黑】,16
小米（MI）REDMI K80 至尊版 天玑9400+ 7410mAh大电池 砂岩灰 16GB+256GB 红米5G手机 国家补贴,2799.00,,小米京东自营旗舰店,100182833357,"['OLED直屏', 'D2独显芯片', '5000万像素', '大内存储']",砂岩灰,20万+
REDMI K90 16GB+256GB 黑色,2899.00,30万+,小米京东自营旗舰店,100215674637,"['80-119W快充', '5000万像素', '骁龙8至尊版', '7100毫安电池']",黑色,20万+
小米REDMI K90 骁龙®8至尊版 7100mAh大电池 青山护眼 水蓝色 12GB+256GB 红米5G手机国家补贴,2598.99,30万+,小米京东自营旗舰店,100287793026,"['超级像素护眼屏', '1.5K高清屏', '5000万像素', '简约风设计']",水蓝色,20万+
华为mate80pro手机 5G旗舰新品手机,2685.00,200+,华选手机店,10209202438477,"['红外遥控', '超级快充', '4千+手机达人加购']",幻夜黑12GB+512GB,100+
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 晨光白【24G(12+12)+512GB】 豪礼套装版【季度碎屏险+,2616.47,700+,德凯英顿手机专营店,10209823072255,"['昆仑玻璃耐摔', '智能红外遥控', '柔光护眼屏', '大电池续航', '昆仑玻璃', '红外遥控', '轻薄设计', 'OLED护眼']",晨光白【24G(12+12)+512GB】,200+
OPRDX16Pro手机2026新品6年质保5G双卡全网通1TB大内存7800mAh快充大电池抗摔防水高清护眼拍照 钛沙金 12G运行+256G内存,1398.00,1万+,OPRD官方旗舰店,10144477677036,"['已售10万+', 'OP旗舰新品', '抗摔防水', '三防标准']",钛沙金,5000+
荣耀X70 12+256 幻夜黑  金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1799.00,90万+,荣耀京东自营旗舰店,100248102668,"['红外遥控', '高频PWM', 'OLED直屏', 'IP69防水']",幻夜黑,5万+
华为（HUAWEI）nova 15 12GB+512GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 臻彩OLED直屏鸿蒙智能手机 支架套装,2829.00,1000+,1号会员店,100232381111,,nova15,500+
荣耀X70 8+256 竹韵青 金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1599.00,90万+,荣耀京东自营旗舰店,100189191001,"['高频PWM', '5000万像素', '十面抗摔', '大容量电池']",竹韵青,10万+
荣耀X70 8+256 朱砂红 金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1599.00,90万+,荣耀京东自营旗舰店,100248102684,"['金标十面抗摔', '8300mAh', '青海湖电池']",朱砂红,50万+
荣耀X70 12+256 月影白  金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1799.00,90万+,荣耀京东自营旗舰店,100189191019,"['金标十面抗摔', '8300mAh', '青海湖电池']",月影白,50万+
华为智选2025新机上市 80 Pro 华为鸿蒙生态5G手机 昆仑玻璃十倍耐摔 6100mAh+40W续航 OLED臻彩护眼屏 12GB+512GB 星空黑 官方标配 180天只换不修+3年质保+碎屏,2699.00,1000+,京之优手机专营店,10166668187953,"['900+人已买', '只换不修', '官方标配']",12GB+512GB 星空黑,500+
华为 nova 15 512GB 零度白 麒麟8020芯片 多焦段红枫影像北斗卫星消息 100W超级快充华为手机鸿蒙系统,2849.00,,华为京东自营旗舰店,100307090434,"['麒麟8020芯片', '多焦段红枫影像', '北斗卫星消息']",零度白,5万+
荣耀X70 8+128 月影白 金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1399.00,90万+,荣耀京东自营旗舰店,100248102682,"['金标十面抗摔', '8300mAh', '青海湖电池']",月影白,50万+
荣耀X70 12+512 竹韵青 金标十面抗摔 80W无线超级快充 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1999.00,90万+,荣耀京东自营旗舰店,100248102656,"['金标十面抗摔', '8300mAh', '80W无线快充']",竹韵青,50万+
华为（HUAWEI） 2026新品 智选畅享80Plus 5G手机【玄甲架构超级抗摔】 6620mAh巨鲸电池 40W快充 红外遥控 补贴 12GB+512GB 幻夜黑 24期免息【赠180天只换不修,2999.00,200+,优品手机通讯专营店,10209218399839,"['超1万人店内购买', '店铺被1万人种草']",12GB+512GB 幻夜黑,100+
vivoX300 Pro 16GB+512GB  天玑9500拍照Ai手机 2026新品 蔡司2亿APO超级长焦 蓝图影像双芯 玄武黑Y500 12GB＋512GB,2029.00,100+,京狐科技小店,10208862364956,"['蔡司镜头', 'IP68防护', '轻薄设计', 'OLED直屏']",玄武黑Y500,100+
vivo iQOO Z11 Turbo 12GB+512GB 光晕粉骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,2999.00,,iQOO京东自营旗舰店,100312801452,"['骁龙8Gen5', 'OLED直屏', '轻奢设计', '电竞芯片']",光晕粉,5万+
荣耀X70 8+128 竹韵青 金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1399.00,90万+,荣耀京东自营旗舰店,100248102686,"['NFC功能', '抗摔认证', 'OLED直屏', 'IP69防水']",竹韵青,50万+
华为（HUAWEI）手机 华为畅享80s 2025新机上市 红外遥控 鸿蒙系统5G全网通 抗摔防水 大电池 超级快充长续航  （8+8）16GB+256GB 曜石黑 24期 免息【赠1年碎屏险+2年店铺延保】,1439.00,300+,全亮手机专营店,10212215044467,,（8+8）16GB+256GB 曜石黑,200+
荣耀X70 8+256 月影白 金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1599.00,90万+,荣耀京东自营旗舰店,100189191017,"['OLED直屏', '青海湖电池', '8300mAh', '金标十面抗摔']",月影白,50万+
小米（MI）REDMI Turbo 4 Pro 第四代骁龙8s 7550mAh长续航 16GB+1TB 白色 小米红米5G手机,2999.00,100万+,小米京东自营旗舰店,100158171903,"['7550毫安续航', '轻薄设计', '高频PWM', '3D冰封散热']",白色,50万+
小米（MI）REDMI Turbo 5 Max 天玑9500s 9000mAh大电池 1.5K阳光屏 16+512 阳光橙 小米红米5G手机,2799.00,,小米京东自营旗舰店,100317402418,"['大电池续航', '苹果风后摄', '高频PWM', '1.5K阳光屏']",阳光橙,10万+
华为手机新品mate70pro上市,1488.00,1万+,卓选数码手机店,10163252658600,"['95万+人浏览', '20万+人加购', '近7日人气商品']",曜石黑 6GB+128GB,5000+
小米（MI）REDMI Turbo 5 Max 天玑9500s 9000mAh大电池 1.5K阳光屏 12+512 阳光橙 小米红米5G手机,2499.00,,小米京东自营旗舰店,100317402428,"['1.5K阳光屏', '天玑9500s', '大电池续航', '高频调光']",阳光橙,10万+
华为 nova 15 256GB 零度白 麒麟8020芯片 多焦段红枫影像北斗卫星消息 100W超级快充华为手机鸿蒙系统,2549.00,,华为京东自营旗舰店,100307090458,"['北斗卫星消息', '鸿蒙系统', '5000万像素', '零度白色']",零度白,5万+
vivo iQOO Z11 Turbo 12GB+512GB 天光白骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,2999.00,,iQOO京东自营旗舰店,100312801470,"['骁龙8Gen5', '天光白色', '512GB存储', '12GB大内存']",天光白,5万+
一加 15 第五代骁龙 8 至尊版旗舰智能手机  165Hz 超高刷东方屏 OPPO旗舰游戏5G手机 原色沙丘 12GB+256GB 官方标配,3999.00,1000+,炜东电商旗舰店,10193524027021,"['超20万人店内购买', '4万+手机达人浏览']",原色沙丘,1000+
华为手机 80pro 新机2025上市 Hi智选系列 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 补贴手机mate80 星海蓝 24GB(12+12)+512GB 官方标配【赠1年延保+碎屏,2517.00,,唯绅手机专营店,10211413408503,"['官方原封正品', '鸿蒙安全守护', '双五星超耐摔']",星海蓝 24GB(12+12)+512GB,1
OPPO Reno15 AI智能 5G拍照手机,2649.00,,OPPO京东自营专卖店,100220307331,"['2亿超清影像', '出圈实况拼图', '游戏超帧超画']",可露丽棕,1万+
小米REDMI K90 骁龙®8至尊版 7100mAh大电池 青山护眼 浅紫色 12GB+256GB 红米5G手机国家补贴,2598.99,30万+,小米京东自营旗舰店,100215674651,"['超快充电', '1.5K高清摄', '7100毫安电池', '骁龙8至尊版']",浅紫色,20万+
华为手机2025新机上市 鸿蒙智选5G手机80 Pro 大电池长续航 昆仑玻璃护眼 防水防尘 抗跌耐摔补贴Ma te 星空黑 12GB+512GB 12期免息【180天只换不修+三年质保+碎屏险】,2098.00,300+,泓朗手机通讯专营店,10170196189435,,星空黑 12GB+512GB,200+
荣耀Power2 12+256 旭日橙 10080mAh青海湖电池 天玑8500 Elite 电梯信号 5G AI 长续航手机,2699.00,,荣耀京东自营旗舰店,100232677431,"['顶级防水', '荣耀鸿燕通信', '旭日橙配色', '强劲性能']",旭日橙,2万+
一加 Ace 6 7800mAh 冰川电池,2599.00,,一加手机京东自营旗舰店,100285599238,"['防尘防水', 'NFC功能', '电竞体验', '风驰游戏内核']",竞黑,10万+
REDMI Note15 Pro+ 12+256 紫色 ,1799.00,,小米京东自营旗舰店,100200729827,"['7000mAh电池', '12GB内存', '十倍抗摔', '第四代骁龙7s']",烟霞紫,5万+
HUAWEI Mate 80 第二代红枫影像鸿蒙AI 华为直屏鸿蒙手机华为mate80 官方正品 曜石黑 16GB+512GB 全网通 官方标配,5499.00,3000+,京联通达旗舰店,10199736736359,"['第二代红枫影像', '超可靠玄武架构']",曜石黑,2000+
华为智选X70 十面抗摔 8300mAh青海湖电池 IP69防水 智选5G手机 80W无线快充 NFC 红外功能 AI智能拍照 朱砂红 12GB+512GB,2276.00,1000+,兴鑫业手机专营店,10167269598124,"['IP69防水', '红外遥控', '512GB存储', '十面抗摔']",朱砂红,1000+
OPPO Reno14 12GB+512GB 礁石黑 高清长焦实况 全新小直屏Live图 AI拍照5G智能手机 学生游戏 国家补贴,3099.00,30万+,OPPO京东自营旗舰店,100212441628,"['长寿耐用大电池', 'Live图神机', '满级防水', 'OLED屏']",礁石黑,20万+
小米（MI）REDMI Note15 Pro+ 第四代骁龙7s 7000mAh 龙晶玻璃十倍抗摔 IP68防水 12+256 子夜黑 红米 5G手机,1799.00,,小米京东自营旗舰店,100200659593,"['十倍抗摔', '12GB内存', 'IP68防水', '第四代骁龙7s']",子夜黑,5万+
华为手机智选80s新品5G旗舰 红外遥控鸿 蒙安全守护 海量存储 五星防水抗摔 臻彩护眼大屏巨量电池mate 曜石黑8GB+256GB 官方|标配 180天只换不修+3年质保+碎屏保,2392.00,600+,京创手机专营店,10211079885082,"['500+手机达人加购', '护眼大屏', '碎屏保']",曜石黑8GB+256GB,500+
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星海蓝 耳机套装版【赠1年延保+季度碎屏险,2416.00,300+,迪旺手机专营店,10211027867256,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航', 'FHD+显示', '5000万像素', 'OLED直屏', '高频PWM', '大气外观', '100W快充']",24GB(12+12)+512GB星海蓝,34
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 幻夜黑 12GB+512GB 官方标配【180天,3548.00,200+,麒源手机专营店,10210836207374,"['十面抗摔', '青海湖电池', 'PWM调光', 'AI加持']",幻夜黑 12GB+512GB,200+
新品鸿蒙旗舰 华为mate70pro选购,1745.00,1000+,乾诚手机专营店,10209339017575,"['IP64防护', 'FHD+显示', '冰晶蓝色', '8GB内存', '鸿蒙系统流畅', '大电池续航', '6000mAh电量', '五星抗跌耐摔', '巨鲸长续航', '新品鸿蒙手机']",冰晶蓝【256GB】,1000+
华为手机2025新机上市 鸿蒙智选5G手机80 Pro 大电池长续航 昆仑玻璃护眼 防水防尘 抗跌耐摔补贴Ma te 星空黑 12GB+512GB 12期免息【180天只换不修+三年质保+碎屏险】,2098.00,300+,泓朗手机通讯专营店,10170196189435,,星空黑 12GB+512GB,200+
华为新品5G手机 华为畅享80 S 24期免息 华为智选2025新机上市鸿蒙生态耐摔防水华为补贴手机70pro 曜石黑16GB(8+8)+256GB 官方标配【季度碎屏险+两年质保+运费险】,1789.00,1000+,德凯英顿手机专营店,10203500003484,"['长续航电池', '防水防尘', '轻薄机身', '流畅运行', 'LCD屏幕', '纯色设计', '时尚外观', '耐摔防水', '天玑芯片', '鸿蒙生态']",曜石黑16GB(8+8)+256GB,1000+
vivo手机5G新品 Y500pro 全新2亿HP5旗舰级主摄 持久流畅7000mAh蓝海电池 IP68+IP69防水选X300补贴pro 12+512GB 祥云金 官方标配【赠季度碎屏险+延保+蓝牙,2922.00,200+,乾诚手机专营店,10210850157005,"['2亿像素', '简约风格', '红外遥控', '7000mAh电池']",12+512GB 祥云金,100+
小米 Turbo 4 Pro 16+512,2499.00,100万+,小米京东自营旗舰店,100201589724,"['高频调光', '三防标准']",黑色,50万+
华为nova 12 Pro 512GB 曜金黑#4K超广角镜头前置6000万人像追焦双摄 100W快充手机【赠流量卡】,2499.00,2000+,中国电信京东自营旗舰店,100160994040,"['出色影像', '1万+手机达人加购']",曜金黑,2000+
vivo iQOO Z11 Turbo 12GB+512GB 极夜黑骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,2999.00,,iQOO京东自营旗舰店,100234402249,"['高清主摄', '骁龙8Gen5', '高速性能', '自研电竞芯片']",极夜黑,5万+
OPPO A6 GT 12GB+512GB 岩雾蓝 IP69防水 抗摔耐用流畅 5G智能手机 长续航 骁龙 自营正品 国家补贴,2099.00,3万+,OPPO京东自营旗舰店,100269753886,"['5000万像素', '7000mAh', 'FHD+屏幕', '360° 抗摔']",岩雾蓝,2万+
荣耀400 AI 2亿超清写真人像 7200mAh青海湖大电池 12+512 幻夜黑 5G AI 新款 学生 拍照手机 国家补贴,2599.00,30万+,荣耀京东自营旗舰店,100172364637,"['大电池续航', '高频PWM', '2亿写真人像', 'OLED直屏']",幻夜黑,20万+
华为2026新机上市 5G旗舰手机 80Plus 双五星耐摔防水 鸿蒙AI防诈 玄甲架构 智能红外遥控 mate80 12GB+256GB 珍珠白 蓝牙套装版【365天只换不修+质保3年+碎屏保】,2088.00,500+,京易达手机专营店,10210006663330,"['100+手机达人浏览', '只换不修', '200+人浏览']",12GB+256GB 珍珠白,500+
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星空黑【24G(12+12)+512GB】 12期免息【季度碎屏险+,2499.00,700+,德凯英顿手机专营店,10209823072253,"['昆仑玻璃耐摔', '柔光护眼屏', '智能红外遥控', '大电池续航', '防水防尘', '快充技术', '红外遥控', '昆仑玻璃', '轻薄设计', 'OLED护眼']",星空黑【24G(12+12)+512GB】,200+
HUERIAI旗舰顶配80Pro 5G手机 1TB超薄大屏 骁龙8+芯 8000mAh电池游戏电竞高刷全网通双卡双待百元便宜 鎏金色【补贴秒杀 | 今日特价】 16GB+256GB 官方标配,1099.00,1万+,HUERI智趣专卖店,10208813121267,"['骁龙8+处理器', '一亿像素超清拍照', '2026旗舰新款', '8000mAh', '高刷屏幕', '大气外观', '超薄大屏', '双卡双待']",鎏金色【补贴秒杀 | 今日特价】,500+
